No.,Level,Property type,Identifier,Class,Property term,Representation term,Associated class,Mult.,Definition,ISO 21378 Module,ISO 21378 Table,Value Domain,Action
691,2,Composition,,Purchase Invoice,,,Purchase Invoice Line,0..*,"A class describing the specifics of each invoice line received during the period under review, used to validate that invoiced items match ordered and received goods in the three-way matching process.",Purchase,112,,
692,2,Reference Association,,Purchase Invoice,Settlement Organization,,Business Segment,0..1,The business segment associated with the organization that settles purchase invoices.,Purchase,112,,
693,2,Reference Association,,Purchase Invoice,,,Supplier,0..1,A class containing essential information about suppliers.,Purchase,112,,
694,1,Class,,Purchase Invoice Line,,,,,A class representing detailed charges for individual goods or services provided as listed on a purchase invoice.,Purchase,114,,
695,2,Specialization,,Purchase Invoice Line,,,Invoice Line,1..1,The inventory product line item on a purchase invoice.,Purchase,114,,
696,2,Reference Association,,Purchase Invoice Line,Purchase,,Measurement Unit,0..1,The unit of measure for the quantity of an inventory product specified on a purchase invoice line.,Purchase,114,,
697,2,Reference Association,,Purchase Invoice Line,,,Purchase Order,0..1,"A class capturing purchase orders placed during the period under review, serving as a control point in the three-way matching process for accounts payable, ensuring orders are matched with invoices and received goods.",Purchase,114,,
698,2,Reference Association,,Purchase Invoice Line,,,Purchase Order Line,0..1,"A class containing details of each purchase order line placed during the period under review, fundamental for the three-way matching process that compares these details against invoices and goods receipt documentation.",Purchase,114,,
699,1,Class,,Sales Invoice,,,,,A class representing a document that details charges for goods or services delivered to a customer within a specified period.,Sales,80,,
700,2,Specialization,,Sales Invoice,,,Invoice,1..1,A class contains the summery information for the invoices.,Sales,80,,
701,2,Composition,,Sales Invoice,,,Sales Invoice Line,0..*,"A class detailing individual products on sales invoices, integral to the three-way matching process that ensures billing accuracy and proper revenue reporting.",Sales,80,,
702,2,Reference Association,,Sales Invoice,,,Customer,0..1,A class that records comprehensive customer information pertaining to sales invoices.,Sales,80,,
703,1,Class,,Sales Invoice Line,,,,,A class representing detailed charges for individual goods or services delivered as listed on a sales invoice.,Sales,82,,
704,2,Specialization,,Sales Invoice Line,,,Invoice Line,1..1,The inventory product line item on a sales invoice.,Sales,82,,
705,2,Reference Association,,Sales Invoice Line,,,Sales Order,0..1,"A class capturing the details of sales orders, which form the basis for the three-way matching process by providing a record to match against customer deliveries and invoicing for transaction validation.",Sales,82,,
706,2,Reference Association,,Sales Invoice Line,,,Sales Order Line,0..1,"A class presenting specific information for each item on a sales order, important in the three-way matching process to confirm that deliveries and invoice details correspond to the order specifications.",Sales,82,,
707,1,Class,,Inventory Location,,,,,A class stores information about a specific location where inventory items may be tracked.,Inventory,121,,
708,2,Attribute,PK,Inventory Location,ID,Identifier,,1..1,The unique identifier assigned to each inventory location.,Inventory,121,Identifier Medium,
709,2,Attribute,,Inventory Location,Code,Char,,0..1,The code used to identify the location at a local level.,Inventory,121,Char Long,
710,2,Attribute,,Inventory Location,Description,Text,,0..1,"The textual description of the location, often providing additional details about its name or purpose.",Inventory,121,Text Medium,
711,2,Attribute,,Inventory Location,Type,Char,,0..1,The classification describing the type or category of the inventory location.,Inventory,121,Char Short,
712,2,Attribute,,Inventory Location,Active Indicator,Indicator,,0..1,The flag indicates whether the location is currently active or inactive.,Inventory,121,Indicator,
713,2,Composition,,Inventory Location,Physical,,Address,0..1,The physical address associated with the inventory location.,Inventory,121,,
714,2,Reference Association,,Inventory Location,,,Business Segment,0..*,The business segment responsible for the physical storage and management of inventory within a specific location or warehouse.,Inventory,121,,
715,2,Reference Association,,Inventory Location,Inventory Organization,,Business Segment,0..1,The business segment or organization responsible for managing inventory at this location.,Inventory,121,,
716,1,Class,,Inventory Location Hierarchy,,,,,A class outlines the structure and relationships of various inventory locations.,Inventory,121,,
717,2,Reference Association,PK,Inventory Location Hierarchy,Child,,Inventory Location,1..1,The inventory location instance that is designated as a subordinate in an inventory location hierarchy structure.,Inventory,121,,
718,2,Reference Association,PK,Inventory Location Hierarchy,Parent,,Inventory Location,1..1,The inventory location instance that is designated as a superior in an inventory location hierarchy structure.,Inventory,121,,
719,1,Class,,Inventory On Hand,,,,,A class represents the inventory currently available in stock.,Inventory,127,,
720,2,Attribute,PK,Inventory On Hand,ID,Identifier,,1..1,The unique identifier assigned to each inventory item,Inventory,127,Identifier Medium,
721,2,Attribute,,Inventory On Hand,Lot Number,Char,,0..1,The specific identification number assigned to a batch of products produced or received together.,Inventory,127,Char Medium,
722,2,Attribute,,Inventory On Hand,Serial Number,Char,,0..1,The individualized identifier assigned to a single unit of inventory for tracking purposes.,Inventory,127,Char Medium,
723,2,Attribute,,Inventory On Hand,ABC Code,Code,,0..1,The classification code used to categorize inventory items based on their value or importance.,Inventory,127,INVENTORY ABC CODE,
724,2,Attribute,,Inventory On Hand,As Of Date,Date,,0..1,The date indicating the time at which the inventory status is recorded.,Inventory,127,DATE,
725,2,Attribute,,Inventory On Hand,Last Count Date,Date,,0..1,The date of the most recent physical inventory count for the item.,Inventory,127,DATE,
726,2,Attribute,,Inventory On Hand,Cost Method,Char,,0..1,The method used to calculate the cost of inventory items.,Inventory,127,Char Short,
727,2,Attribute,,Inventory On Hand,Bin ID,Char,,0..1,The identifier for the storage location within a warehouse where the inventory is kept.,Inventory,127,Char Short,
728,2,Attribute,,Inventory On Hand,Bin Location,Char,,0..1,The specific physical location within a warehouse where the inventory is stored.,Inventory,127,Char Medium,
729,2,Composition,,Inventory On Hand,Average Cost,,Amount,0..1,"The mean cost per unit of inventory, calculated by dividing the total cost by the total quantity of items.",Inventory,127,,
730,2,Composition,,Inventory On Hand,Cost,,Amount,0..1,The cost per unit calculated using the designated inventory cost method.,Inventory,127,,
731,2,Composition,,Inventory On Hand,List Price,,Amount,0..1,The predetermined retail price of an item established by the manufacturer or seller for sale to customers.,Inventory,127,,
732,2,Composition,,Inventory On Hand,Specific Cost,,Amount,0..1,The cost specific to each item and may vary depending on factors such as purchase terms or supplier agreements.,Inventory,127,,
733,2,Composition,,Inventory On Hand,Standard Cost,,Amount,0..1,"The predetermined unit cost of inventory, determined by projecting expenses and production efficiencies.",Inventory,127,,
