JP07a,JP08a,Month,JP07a_GL02_03,JP07a_GL02_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,Debit_Amount,JP02c_BS28_01,JP02c_BS28_02,GE05gS_01,JP05a_01,JP05a_02,BS04c5_01,BS04c5_02,JP06d_BS16_01,JP06d_BS16_02,Credit_Amount,JP02d_BS28_01,JP02d_BS28_02,GE05h0_01,JP05b_01,JP05b_02,BS04c6_01,BS04c6_02
1218,1,2021-09,2021-09-10,97,9月10日伝票No499株式会社 藤田東京本社,10A100020,現金及び預金,8166175,O,-,0,20,みずほ 本店,,,10A100090,売掛金,8166175,O,-,0,14,㈱藤田,,
1218,2,2021-09,2021-09-10,97,9月10日伝票No499株式会社 藤田東京本社,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,14,㈱藤田,,
1219,1,2021-09,2021-09-10,98,9月10日伝票No220株式会社 チェック,10B100040,買掛金,2623516,O,-,0,3,㈱ﾁｪｯｸ,,,10B100030,支払手形,2623516,O,-,0,,,,
1220,1,2021-09,2021-09-10,99,9月10日伝票No222株式会社 山下,10B100040,買掛金,414892,O,-,0,8,㈱山下,,,10A100020,現金及び預金,414892,O,-,0,20,みずほ 本店,,
1221,1,2021-09,2021-09-10,103,お見舞代,10E200150,交際費,10000,S10,標準10%,909,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
1222,1,2021-09,2021-09-10,142,手形期日落日 チェック,10B100030,支払手形,2653685,O,-,0,,,,,10A100020,現金及び預金,2653685,O,-,0,1,みずほ銀行,,
1223,1,2021-09,2021-09-10,143,点検作業料,10E201120,車両費,22000,S10,標準10%,2000,,,,,10A100020,現金及び預金,22000,O,-,0,,,,
1224,1,2021-09,2021-09-10,162,会議 食事代,10E201130,会議費,24995,S10,標準10%,2272,,,,,10A100020,現金及び預金,24995,O,-,0,,,,
1225,1,2021-09,2021-09-10,168,有線,10E201270,雑費,6000,S10,標準10%,545,,,,,10B100630,未払金,48858,O,-,0,,,,
1225,2,2021-09,2021-09-10,168,警備料,10E201270,雑費,42858,S10,標準10%,3896,,,,,,,0,,,0,,,,
1226,1,2021-09,2021-09-11,23,旅費,10E201230,旅費及び交通費,28448,S10,標準10%,2586,,,,,10A100020,現金及び預金,101440,O,-,0,,,,
1226,2,2021-09,2021-09-11,23,旅費,10E201230,旅費及び交通費,33181,S10,標準10%,3016,,,,,,,0,,,0,,,,
1226,3,2021-09,2021-09-11,23,旅費,10E201230,旅費及び交通費,39811,S10,標準10%,3619,,,,,,,0,,,0,,,,
1227,1,2021-09,2021-09-11,33,家賃支払い,10E200720,地代家賃,320000,S10,標準10%,29090,,,,,10A100020,現金及び預金,320000,O,-,0,10,北海道 駅前,,
1227,2,2021-09,2021-09-11,33,電話代,10E200180,通信費,169240,S10,標準10%,15385,,,,,10A100020,現金及び預金,169240,O,-,0,10,北海道 駅前,,
1228,1,2021-09,2021-09-11,45,飲食代 居酒屋富士4名,10E200150,交際費,17360,S10,標準10%,1578,,,,,10A100020,現金及び預金,17360,O,-,0,,,,
1229,1,2021-09,2021-09-11,58,旅費,10E201230,旅費及び交通費,90200,S10,標準10%,8200,,,,,10A100020,現金及び預金,90200,O,-,0,,,,
1230,1,2021-09,2021-09-11,63,家賃支払,10E200720,地代家賃,1260000,S10,標準10%,114545,,,,,10A100020,現金及び預金,1260000,O,-,0,20,みずほ 本店,,
1231,1,2021-09,2021-09-11,64,家賃支払,10E200720,地代家賃,840000,S10,標準10%,76363,,,,,10A100020,現金及び預金,840000,O,-,0,40,三菱東京 梅田,,
1232,1,2021-09,2021-09-11,112,電話代,10E200180,通信費,167604,S10,標準10%,15236,,,,,10A100020,現金及び預金,167604,O,-,0,40,三菱東京 梅田,,
1233,1,2021-09,2021-09-11,129,家賃支払い,10E200720,地代家賃,399000,S10,標準10%,36272,,,,,10A100020,現金及び預金,399000,O,-,0,30,三井 名古屋,,
1234,1,2021-09,2021-09-11,156,出張旅費,10E201230,旅費及び交通費,7000,S10,標準10%,636,,,,,10A100020,現金及び預金,7000,O,-,0,,,,
1235,1,2021-09,2021-09-11,161,旅費,10E201230,旅費及び交通費,4300,S10,標準10%,390,,,,,10A100020,現金及び預金,4300,O,-,0,,,,
1236,1,2021-09,2021-09-11,167,家賃支払い,10E200720,地代家賃,630000,S10,標準10%,57272,,,,,10A100020,現金及び預金,630000,O,-,0,50,福岡 北九州,,
1236,2,2021-09,2021-09-11,167,電話代,10E200180,通信費,110745,S10,標準10%,10067,,,,,10A100020,現金及び預金,110745,O,-,0,50,福岡 北九州,,
1237,1,2021-09,2021-09-12,1,"発生記録により、電子記録債権40,000円が発生",10A100200,電子記録債権,40000,O,-,0,,,,,10A100090,売掛金,40000,O,-,0,1,五越㈱,,
1238,1,2021-09,2021-09-12,11,ガソリン代,10E201120,車両費,3210,S10,標準10%,291,,,,,10A100020,現金及び預金,3210,O,-,0,,,,
1239,1,2021-09,2021-09-12,59,引き出し,10A100020,現金及び預金,1000000,O,-,0,,,,,10A100020,現金及び預金,1000000,O,-,0,1,みずほ銀行,,
1240,1,2021-09,2021-09-12,73,コーヒー代3名,10E200150,交際費,1575,S10,標準10%,143,,,,,10A100020,現金及び預金,1575,O,-,0,,,,
1241,1,2021-09,2021-09-12,104,コーヒー代3名,10E200150,交際費,1890,S10,標準10%,171,,,,,10A100020,現金及び預金,1890,O,-,0,,,,
1242,1,2021-09,2021-09-12,149,コーヒー代3名,10E200150,交際費,1890,S10,標準10%,171,,,,,10A100020,現金及び預金,1890,O,-,0,,,,
1243,1,2021-09,2021-09-13,17,駐車代,10E201120,車両費,368,S10,標準10%,33,,,,,10A100020,現金及び預金,368,O,-,0,,,,
1244,1,2021-09,2021-09-13,75,ゴルフプレー代,10E200150,交際費,7350,S10,標準10%,668,,,,,10A100020,現金及び預金,7350,O,-,0,,,,
1245,1,2021-09,2021-09-13,152,コーヒー代3名,10E200150,交際費,1890,S10,標準10%,171,,,,,10A100020,現金及び預金,1890,O,-,0,,,,
1246,1,2021-09,2021-09-13,157,航空券代,10E201230,旅費及び交通費,26900,S10,標準10%,2445,,,,,10A100020,現金及び預金,26900,O,-,0,50,福岡 北九州,,
1247,1,2021-09,2021-09-13,165,台所用品他,10E201270,雑費,1311,S10,標準10%,119,,,,,10A100020,現金及び預金,1311,O,-,0,,,,
1248,1,2021-09,2021-09-14,51,高速代,10E201120,車両費,3124,S10,標準10%,284,,,,,10A100020,現金及び預金,5744,O,-,0,,,,
1248,2,2021-09,2021-09-14,51,駐車代,10E201120,車両費,2620,S10,標準10%,238,,,,,,,0,,,0,,,,
1249,1,2021-09,2021-09-14,61,電話代,10E200180,通信費,129673,S10,標準10%,11788,,,,,10A100020,現金及び預金,129673,O,-,0,20,みずほ 本店,,
1250,1,2021-09,2021-09-14,105,飲食代 和食ダイニング小笹3名,10E200150,交際費,18750,S10,標準10%,1704,,,,,10A100020,現金及び預金,18750,O,-,0,,,,
1251,1,2021-09,2021-09-15,82,ガソリン代,10E201120,車両費,25780,S10,標準10%,2343,,,,,10B100630,未払金,25780,O,-,0,,,,
1252,1,2021-09,2021-09-15,88,9月給与その他 0060 パート･アルバイト,10E200520,雑給,356030,O,-,0,,,,,10A100020,現金及び預金,349816,O,-,0,,,,
1252,2,2021-09,2021-09-15,88,9月給与その他 0060 パート･アルバイト,,,0,,,0,,,,,10B100690,預り金,480,O,-,0,3,源泉税,,
1252,3,2021-09,2021-09-15,88,9月給与その他 0060 パート･アルバイト,,,0,,,0,,,,,10B100690,預り金,5734,O,-,0,9,その他,,
1253,1,2021-09,2021-09-15,100,9月15日伝票No304五越株式会社,10A100020,現金及び預金,1304390,O,-,0,50,福岡 北九州,,,10A100090,売掛金,1304390,O,-,0,1,五越㈱,,
1253,2,2021-09,2021-09-15,100,9月15日伝票No304五越株式会社,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,1,五越㈱,,
1254,1,2021-09,2021-09-15,101,9月15日伝票No305株式会社 エントリー,10A100020,現金及び預金,1277554,O,-,0,30,三井 名古屋,,,10A100090,売掛金,1277554,O,-,0,6,㈱ｴﾝﾄﾘｰ,,
1254,2,2021-09,2021-09-15,101,9月15日伝票No305株式会社 エントリー,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,6,㈱ｴﾝﾄﾘｰ,,
1255,1,2021-09,2021-09-15,102,9月15日伝票No306タワー株式会社,10A100020,現金及び預金,744725,O,-,0,40,三菱東京 梅田,,,10A100090,売掛金,744725,O,-,0,8,ﾀﾜｰ㈱,,
1255,2,2021-09,2021-09-15,102,9月15日伝票No306タワー株式会社,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,8,ﾀﾜｰ㈱,,
1256,1,2021-09,2021-09-15,103,9月15日伝票No307高橋物産株式会社,10A100020,現金及び預金,705936,O,-,0,40,三菱東京 梅田,,,10A100090,売掛金,705936,O,-,0,9,高橋物産㈱,,
1256,2,2021-09,2021-09-15,103,9月15日伝票No307高橋物産株式会社,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,9,高橋物産㈱,,
1257,1,2021-09,2021-09-15,104,9月15日伝票No308阿部商事株式会社,10A100020,現金及び預金,1263747,O,-,0,20,みずほ 本店,,,10A100090,売掛金,1263747,O,-,0,13,阿部商事㈱,,
1258,1,2021-09,2021-09-15,105,9月15日伝票No309株式会社 久城商事,10A100020,現金及び預金,763474,O,-,0,40,三菱東京 梅田,,,10A100090,売掛金,763474,O,-,0,20,㈱久城商事,,
1258,2,2021-09,2021-09-15,105,9月15日伝票No309株式会社 久城商事,10E200690,支払手数料,315,S10,標準10%,28,,,,,10A100090,売掛金,315,O,-,0,20,㈱久城商事,,
1259,1,2021-09,2021-09-15,106,9月15日伝票No224株式会社 Y2,10B100040,買掛金,6139436,O,-,0,1,㈱Y2,,,10A100020,現金及び預金,6139436,O,-,0,20,みずほ 本店,,
1260,1,2021-09,2021-09-15,117,会費,10E201140,諸会費,20000,O,-,0,,,,,10A100020,現金及び預金,20000,O,-,0,,,,
1261,1,2021-09,2021-09-16,74,ゴルフプレー代,10E200150,交際費,11000,S10,標準10%,1000,,,,,10A100020,現金及び預金,11000,O,-,0,,,,
1262,1,2021-09,2021-09-16,86,タクシー代,10E201230,旅費及び交通費,7600,S10,標準10%,690,,,,,10A100020,現金及び預金,7600,O,-,0,,,,
1263,1,2021-09,2021-09-16,130,会費,10E201140,諸会費,24000,O,-,0,,,,,10A100020,現金及び預金,24000,O,-,0,40,三菱東京 梅田,,
1264,1,2021-09,2021-09-16,136,ダスキン代,10E201270,雑費,16500,S10,標準10%,1500,,,,,10A100020,現金及び預金,16500,O,-,0,,,,
1265,1,2021-09,2021-09-17,4,広告費,10E200050,広告宣伝費,31500,S10,標準10%,2863,,,,,10B100630,未払金,31500,O,-,0,,,,
1266,1,2021-09,2021-09-17,12,ガソリン代,10E201120,車両費,7113,S10,標準10%,646,,,,,10A100020,現金及び預金,11128,O,-,0,,,,
1266,2,2021-09,2021-09-17,12,ガソリン代,10E201120,車両費,4015,S10,標準10%,365,,,,,,,0,,,0,,,,
1267,1,2021-09,2021-09-17,52,高速代,10E201120,車両費,1096,S10,標準10%,99,,,,,10A100020,現金及び預金,7335,O,-,0,,,,
1267,2,2021-09,2021-09-17,52,駐車代,10E201120,車両費,762,S10,標準10%,69,,,,,,,0,,,0,,,,
1267,3,2021-09,2021-09-17,52,ガソリン代,10E201120,車両費,5477,S10,標準10%,497,,,,,,,0,,,0,,,,
1268,1,2021-09,2021-09-18,24,JR回数券,10E201230,旅費及び交通費,82620,S10,標準10%,7510,,,,,10A100020,現金及び預金,82620,O,-,0,,,,
1269,1,2021-09,2021-09-18,74,手土産代 今井百貨店,10E200150,交際費,6300,S10,標準10%,572,,,,,10A100020,現金及び預金,6300,O,-,0,,,,
1270,1,2021-09,2021-09-18,79,景品代,10E200140,福利厚生費,39874,S10,標準10%,3624,,,,,10A100020,現金及び預金,39874,O,-,0,,,,
1271,1,2021-09,2021-09-19,47,ガソリン代,10E201120,車両費,3620,S10,標準10%,329,,,,,10A100020,現金及び預金,3620,O,-,0,,,,
1272,1,2021-09,2021-09-19,82,ガソリン代,10E201120,車両費,4602,S10,標準10%,418,,,,,10A100020,現金及び預金,4983,O,-,0,,,,
1272,2,2021-09,2021-09-19,82,駐車代,10E201120,車両費,381,S10,標準10%,34,,,,,,,0,,,0,,,,
1273,1,2021-09,2021-09-20,1,残業夜食 軽減税率,10E200140,福利厚生費,21600,AA8,軽減8%,1600,,,,,10A100020,現金及び預金,21600,O,-,0,,,,
1274,1,2021-09,2021-09-20,6,広告料,10E200050,広告宣伝費,5000,S10,標準10%,454,,,,,10A100020,現金及び預金,5000,O,-,0,,,,
1275,1,2021-09,2021-09-20,31,コピー代,10E201110,事務用消耗品費,2813,S10,標準10%,255,,,,,10B100630,未払金,2813,O,-,0,,,,
1276,1,2021-09,2021-09-20,48,ガソリン代,10E201120,車両費,4303,S10,標準10%,391,,,,,10A100020,現金及び預金,4303,O,-,0,,,,
1277,1,2021-09,2021-09-20,53,ガソリン代,10E201120,車両費,2381,S10,標準10%,216,,,,,10A100020,現金及び預金,3572,O,-,0,,,,
1277,2,2021-09,2021-09-20,53,高速代,10E201120,車両費,1191,S10,標準10%,108,,,,,,,0,,,0,,,,
1278,1,2021-09,2021-09-20,69,有線,10E201270,雑費,5000,S10,標準10%,454,,,,,10B100630,未払金,5000,O,-,0,,,,
1279,1,2021-09,2021-09-20,71,事務用品,10E201110,事務用消耗品費,5981,S10,標準10%,543,,,,,10B100630,未払金,35184,O,-,0,,,,
1279,2,2021-09,2021-09-20,71,カウンター料金,10E201110,事務用消耗品費,29203,S10,標準10%,2654,,,,,,,0,,,0,,,,
1280,1,2021-09,2021-09-20,72,カウンター料金,10E201110,事務用消耗品費,6300,S10,標準10%,572,,,,,10B100630,未払金,6300,O,-,0,,,,
1281,1,2021-09,2021-09-20,78,ファイル等,10E200200,消耗品費,35038,S10,標準10%,3185,,,,,10B100630,未払金,300978,O,-,0,,,,
1281,2,2021-09,2021-09-20,78,飲料水,10E200200,消耗品費,265940,S10,標準10%,24176,,,,,,,0,,,0,,,,
1282,1,2021-09,2021-09-20,97,コピー代,10E201110,事務用消耗品費,36448,S10,標準10%,3313,,,,,10B100630,未払金,36448,O,-,0,,,,
1283,1,2021-09,2021-09-20,98,事務用品,10E201110,事務用消耗品費,5123,S10,標準10%,465,,,,,10B100630,未払金,5123,O,-,0,,,,
1284,1,2021-09,2021-09-20,101,広告料,10E200050,広告宣伝費,52500,S10,標準10%,4772,,,,,10B100630,未払金,52500,O,-,0,,,,
1285,1,2021-09,2021-09-20,105,手形満期 もみじデパート,10A100020,現金及び預金,10772743,O,-,0,1,みずほ銀行,,,10A100060,受取手形,10772743,O,-,0,,,,
1286,1,2021-09,2021-09-20,107,9月20日伝票No310株式会社 斉藤,10A100020,現金及び預金,727257,O,-,0,,,,,10A100090,売掛金,727257,O,-,0,11,㈱斉藤,,
1286,2,2021-09,2021-09-20,107,資金移動,10A100020,現金及び預金,15000000,O,-,0,20,みずほ 本店,,,10A100020,現金及び預金,15000000,O,-,0,1,みずほ銀行,,
1287,1,2021-09,2021-09-20,108,9月20日伝票No311合同会社 たかだ,10A100020,現金及び預金,781357,O,-,0,30,三井 名古屋,,,10A100090,売掛金,781357,O,-,0,21,(同)たかだ,,
1287,2,2021-09,2021-09-20,108,9月20日伝票No311合同会社 たかだ,10E200690,支払手数料,630,S10,標準10%,57,,,,,10A100090,売掛金,630,O,-,0,21,(同)たかだ,,
1288,1,2021-09,2021-09-20,109,9月20日伝票No312株式会社 ＹＡＧ,10A100020,現金及び預金,1006422,O,-,0,20,みずほ 本店,,,10A100090,売掛金,1006422,O,-,0,30,㈱YAG,,
1288,2,2021-09,2021-09-20,109,9月20日伝票No312株式会社 ＹＡＧ,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,30,㈱YAG,,
1289,1,2021-09,2021-09-20,110,9月20日伝票No226株式会社 アタッチ,10B100040,買掛金,944145,O,-,0,4,㈱ｱﾀｯﾁ,,,10A100020,現金及び預金,944145,O,-,0,20,みずほ 本店,,
1290,1,2021-09,2021-09-20,111,9月20日伝票No227株式会社 ハナダ,10B100040,買掛金,3600809,O,-,0,6,㈱ﾊﾅﾀﾞ,,,10A100020,現金及び預金,3600809,O,-,0,20,みずほ 本店,,
1291,1,2021-09,2021-09-20,112,9月20日伝票No229株式会社 まつむら,10B100040,買掛金,4398969,O,-,0,11,㈱まつむら,,,10A100020,現金及び預金,4398969,O,-,0,20,みずほ 本店,,
1292,1,2021-09,2021-09-20,118,コピー代,10E201110,事務用消耗品費,7198,S10,標準10%,654,,,,,10B100630,未払金,7198,O,-,0,,,,
1293,1,2021-09,2021-09-20,135,事務用品,10E201110,事務用消耗品費,5730,S10,標準10%,520,,,,,10B100630,未払金,5730,O,-,0,,,,
1294,1,2021-09,2021-09-20,138,高速代,10E201120,車両費,3410,S10,標準10%,310,,,,,10A100020,現金及び預金,24929,O,-,0,,,,
1294,2,2021-09,2021-09-20,138,高速代,10E201120,車両費,2524,S10,標準10%,229,,,,,,,0,,,0,,,,
1294,3,2021-09,2021-09-20,138,高速代,10E201120,車両費,3667,S10,標準10%,333,,,,,,,0,,,0,,,,
1294,4,2021-09,2021-09-20,138,洗車代,10E201120,車両費,1905,S10,標準10%,173,,,,,,,0,,,0,,,,
1294,5,2021-09,2021-09-20,138,ガソリン代,10E201120,車両費,8560,S10,標準10%,778,,,,,,,0,,,0,,,,
1294,6,2021-09,2021-09-20,138,ウォッシャー液代,10E201120,車両費,572,S10,標準10%,52,,,,,,,0,,,0,,,,
1294,7,2021-09,2021-09-20,138,高速代,10E201120,車両費,4291,S10,標準10%,390,,,,,,,0,,,0,,,,
1295,1,2021-09,2021-09-20,141,JR代,10E201230,旅費及び交通費,8500,S10,標準10%,772,,,,,10A100020,現金及び預金,8500,O,-,0,,,,
1296,1,2021-09,2021-09-20,163,会費,10E201140,諸会費,18000,O,-,0,,,,,10A100020,現金及び預金,18000,O,-,0,,,,
1297,1,2021-09,2021-09-21,34,電気代,10E201040,水道光熱費,74629,S10,標準10%,6784,,,,,10A100020,現金及び預金,78875,O,-,0,10,北海道 駅前,,
1297,2,2021-09,2021-09-21,34,水道代,10E201040,水道光熱費,4246,S10,標準10%,386,,,,,,,0,,,0,,,,
1298,1,2021-09,2021-09-21,64,電気料,10E201040,水道光熱費,179448,S10,標準10%,16313,,,,,10A100020,現金及び預金,186761,O,-,0,20,みずほ 本店,,
1298,2,2021-09,2021-09-21,64,水道料,10E201040,水道光熱費,7313,S10,標準10%,664,,,,,,,0,,,0,,,,
1299,1,2021-09,2021-09-21,89,電気料,10E201040,水道光熱費,78757,S10,標準10%,7159,,,,,10A100020,現金及び預金,86005,O,-,0,30,三井 名古屋,,
1299,2,2021-09,2021-09-21,89,水道料,10E201040,水道光熱費,3425,S10,標準10%,311,,,,,,,0,,,0,,,,
1299,3,2021-09,2021-09-21,89,ガス代,10E201040,水道光熱費,3823,S10,標準10%,347,,,,,,,0,,,0,,,,
1300,1,2021-09,2021-09-21,132,電気代,10E201040,水道光熱費,107691,S10,標準10%,9790,,,,,10A100020,現金及び預金,113999,O,-,0,40,三菱東京 梅田,,
1300,2,2021-09,2021-09-21,132,水道代,10E201040,水道光熱費,6308,S10,標準10%,573,,,,,,,0,,,0,,,,
1301,1,2021-09,2021-09-21,154,飲食代 居酒屋花道4名,10E200150,交際費,23610,S10,標準10%,2146,,,,,10B100630,未払金,57325,O,-,0,,,,
1301,2,2021-09,2021-09-21,154,飲食代 スナックみわ,10E200150,交際費,33715,S10,標準10%,3065,,,,,,,0,,,0,,,,
1302,1,2021-09,2021-09-21,160,出張旅費,10E201230,旅費及び交通費,70000,S10,標準10%,6363,,,,,10A100020,現金及び預金,70000,O,-,0,,,,
1303,1,2021-09,2021-09-21,169,電気料,10E201040,水道光熱費,102337,S10,標準10%,9303,,,,,10A100020,現金及び預金,107895,O,-,0,50,福岡 北九州,,
1303,2,2021-09,2021-09-21,169,水道料,10E201040,水道光熱費,5558,S10,標準10%,505,,,,,,,0,,,0,,,,
1304,1,2021-09,2021-09-22,38,宿泊費,10E200140,福利厚生費,48164,S10,標準10%,4378,,,,,10B100630,未払金,48164,O,-,0,,,,
1305,1,2021-09,2021-09-22,61,お茶代,10E200140,福利厚生費,10900,S10,標準10%,990,,,,,10B100630,未払金,10900,O,-,0,,,,
1306,1,2021-09,2021-09-22,67,ティッシュペーパー他,10E201270,雑費,1581,S10,標準10%,143,,,,,10A100020,現金及び預金,1581,O,-,0,,,,
1307,1,2021-09,2021-09-22,75,飲食代 スナックりりあん2名,10E200150,交際費,10460,S10,標準10%,950,,,,,10A100020,現金及び預金,10460,O,-,0,,,,
1308,1,2021-09,2021-09-22,90,ダスキン代,10E201270,雑費,10500,S10,標準10%,954,,,,,10A100020,現金及び預金,10500,O,-,0,,,,
1309,1,2021-09,2021-09-22,95,清掃料,10E201270,雑費,71675,S10,標準10%,6515,,,,,10B100630,未払金,71675,O,-,0,,,,
1310,1,2021-09,2021-09-22,107,お見舞い,10E200150,交際費,10000,S10,標準10%,909,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
1311,1,2021-09,2021-09-22,153,コーヒー代2名,10E200150,交際費,1260,S10,標準10%,114,,,,,10A100020,現金及び預金,1260,O,-,0,,,,
1312,1,2021-09,2021-09-22,166,ダスキン代,10E201270,雑費,1890,S10,標準10%,171,,,,,10A100020,現金及び預金,1890,O,-,0,,,,
1313,1,2021-09,2021-09-23,3,宿泊代,10E200140,福利厚生費,28851,S10,標準10%,2622,,,,,10B100630,未払金,28851,O,-,0,,,,
1314,1,2021-09,2021-09-23,26,旅費,10E201230,旅費及び交通費,11000,S10,標準10%,1000,,,,,10A100020,現金及び預金,11000,O,-,0,,,,
1315,1,2021-09,2021-09-23,28,タクシー代,10E201230,旅費及び交通費,2420,S10,標準10%,220,,,,,10B100630,未払金,2420,O,-,0,,,,
1316,1,2021-09,2021-09-23,54,高速代,10E201120,車両費,4600,S10,標準10%,418,,,,,10A100020,現金及び預金,4600,O,-,0,,,,
1317,1,2021-09,2021-09-23,140,旅費,10E201230,旅費及び交通費,23500,S10,標準10%,2136,,,,,10A100020,現金及び預金,23500,O,-,0,,,,
1318,1,2021-09,2021-09-24,62,携帯代,10E200180,通信費,100596,S10,標準10%,9145,,,,,10A100020,現金及び預金,100596,O,-,0,20,みずほ 本店,,
1319,1,2021-09,2021-09-24,71,ティッシュ代他,10E201270,雑費,963,S10,標準10%,87,,,,,10A100020,現金及び預金,963,O,-,0,,,,
1320,1,2021-09,2021-09-24,109,ガソリン代,10E201120,車両費,45400,S10,標準10%,4127,,,,,10B100630,未払金,45400,O,-,0,,,,
1321,1,2021-09,2021-09-24,120,業務委託費,10E200020,販売手数料,504000,S10,標準10%,45818,,,,,10B100630,未払金,504000,O,-,0,,,,
1322,1,2021-09,2021-09-24,144,ガソリン代,10E201120,車両費,6172,S10,標準10%,561,,,,,10A100020,現金及び預金,14649,O,-,0,,,,
1322,2,2021-09,2021-09-24,144,高速代,10E201120,車両費,8477,S10,標準10%,770,,,,,,,0,,,0,,,,
1323,1,2021-09,2021-09-24,146,業務委託費,10E200020,販売手数料,147000,S10,標準10%,13363,,,,,10B100630,未払金,147000,O,-,0,,,,
1324,1,2021-09,2021-09-25,29,携帯電話代,10E200180,通信費,94547,S10,標準10%,8595,,,,,10A100020,現金及び預金,94547,O,-,0,10,北海道 駅前,,
