No.,Level,Property type,Identifier,Class,Property Term,Representation Term,Associate Object Class Term,Multiplicity,Description,Module,Table,Value Domain,XBRL-GL
1411,1,Class,,Goods Received,,,,0..1,"The Goods Received YYYYMMDD YYYYMMDD file contains, at a minimum, all shipments and shipment adjustments received against purchase orders during the period under review. Ideally this file also includes all shipments associated with transactions (for example, invoices received and payments made) during the period under review, even if those shipments were received in a prior period. The auditor should use his or her judgment in deciding which historical shipments to include. This file may not be relevant for some industries (for example, services). ll have one record for each purchase order associated with each shipment. For example, if a shipment includes items from three purchase orders, there will be three records for that shipment - one for the items in the shipment associated with each of the three purchase orders.",P2P,55,,"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:Goods_Received_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As receipts can cross orders, each order line from the order associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and receipt lines (without originating order information, associated by entry header groupings.)"
1412,2,Attribute,PK,Goods Received,Receipt ID,Identifier,,1,"Unique identifier for each shipment received. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each shipment.",P2P,55,TEXT100,gl-cor:documentReference
1413,2,Attribute,,Goods Received,Receipt Date,Date,,0..1,Date of receipt (date received),P2P,55,DATE,gl-cor:documentDate
1414,2,Attribute,,Goods Received,Receipt Fiscal Year,Code,,0..1,"Fiscal year in which the Receipt Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL).",P2P,55,TEXT4,gl-bus:fiscalYearEnd
1415,2,Attribute,,Goods Received,Receipt Period,Code,,0..1,"Fiscal period in which the Receipt Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods.",P2P,55,TEXT10,gl-bus:postingCode
1416,2,Attribute,,Goods Received,Adjustment Indicator,Indicator,,0..1,"If the transaction is the original receipt transaction, then '0'; if the transaction is a receipt adjustment, then '1.'",P2P,55,TEXT1,gl-cor:detailComment with values '0' or '1'; gl-cor:documentType of 'receipt'
1417,2,Attribute,,Goods Received,Adjustment Description,Text,,0..1,"If an adjustment to the receipt, a description of the reason for the adjustment.",P2P,55,TEXT100,gl-cor:documentTypeDescription
1418,2,Attribute,,Goods Received,Receipt Document ID,Code,,0..1,Reference number on receipt shipping document (company reference or logistics company identifier).,P2P,55,TEXT100,gl-cor:documentNumber
1419,2,Reference Association,,Goods Received,,,Supplier,0..1,Identifier of the supplier providing the product. Must match Supplier Account ID in the Supplier Listing YYYYMMDD file.,P2P,55,TEXT100,gl-cor:identifierCode with gl-cor:identifierType = 'vendor'
1420,2,Reference Association,,Goods Received,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match the Business Unit Code in the Business Unit Listing file.",P2P,55,TEXT50,gl-bus:organizationIdentifier
1421,2,Reference Association,,Goods Received,,,Purchase Order,0..1,Unique identifier for each purchase order. Must match Purchase Order ID used in Purchase Orders YYYYMMDD YYYYMMD D file. If no purchase order leave blank.,P2P,55,TEXT100,gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'order-vendor'*
1422,2,Attribute,,Goods Received,Purchase Order Date,Date,,0..1,"The date of the purchase order, regardless of the date the order is entered. If no purchase order leave blank.",P2P,55,DATE,gl-cor:documentDate*
1423,2,Composition,,Goods Received,,,Activity Records,0..1,,P2P,55,,
1424,2,,,Goods Received,NOTE: THE FOLLOWING FIELDS MAY BE OMITTED IF DETAILED (LINE ITEM) DATA IS PROVIDED,,,,,P2P,55,,
1425,2,Composition,,Goods Received,Receipt,,Local Currency Amount,0..1,,P2P,55,,
1426,2,Composition,,Goods Received,Purchase Order,,Local Currency Amount,0..1,,P2P,55,,
1427,2,Composition,,Goods Received,,,Segment,0..*,,P2P,55,,
1428,1,Class,,Goods Received Line,,,,0..1,"The Goods Received  Lines YYYYMMDD YYYYMMDD file contains line item details for all shipments and shipment adjustments included in the file Goods Received  YYYYMMDD YYYYMMDD. This file is optional, but is preferred unless the quantity of data is unmanageable. This file may not be relevant for some industries (for example, services). The file will have one record for each line item in each shipment or shipment adjustment.",P2P,56,,"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:Goods_Received_Lines_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As receipts can cross orders, each order line from the order associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and receipt lines (without originating order information, associated by entry header groupings)."
1429,2,Reference Association,PK,Goods Received Line,,,Goods Received,0..1,"Unique identifier for each shipment received. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each shipment.",P2P,56,TEXT100,gl-cor:documentReference
1430,2,Attribute,PK,Goods Received Line,Receipt Document Line ID,Identifier,,1,Reference line number on receipt document.,P2P,56,TEXT10,gl-cor:lineNumber*
1431,2,Reference Association,,Goods Received Line,,,Inventory Product,0..1,Identifier that is unique for each product.,P2P,56,TEXT25,gl-bus:measurableID
1432,2,Attribute,,Goods Received Line,Receipt Product Description,Text,,0..1,Product description (plain English) to indicate the name or other identifying characteristics of the product.,P2P,56,TEXT100,gl-bus:measurableDescription
1433,2,Attribute,,Goods Received Line,Receipt Product Bar Code,Code,,0..1,UPC or other general identifier.,P2P,56,TEXT100,gl-bus:measurableIDOther
1434,2,Attribute,,Goods Received Line,Receipt Product Group 01,Code,,0..1,"Product descriptor #1, for example, tires or accessories.",P2P,56,TEXT25,gl-bus:measurableCodeDescription
1435,2,Attribute,,Goods Received Line,Receipt Product Group 02,Code,,0..1,"Product descriptor #2, for example, brand.",P2P,56,TEXT25,gl-bus:measurableCategory
1436,2,Composition,,Goods Received Line,Receipt,,Quantity,0..1,Item quantity received.,P2P,56,NUMERIC,gl-bus:measurableQuantity
1437,2,Attribute,,Goods Received Line,Receipt Unit of Measure,Code,,0..1,Base unit of measure.,P2P,56,TEXT25,gl-bus:measurableUnitOfMeasure
1438,2,Composition,,Goods Received Line,Receipt,,Unit Price Amount,0..1,Price per unit for item received.,P2P,56,NUMERIC,gl-bus:measurableCostPerUnit
1439,2,Composition,,Goods Received Line,,,Local Currency Amount,0..1,,P2P,56,,
1440,2,Reference Association,,Goods Received Line,,,Purchase Order Lines,0..1,Purchase order line ID for items received. Must match Purchase Order Line ID used in Purchase Orders YYYYMMDD YYYYMMD D file. If no purchase order leave blank.,P2P,56,TEXT10,gl-cor:lineNumber*
1441,2,Composition,,Goods Received Line,Purchase Order,,Quantity,0..1,"Purchase order line quantity. If no purchase order, leave blank.",P2P,56,NUMERIC,gl-bus:measurableQuantity
1442,2,Attribute,,Goods Received Line,Purchase Order Unit of Measure,Code,,0..1,"Purchase order line base unit of measure. If no purchase order, leave blank.",P2P,56,TEXT25,gl-bus:measurableUnitOfMeasure
1444,2,Composition,,Goods Received Line,,,Unit Price Amount,0..1,"Purchase order line price per unit. If no purchase order, leave blank.",P2P,56,NUMERIC,gl-bus:measurableCostPerUnit
1445,2,Composition,,Goods Received Line,,,Segment,0..*,,P2P,56,,
1446,1,Class,,Inventory Location,,,,0..1,"A generic location file, used primarily to indicate warehouse locations, manufacturing locations, and other locations where inventory may be tracked and located. Used generically to formalize organizational locations (which may be given distinct tax IDs by regulators), can include detail for location, warehouse, bin, or other physical and logical locations.",INV,57,,"gl-cor:entriesType value = 'master_file' Explicitly defines this as a master file, as per XBRL GL's enumerations.<br>gl-cor:entriesComment value = 'ads:Inventory_Location_Master_File_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."
1447,2,Reference Association,,Inventory Location,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file",INV,57,TEXT50,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1448,2,Attribute,PK,Inventory Location,Location ID,Identifier,,1,Unique identifier for organizations. May require a concatenation of items such as Business Unit Code and Location Code,INV,57,TEXT75,"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Location_ID's XBRL GL concepts to tie back."
1449,2,Attribute,,Inventory Location,Location Code,Code,,0..1,"Code used to identify inventory location at local, rather than organizational, level",INV,57,TEXT25,gl-bus:organizationAddressLocationIdentifier
1450,2,Attribute,,Inventory Location,Location Description,Text,,0..1,Textual description of location identified by Location Code,INV,57,TEXT100,gl-bus:organizationAddressDescription
1451,2,Composition,,Inventory Location,,,Address,0..1,,INV,57,,
1452,2,Attribute,,Inventory Location,Location Active Flag,Indicator,,0..1,Y (Active) or N (Inactive); this indicates whether this location can be referenced in future records.,INV,57,BOOLEAN5,gl-bus:organizationAddressActive
1453,2,Attribute,,Inventory Location,Location Type,Code,,0..1,"Freeform description of purpose for location, such as Warehouse, Manufacturing floor, Shipping, Brokerage",INV,57,TEXT12,gl-bus:organizationAddressPurpose
1454,2,Reference Association,,Inventory Location,Location Parent,,Inventory Location,0..1,"Parent or containing organization for this reporting (sub)unit, where applicable; must be valid entry of Location Code from this file.",INV,57,TEXT25,Concatenate with content in gl-bus:organizationAddressDescription using a pipe (|) separator using syntax P: gl-bus:organizationAddressLocationIdentifier
1455,2,Attribute,,Inventory Location,Location Longitude,Numeric,,0..1,"Geospatial coordinates using decimal rather than degree format. For example, if the facility is located at 40&#xB0;45'31.7'N 73&#xB0;58'56.1'W, then 40&#xB0;45'31.7'N would be entered as 40.758812.",INV,57,NUMERIC,"gh-ehm:geospatialCoordinate Enter a relevant location for this item. Format can be either: -   Degrees,  minutes,  and   seconds  (DMS): 41&#xB0;24'12.2'N 2&#xB0;10'26.5'E - Degrees and decimal minutes (DMM): 41&#xB0;24.2028, 2 10.4418 or - Decimal degrees (DD): 41.40338, 2.17403"
1456,2,Attribute,,Inventory Location,Location Latitude,Numeric,,0..1,"Geospatial coordinates using decimal rather than degree format. Using the above example, 73&#xB0;58'56.1'W would be entered as -73.982250.",INV,57,NUMERIC,See above: integrated into one field in XBRL GL.
