sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path
6226,2,A,,Fiscal Year,Identifier,0..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Base,48,Profile,BS20b_03,/BS20b/BS20b_03,/Profile/Fiscal Year
6227,2,A,,Accounting Entity,Name,0..1,Name Short,The recognized name of an organization as a distinct body for accounting purposes.,Base,48,Profile,BS20b_04,/BS20b/BS20b_04,/Profile/Accounting Entity
6228,2,A,,Industry,Char,0..1,Char Short,"The classification denoting the industry associated with a profile, within a broader sector categorization.",Base,48,Profile,BS20b_05,/BS20b/BS20b_05,/Profile/Industry
6229,2,A,,Developer Name,Name,0..1,Name Long,The organization that developed the accounting and/or ERP system software.,Base,48,Profile,BS20b_06,/BS20b/BS20b_06,/Profile/Developer Name
6230,2,A,,Software Name,Name,0..1,Name Long,The name of the accounting or ERP system software product in use.,Base,48,Profile,BS20b_07,/BS20b/BS20b_07,/Profile/Software Name
6231,2,A,,Software Version,Char,0..1,Char Short,The version number of the accounting or ERP system software in use.,Base,48,Profile,BS20b_08,/BS20b/BS20b_08,/Profile/Software Version
6232,2,A,,Functional Currency Code,Identifier,0..1,CURRENCY CODE,"The code representing the specific currency utilized for financial transactions and reporting within an organization's accounting and/or Enterprise Resource Planning (ERP) system, as specified by ISO 4217 standards.",Base,48,Profile,BS20b_09,/BS20b/BS20b_09,/Profile/Functional Currency Code
6233,2,A,,Standard Version,Char,0..1,Char Short,The number of the standards to which the current output files conform.,Base,48,Profile,BS20b_10,/BS20b/BS20b_10,/Profile/Standard Version
6234,2,A,,Extracted Date,Date,0..1,DATE,The date on which data was retrieved or compiled for reporting or analysis.,Base,48,Profile,BS20b_11,/BS20b/BS20b_11,/Profile/Extracted Date
6235,2,A,,Time Zone,Char,0..1,TIME ZONE,"The local time's offset from Coordinated Universal Time (UTC), represented in hours and minutes or only in hours as per ISO 8601-1.",Base,48,Profile,BS20b_12,/BS20b/BS20b_12,/Profile/Time Zone
6236,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Base,4,Business Segment,BS04fd,/BS20b/BS04fd,/Profile/Business Segment
6237,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Base,4,Business Segment,BS04fd_01,/BS20b/BS04fd/BS04fd_01,/Profile/Business Segment/Code
6238,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Base,4,Business Segment,BS04fd_03,/BS20b/BS04fd/BS04fd_03,/Profile/Business Segment/Segment Reference Level
6239,1,C,,General Ledger Trial Balance,,,,"A class contains ledger account balances within the accounting system, presenting ending balances at a specific point in time to ensure consistency with the General Ledger entries.",General Ledger,50,General Ledger Trial Balance,GL06b,/GL06b,/General Ledger Trial Balance
6240,2,A,,Balance As Of Date,Date,0..1,DATE,The date specifying the point until which the general ledger trial balance is accurate and inclusive of all account transactions.,General Ledger,50,General Ledger Trial Balance,GL06b_01,/GL06b/GL06b_01,/General Ledger Trial Balance/Balance As Of Date
6241,2,R,,Accounting Period,,1..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",General Ledger,22,Accounting Period,BS01ab,/GL06b/BS01ab,/General Ledger Trial Balance/Accounting Period
6242,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",General Ledger,22,Accounting Period,BS01ab_01,/GL06b/BS01ab_01,/General Ledger Trial Balance/Accounting Period/Fiscal Year
6243,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,General Ledger,22,Accounting Period,BS01ab_02,/GL06b/BS01ab_02,/General Ledger Trial Balance/Accounting Period/ID
6244,2,R,,Ledger Account,,1..1,,"The reference association to the Ledger Account class, which is a class stores information about General Ledger accounts.",General Ledger,20,Ledger Account,BS16dk,/GL06b/BS16dk,/General Ledger Trial Balance/Ledger Account
6245,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",General Ledger,20,Ledger Account,BS16dk_01,/GL06b/BS16dk_01,/General Ledger Trial Balance/Ledger Account/Account Number
6246,2,C,,(Beginning Balance) Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",General Ledger,0,(Beginning Balance) Amounts,GE06x,/GL06b/GE06x,/General Ledger Trial Balance/(Beginning Balance) Amounts
6247,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Functional) Amount,GE05m3,/GL06b/GE05m3,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Functional) Amount
6248,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Functional) Amount,GE05m3_01,/GL06b/GE05m3_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Functional) Amount/Value
6249,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06mi,/GL06b/BS06mi,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Functional) Amount/Currency
6250,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06mi_01,/GL06b/BS06mi_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Functional) Amount/Currency/Code
6251,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Local) Amount,GE05m4,/GL06b/GE05m4,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Local) Amount
6252,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Local) Amount,GE05m4_01,/GL06b/GE05m4_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Local) Amount/Value
6253,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06mj,/GL06b/BS06mj,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Local) Amount/Currency
6254,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06mj_01,/GL06b/BS06mj_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Local) Amount/Currency/Code
6255,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Reporting) Amount,GE05m5,/GL06b/GE05m5,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Reporting) Amount
6256,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Reporting) Amount,GE05m5_01,/GL06b/GE05m5_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Reporting) Amount/Value
6257,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06mk,/GL06b/BS06mk,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Reporting) Amount/Currency
6258,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06mk_01,/GL06b/BS06mk_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Reporting) Amount/Currency/Code
6259,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Transaction) Amount,GE05m6,/GL06b/GE05m6,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Transaction) Amount
6260,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Transaction) Amount,GE05m6_01,/GL06b/GE05m6_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Transaction) Amount/Value
6261,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06ml,/GL06b/BS06ml,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Transaction) Amount/Currency
6262,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06ml_01,/GL06b/BS06ml_01,/General Ledger Trial Balance/(Beginning Balance) Amounts/(Transaction) Amount/Currency/Code
6263,2,C,,(Ending Balance) Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",General Ledger,0,(Ending Balance) Amounts,GE06y,/GL06b/GE06y,/General Ledger Trial Balance/(Ending Balance) Amounts
6264,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Functional) Amount,GE05m7,/GL06b/GE05m7,/General Ledger Trial Balance/(Ending Balance) Amounts/(Functional) Amount
6265,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Functional) Amount,GE05m7_01,/GL06b/GE05m7_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Functional) Amount/Value
6266,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06mm,/GL06b/BS06mm,/General Ledger Trial Balance/(Ending Balance) Amounts/(Functional) Amount/Currency
6267,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06mm_01,/GL06b/BS06mm_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Functional) Amount/Currency/Code
6268,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Local) Amount,GE05m8,/GL06b/GE05m8,/General Ledger Trial Balance/(Ending Balance) Amounts/(Local) Amount
6269,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Local) Amount,GE05m8_01,/GL06b/GE05m8_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Local) Amount/Value
6270,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06mn,/GL06b/BS06mn,/General Ledger Trial Balance/(Ending Balance) Amounts/(Local) Amount/Currency
6271,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06mn_01,/GL06b/BS06mn_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Local) Amount/Currency/Code
6272,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Reporting) Amount,GE05m9,/GL06b/GE05m9,/General Ledger Trial Balance/(Ending Balance) Amounts/(Reporting) Amount
6273,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Reporting) Amount,GE05m9_01,/GL06b/GE05m9_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Reporting) Amount/Value
6274,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06mo,/GL06b/BS06mo,/General Ledger Trial Balance/(Ending Balance) Amounts/(Reporting) Amount/Currency
6275,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06mo_01,/GL06b/BS06mo_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Reporting) Amount/Currency/Code
6276,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Transaction) Amount,GE05ma,/GL06b/GE05ma,/General Ledger Trial Balance/(Ending Balance) Amounts/(Transaction) Amount
6277,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Transaction) Amount,GE05ma_01,/GL06b/GE05ma_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Transaction) Amount/Value
6278,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS06mp,/GL06b/BS06mp,/General Ledger Trial Balance/(Ending Balance) Amounts/(Transaction) Amount/Currency
6279,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS06mp_01,/GL06b/BS06mp_01,/General Ledger Trial Balance/(Ending Balance) Amounts/(Transaction) Amount/Currency/Code
