sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
516,2,Attribute,,Purchase Contract Line.Contract Line,Status,0..1,Code,STATUS CODE,,The current state of the contract line item's lifecycle.,Purchase,0,PR04_GE12_04,,,
523,2,Reference Association,,Purchase Contract Line.Contract Line,Settlement Organization,0..1,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,0,PR04_GE12_11,,,
524,2,Reference Association,,Purchase Contract Line.Contract Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,0,PR04_GE12_12,,,
525,2,Reference Association,,Purchase Contract Line.Contract Line,,0..1,,,Inventory Product,The inventory product specified in a contract line item.,Purchase,0,PR04_GE12_13,,,
543,2,Reference Association,,Purchase Contract Line,Receipt Organization,0..1,,,Business Segment,The business segment related to the organization that handles the receipt of purchase contract lines.,Purchase,106,PR04_01,,,
517,2,Composition,,Purchase Contract Line.Contract Line,Tax Exclude,0..1,,,Amount,"The monetary amount of a contract line item without tax, recorded in the transaction currency.",Purchase,0,PR04_GE12_05,,,
518,2,Composition,,Purchase Contract Line.Contract Line,Tax Exclude Unit Price,0..1,,,Amount,"The price per unit of a contract line item with tax included, recorded in the transaction currency.",Purchase,0,PR04_GE12_06,,,
519,2,Composition,,Purchase Contract Line.Contract Line,Tax Include,0..1,,,Amount,"The monetary amount of a contract line item including tax, recorded in the transaction currency.",Purchase,0,PR04_GE12_07,,,
520,2,Composition,,Purchase Contract Line.Contract Line,Tax Include Unit Price,0..1,,,Amount,Unit price (including tax) in transaction currency.,Purchase,0,PR04_GE12_08,,,
521,2,Composition,,Purchase Contract Line.Contract Line,,0..1,,,Quantity,The quantity of items detailed in a contract line item.,Purchase,0,PR04_GE12_09,,,
522,2,Composition,,Purchase Contract Line.Contract Line,,0..*,,,Tax,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Purchase,0,PR04_GE12_10,,,
689,1,Class,,Purchase Invoice,,,,,,A class representing a vendor-issued document that details charges for goods or services provided within a specified period.,Purchase,112,PR09,,,
654,2,Attribute,PK,Purchase Invoice.Invoice,ID,1..1,Identifier,Identifier Medium,,The unique identifier for an invoice.,Purchase,0,PR09_GE15_01,,,
655,2,Attribute,,Purchase Invoice.Invoice,Number,0..1,Char,Char Long,,The number for an invoice.,Purchase,0,PR09_GE15_02,,,
656,2,Attribute,,Purchase Invoice.Invoice,Official Invoice Code,0..1,Char,Char Short,,The identifier for an invoice that is assigned by tax authorities.,Purchase,0,PR09_GE15_03,,,
657,2,Attribute,,Purchase Invoice.Invoice,Type Name,0..1,Name,Name Short,,The descriptor that categorizes the nature of an invoice.,Purchase,0,PR09_GE15_04,,,
658,2,Attribute,,Purchase Invoice.Invoice,Date,0..1,Date,DATE,,The official date recorded on an invoice which initiates the calculation period for payment due.,Purchase,0,PR09_GE15_05,,,
659,2,Attribute,,Purchase Invoice.Invoice,Due Date,0..1,Date,DATE,,The date by which payment for an invoice is required.,Purchase,0,PR09_GE15_06,,,
660,2,Attribute,,Purchase Invoice.Invoice,Terms Discount Percentage,0..1,Decimal,Percent,,The percentage of discount offered by a supplier when payment is made within the specified discount days.,Purchase,0,PR09_GE15_07,,,
661,2,Attribute,,Purchase Invoice.Invoice,Terms Discount Days,0..1,Integer,INTEGER,,The number of days from the invoice date that the customer is eligible for the discount if payment is made.,Purchase,0,PR09_GE15_08,,,
662,2,Attribute,,Purchase Invoice.Invoice,Terms Due Days,0..1,Integer,INTEGER,,The standard time period in days before a customer's payment is considered overdue.,Purchase,0,PR09_GE15_09,,,
663,2,Attribute,,Purchase Invoice.Invoice,Grouping Code,0..1,Char,Char Long,,The code that aggregates related invoices for consolidated processing or organizational purposes within an ERP system.,Purchase,0,PR09_GE15_10,,,
664,2,Attribute,,Purchase Invoice.Invoice,Status,0..1,Code,STATUS CODE,,The current state of the invoice's lifecycle.,Purchase,0,PR09_GE15_11,,,
665,2,Attribute,,Purchase Invoice.Invoice,Remark,0..1,Text,Text Medium,,Annotations or supplemental information for an invoice.,Purchase,0,PR09_GE15_12,,,
669,2,Reference Association,,Purchase Invoice.Invoice,,0..1,,,Accounting Period,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Purchase,0,PR09_GE15_16,,,
670,2,Reference Association,,Purchase Invoice.Invoice,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,0,PR09_GE15_17,,,
671,2,Reference Association,,Purchase Invoice.Invoice,,0..1,,,Payment Term,"A class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",Purchase,0,PR09_GE15_18,,,
672,2,Reference Association,,Purchase Invoice.Invoice,,0..1,,,Settlement Method,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Purchase,0,PR09_GE15_19,,,
692,2,Reference Association,,Purchase Invoice,Settlement Organization,0..1,,,Business Segment,The business segment associated with the organization that settles purchase invoices.,Purchase,112,PR09_02,,,
693,2,Reference Association,,Purchase Invoice,,0..1,,,Supplier,A class containing essential information about suppliers.,Purchase,112,PR09_03,,,
666,2,Composition,,Purchase Invoice.Invoice,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Purchase,0,PR09_GE15_13,,,
667,2,Composition,,Purchase Invoice.Invoice,Transaction,0..1,,,Amount,"The total monetary amount of all items on an invoice, summing the transaction amounts of individual lines.",Purchase,0,PR09_GE15_14,,,
668,2,Composition,,Purchase Invoice.Invoice,,0..*,,,Tax,"The class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Purchase,0,PR09_GE15_15,,,
691,2,Composition,,Purchase Invoice,,0..*,,,Purchase Invoice Line,"A class describing the specifics of each invoice line received during the period under review, used to validate that invoiced items match ordered and received goods in the three-way matching process.",Purchase,112,PR09_01,,,
694,1,Class,,Purchase Invoice Line,,,,,,A class representing detailed charges for individual goods or services provided as listed on a purchase invoice.,Purchase,114,PR10,,,
674,2,Attribute,PK,Purchase Invoice Line.Invoice Line,ID,1..1,Identifier,Identifier Medium,,The unique identifier for a line within an invoice.,Purchase,0,PR10_GE16_01,,,
675,2,Attribute,,Purchase Invoice Line.Invoice Line,Number,0..1,Char,Char Short,,The number for a particular line of an invoice.,Purchase,0,PR10_GE16_02,,,
676,2,Attribute,,Purchase Invoice Line.Invoice Line,Grouping Code,0..1,Char,Char Long,,The code that consolidates related line items within an invoice for batch processing or organizational purposes within an ERP system.,Purchase,0,PR10_GE16_03,,,
685,2,Reference Association,,Purchase Invoice Line.Invoice Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Purchase,0,PR10_GE16_12,,,
686,2,Reference Association,,Purchase Invoice Line.Invoice Line,,0..1,,,Inventory Product,The inventory product detailed in an invoice line item.,Purchase,0,PR10_GE16_13,,,
687,2,Reference Association,,Purchase Invoice Line.Invoice Line,Credit,0..1,,,Ledger Account,The ledger account associated with credit transactions on invoice lines.,Purchase,0,PR10_GE16_14,,,
688,2,Reference Association,,Purchase Invoice Line.Invoice Line,Debit,0..1,,,Ledger Account,The ledger account associated with debit transactions on inThe ledger account that is part of a subsidiary grouping within an account hierarchy.voice lines.,Purchase,0,PR10_GE16_15,,,
696,2,Reference Association,,Purchase Invoice Line,Purchase,0..1,,,Measurement Unit,The unit of measure for the quantity of an inventory product specified on a purchase invoice line.,Purchase,114,PR10_01,,,
697,2,Reference Association,,Purchase Invoice Line,,0..1,,,Purchase Order,"A class capturing purchase orders placed during the period under review, serving as a control point in the three-way matching process for accounts payable, ensuring orders are matched with invoices and received goods.",Purchase,114,PR10_02,,,
698,2,Reference Association,,Purchase Invoice Line,,0..1,,,Purchase Order Line,"A class containing details of each purchase order line placed during the period under review, fundamental for the three-way matching process that compares these details against invoices and goods receipt documentation.",Purchase,114,PR10_03,,,
677,2,Composition,,Purchase Invoice Line.Invoice Line,Tax Exclude,0..1,,,Amount,"The monetary amount of an invoice line item before tax inclusion, recorded in the transaction currency.",Purchase,0,PR10_GE16_04,,,
678,2,Composition,,Purchase Invoice Line.Invoice Line,Tax Exclude Unit Price,0..1,,,Amount,"The unit price of an invoice line item before tax, recorded in the transaction currency.",Purchase,0,PR10_GE16_05,,,
679,2,Composition,,Purchase Invoice Line.Invoice Line,Tax Include,0..1,,,Amount,"The monetary amount of an invoice line item with tax included, recorded in the transaction currency.",Purchase,0,PR10_GE16_06,,,
680,2,Composition,,Purchase Invoice Line.Invoice Line,Tax Include Unit Price,0..1,,,Amount,"The unit price for an invoice line item with tax, recorded in the transaction currency.",Purchase,0,PR10_GE16_07,,,
681,2,Composition,,Purchase Invoice Line.Invoice Line,Transaction,0..1,,,Amount,"The monetary amount of a single item within an invoice, representing the transaction amount for that specific line.",Purchase,0,PR10_GE16_08,,,
