version,sme_nr,mbie_nr,level,identifier,UNID,acronym,class_term,sequence,multiplicity,multiplicity_SME,property_term,representation_term,associated_class,short_name,definition,label_local,definition_local,code_list,attribute,DEN,name,element,xpath
,,3813,,,UN01005676,ASBIE,CI_ Trade Settlement_ Payment Means,1,0..1,0..0,Payer_ Party,,CI_ Debtor_ Financial Account,Payer Debtor Financial Account,The debtor financial account of the payer party for this CI trade settlement payment means.,,,,,CI_ Trade Settlement_ Payment Means. Payer_ Party. CI_ Debtor_ Financial Account,,PayerPartyFinancialAccount,
v1,288,3814,2,,UN01005677,ASBIE,CI_ Trade Settlement_ Payment Means,2,0..1,0..n,Payee_ Party,,CI_ Creditor_ Financial Account,Payee Creditor Financial Account,The creditor financial account of the payee party for this CI trade settlement payment means.,支払手段／金融口座グループ,取引決済の支払手段に関する受取人である当事者の債権者金融口座のグループ,,,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,PaymentMeansPayeeCreditorFinancialAccount,PayeePartyCICreditorFinancialAccount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeePartyCICreditorFinancialAccount
,,3815,,,UN01005678,ASBIE,CI_ Trade Settlement_ Payment Means,3,0..1,0..0,Payer_ Specified,,CI_ Debtor_ Financial Institution,Payer Debtor Financial Institution,The debtor financial institution of the payer party specified for this CI trade settlement payment means.,,,,,CI_ Trade Settlement_ Payment Means. Payer_ Specified. CI_ Debtor_ Financial Institution,,PayerSpecifiedFinancialInstitution,
v1,293,3816,2,,UN01005679,ASBIE,CI_ Trade Settlement_ Payment Means,4,0..1,0..n,Payee_ Specified,,CI_ Creditor_ Financial Institution,Payee Creditor Financial Institution,The creditor financial institution of the payee party specified for this CI trade settlement payment means.,支払手段／金融機関グループ,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,,,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,PaymentMeansPayeeCreditorFinancialInstitution,PayeeSpecifiedCICreditorFinancialInstitution,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/PayeeSpecifiedCICreditorFinancialInstitution
v4,301,3817,2,,UN01006057,ASBIE,CI_ Trade Settlement_ Payment Means,5,0..1,0..1,Applicable,,Trade Settlement_ Financial Card,Financial Card,The trade settlement financial card applicable to this CI trade settlement payment means.,支払手段／金融カードグループ,支払手段の金融カードに関するグループ,,,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,PaymentMeansFinancialCard,ApplicableTradeSettlementFinancialCard,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard
v4.3,679,3818,1,,UN01005680,ABIE,CI_ Trade_ Accounting Account,0,,,,,,CI Trade Accounting Account,"A specific Cross Industry (CI) trade account for recording debits and credits to general accounting, cost accounting or budget accounting.",会計アカウントクラス,会計アカウントに関するクラス,,,CI_ Trade_ Accounting Account. Details,SubordinateDocumentAccountingAccountDetails,CITradeAccountingAccount,
v4.3,680,3819,2,PK,UN01005681,BBIE,CI_ Trade_ Accounting Account,1,1..1,1..1,Identification,Identifier,,ID,The unique identifier for this CI trade accounting account.,明細行会計アカウントID,明細行会計アカウントのID,,,CI_ Trade_ Accounting Account. Identification. Identifier,SubordinateDocumentReceivableAccountingAccountID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/ID
,,3820,,,UN01005682,BBIE,CI_ Trade_ Accounting Account,2,0..1,0..0,Set Trigger,Accounting_ Document_ Code,,Set Trigger Code,The code specifying a set trigger for this CI trade accounting account to be used in response to a specific event or a set of events.,,,UNCL1001,,CI_ Trade_ Accounting Account. Set Trigger. Code,,SetTriggerCode,
v4.3,681,3821,2,,UN01005683,BBIE,CI_ Trade_ Accounting Account,3,0..1,0..1,Type,Code,,Type Code,"The code specifying the type of CI trade accounting account, such as general (main), secondary, cost accounting or budget account.",明細行会計アカウントタイプコード,明細行会計アカウントのタイプコード,,,CI_ Trade_ Accounting Account. Type. Code,SubordinateDocumentReceivableAccountingAccountTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/TypeCode
,,3822,,,UN01005684,BBIE,CI_ Trade_ Accounting Account,4,0..1,0..0,Amount Type,Accounting Amount Type_ Code,,Amount Type Code,The code specifying the amount type for this CI trade accounting account.,,,,,CI_ Trade_ Accounting Account. Amount Type. Code,,AmountTypeCode,
v4.3,682,3823,2,,UN01005685,BBIE,CI_ Trade_ Accounting Account,5,0..1,0..1,Name,Text,,Name,"The name, expressed as text, of this CI trade accounting account.",明細行会計アカウント名,明細行会計アカウントの名称,,,CI_ Trade_ Accounting Account. Name. Text,SubordinateDocumentReceivableAccountingAccountName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/Name
,,3824,,,UN01005686,BBIE,CI_ Trade_ Accounting Account,6,0..1,0..0,Cost Reference Dimension Pattern,Text,,Cost Reference Dimension Pattern Text,"The cost reference dimension pattern, expressed as text, for this CI trade accounting account.",,,,,CI_ Trade_ Accounting Account. Cost Reference Dimension Pattern. Text,,CostReferenceDimensionPatternText,
,,3825,,,UN01015537,BBIE,CI_ Trade_ Accounting Account,7,0..1,0..0,Sub Account,Identifier,,Sub Account ID,The identifier of the sub account for this CI trade accounting account.,,,,,CI_ Trade_ Accounting Account. Sub Account. Identifier,,SubAccountID,
v4,411,3826,1,,UN01005687,ABIE,CI_ Trade_ Address,0,,,,,,CI Trade Address,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.,納入先住所クラス,住所に関する情報からなるクラス。,,,CI_ Trade_ Address. Details,DocumentDeliveryShipToAddressDetails,CITradeAddress,
,,3827,,,UN01005688,BBIE,CI_ Trade_ Address,1,0..1,0..0,Identification,Identifier,,ID,The unique identifier for this CI trade address.,,,,,CI_ Trade_ Address. Identification. Identifier,,ID,
v4,412,3828,2,,UN01005689,BBIE,CI_ Trade_ Address,2,0..1,0..1,Postcode,Code,,Postcode,The postcode of this CI trade address.,納入先郵便番号,納入先の郵便番号,,,CI_ Trade_ Address. Postcode. Code,DocumentDeliveryShipToPostalAddressPostcodeCode,PostcodeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/PostcodeCode
,,3829,,,UN01005690,BBIE,CI_ Trade_ Address,3,0..1,0..0,Post Office Box,Text,,Post Office Box,"The identifier, expressed as text, of a post office box for this CI trade address.",,,UNCL3042,,CI_ Trade_ Address. Post Office Box. Text,,PostOfficeBoxText,
,,3830,,,UN01005691,BBIE,CI_ Trade_ Address,4,0..1,0..0,Building Name,Text,,Building Name,"The name, expressed as text, of a building, a house or other structure on a street at this CI trade address.",,,,,CI_ Trade_ Address. Building Name. Text,,BuildingName,
v4,413,3831,2,,UN01005692,BBIE,CI_ Trade_ Address,5,0..1,0..1,Line One,Text,,Line One,"The first free form line, expressed as text, of this CI trade address.",納入先住所1,納入先の住所1行目,,,CI_ Trade_ Address. Line One. Text,ItemDeliveryShipToPostalAddressLineOneText,LineOneText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineOne
v4,414,3832,2,,UN01005693,BBIE,CI_ Trade_ Address,6,0..1,0..1,Line Two,Text,,Line Two,"The second free form line, expressed as text, of this CI trade address.",納入先住所2,納入先の住所2行目。,,,CI_ Trade_ Address. Line Two. Text,ItemDeliveryShipToPostalAddressLineTwoText,LineTwoText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineTwo
v4,415,3833,2,,UN01005694,BBIE,CI_ Trade_ Address,7,0..1,0..1,Line Three,Text,,Line Three,"The third free form line, expressed as text, of this CI trade address.",納入先住所3,納入先の住所3行目。,,,CI_ Trade_ Address. Line Three. Text,ItemDeliveryShipToPostalAddressLineThreeText,LineThreeText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/LineThree
,,3834,,,UN01005695,BBIE,CI_ Trade_ Address,8,0..1,0..0,Line Four,Text,,Line Four,"The fourth free form line, expressed as text, of this CI trade address.",,,UNCL3286,,CI_ Trade_ Address. Line Four. Text,,LineFourText,
,,3835,,,UN01005696,BBIE,CI_ Trade_ Address,9,0..1,0..0,Line Five,Text,,Line Five,"The fifth free form line, expressed as text, of this CI trade address.",,,UNCL3286,,CI_ Trade_ Address. Line Five. Text,,LineFiveText,
,,3836,,,UN01005697,BBIE,CI_ Trade_ Address,10,0..1,0..0,Street Name,Text,,Street Name,"The name, expressed as text, of a street or thoroughfare for this CI trade address.",,,,,CI_ Trade_ Address. Street Name. Text,,StreetName,
,,3837,,,UN01005698,BBIE,CI_ Trade_ Address,11,0..1,0..0,City Name,Text,,City Name,"The name, expressed as text, of the city, town or village of this CI trade address.",,,UNCL3164,,CI_ Trade_ Address. City Name. Text,,CityName,
,,3838,,,UN01005699,BBIE,CI_ Trade_ Address,12,0..1,0..0,City Sub-Division Name,Text,,City Sub-DivisionText,"The name, expressed as text, of the sub-division of a city for this CI trade address, for example a district or borough.",,,,,CI_ Trade_ Address. City Sub-Division Name. Text,,CitySub-DivisionName,
v4,416,3839,2,,UN01005700,BBIE,CI_ Trade_ Address,13,0..1,0..1,Country,Identifier,,Country Code,The unique identifier of the country for this CI trade address.,納入先国ID,納入先の国ID。デフォルトは「JP」,ISO3166-1:Alpha2,,CI_ Trade_ Address. Country. Identifier,DocumentDeliveryShipToPostalAddressCountryID,CountryID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty/PostalCITradeAddress/CountryID
,,3840,,,UN01005701,BBIE,CI_ Trade_ Address,14,0..n,0..0,Country Name,Text,,Country Name,"A name, expressed as text, of the country for this CI trade address.",,,,,CI_ Trade_ Address. Country Name. Text,,CountryName,
,,3841,,,UN01005702,BBIE,CI_ Trade_ Address,15,0..1,0..0,Country Sub-Division,Identifier,,Country Sub-Division Code,The unique identifier of the sub-division of the country for this CI trade address.,,,UNCL3229,,CI_ Trade_ Address. Country Sub-Division. Identifier,,CountrySub-DivisionID,
,,3842,,,UN01005703,BBIE,CI_ Trade_ Address,16,0..n,0..0,Country Sub-Division Name,Text,,Country Sub-Division Name,"A name, expressed as text, of the sub-division of a country for this CI trade address.",,,UNCL3228,,CI_ Trade_ Address. Country Sub-Division Name. Text,,CountrySub-DivisionName,
,,3843,,,UN01005704,BBIE,CI_ Trade_ Address,17,0..1,0..0,Attention Of,Text,,Attention Of,"The name, expressed as text, of a person or department in the organization to whom incoming mail is marked with words such as 'for the attention of' or 'FAO' or 'ATTN' for this CI trade address.",,,,,CI_ Trade_ Address. Attention Of. Text,,AttentionOfText,
,,3844,,,UN01005705,BBIE,CI_ Trade_ Address,18,0..1,0..0,Care Of,Text,,Care Of,"The name, expressed as text, of a person or organization at this CI trade address to whom incoming mail is marked with words such as 'care of' or 'C/O'.",,,,,CI_ Trade_ Address. Care Of. Text,,CareOfText,
,,3845,,,UN01006054,BBIE,CI_ Trade_ Address,19,0..1,0..0,Building Number,Text,,Building Number,"The number, expressed as text, of a building or house on a street at this CI trade address.",,,,,CI_ Trade_ Address. Building Number. Text,,BuildingNumberText,
,,3846,,,UN01008283,BBIE,CI_ Trade_ Address,20,0..1,0..0,Additional_ Street Name,Text,,Additional Street Name,"The additional name of a street, expressed as text, for this CI trade address.",,,,,CI_ Trade_ Address. Additional_ Street Name. Text,,AdditionalStreetName,
,,3847,,,UN01008284,BBIE,CI_ Trade_ Address,21,0..1,0..0,Department Name,Text,,Department Name,"The name, expressed as text, of a department for this CI trade address.",,,,,CI_ Trade_ Address. Department Name. Text,,DepartmentName,
v4.1,663,3848,1,,UN01005706,ABIE,CI_ Trade_ Allowance Charge,0,,,,,,CI Trade Allowance/Charge,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",明細行追加請求クラス,明細行追加請求クラス,,,CI_ Trade_ Allowance Charge. Details,SubordinateDocumentAllowanceChargeDetails,CITradeAllowanceCharge,
v4.1,664,3849,2,,UN01005707,BBIE,CI_ Trade_ Allowance Charge,1,0..1,1..1,Charge,Indicator,,Charge Indicator,The indication of whether or not this CI trade allowance charge is a charge.,"明細行返金・追加請求判別子
    =追加請求（Charge）","明細行返金・追加請求判別子
    =True (Charge)",JECxxxx,,CI_ Trade_ Allowance Charge. Charge. Indicator,SubordinateDocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ChargeIndicator
,,3850,,,UN01005708,BBIE,CI_ Trade_ Allowance Charge,2,0..1,0..0,Identification,Identifier,,ID,The unique identifier for this CI trade allowance charge.,,,UNCL1230,,CI_ Trade_ Allowance Charge. Identification. Identifier,,ID,
,,3851,,,UN01005709,BBIE,CI_ Trade_ Allowance Charge,3,0..1,0..0,Sequence,Numeric,,Sequence Number,The sequence number for applying this CI trade allowance charge.,,,,,CI_ Trade_ Allowance Charge. Sequence. Numeric,,SequenceNumeric,
v4.1,665,3852,2,,UN01005710,BBIE,CI_ Trade_ Allowance Charge,4,0..1,0..1,Calculation,Percent,,Calculation Percent,The percentage applied to calculate this CI trade allowance charge.,明細行追加請求計算率,この明細行追加請求を計算するための率,,,CI_ Trade_ Allowance Charge. Calculation. Percent,SubordinateDocumentAllowanceChargeCalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CalculationPercent
,,3853,,,UN01005711,BBIE,CI_ Trade_ Allowance Charge,5,0..1,0..0,Basis,Quantity,,Basis Quantity,The quantity on which this CI trade allowance charge is based.,,,,,CI_ Trade_ Allowance Charge. Basis. Quantity,,BasisQuantity,
,,3854,,,UN01005712,BBIE,CI_ Trade_ Allowance Charge,6,0..1,0..0,Prepaid,Indicator,,Prepaid Indicator,The indication of whether or not this CI trade allowance charge is prepaid.,,,,,CI_ Trade_ Allowance Charge. Prepaid. Indicator,,PrepaidIndicator,
v4.1,666,3855,2,,UN01005713,BBIE,CI_ Trade_ Allowance Charge,7,0..n,0..1,Actual,Amount,,Actual Amount,An actual monetary value of this CI trade allowance charge.,明細行追加請求金額,この明細行に紐付く追加請求金額。,,,CI_ Trade_ Allowance Charge. Actual. Amount,SubordinateDocumentAllowanceChargeActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ActualAmount
v4.1,667,3856,2,,UN01005714,BBIE,CI_ Trade_ Allowance Charge,8,0..1,0..1,Reason,Code,,Reason Code,The code specifying the reason for this CI trade allowance charge.,明細行追加請求理由コード,この明細行の追加請求理由を識別するコード,UNCL4465,,CI_ Trade_ Allowance Charge. Reason. Code,SubordinateDocumentAllowanceChargeReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ReasonCode
