nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_ja,label_local,definition_local,multiplicity,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,Id,Business Term,Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,（明細文書ヘッダ参照）インボイス対象物履歴ID,この明細文書ヘッダが参照するインボイス対象物の変更履歴を管理するID,0..1,,v4, , , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,,,（明細文書ヘッダ参照）文書タイプコード,この明細文書ヘッダが参照するインボイス対象物の文書タイプを識別するコード,0..1,,v4,UNCL1001,UN/CEFACT, , ,,＊,＊,★,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,,,（明細文書ヘッダ参照）文書サブタイプコード,この明細文書ヘッダが参照するインボイス対象物の文書サブタイプを識別するコード,0..1,,v4,JECxxxx,JEC,"
コード値
選択入力
",ユーザー選択指定,,●,●,,,IBT-018-1,The identification scheme identifier of the Invoiced object identifier.,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,ヘッダ部,UN01006005,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,,,明細文書ヘッダ決済／入札書グループ,明細文書ヘッダ決済の入札書に関するグループ,0..1,,v4, , , , ,,●,●, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,,,（明細文書ヘッダ参照）入札書クラス,明細文書ヘッダ参照の入札書クラス,－,,v4, , , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,（明細文書ヘッダ参照）入札書ID,この明細文書ヘッダ参照入札書の文書ID,1..1,,v4, , , , ,,●,●,★,,IBT-017,Tender or lot reference,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,（明細文書ヘッダ参照）入札書発行日,この明細文書ヘッダ参照入札書に記載の発行日付,0..1,,v4,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,ヘッダ部,UN01005586,BBIE,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,,,（明細文書ヘッダ参照）文書参照タイプコード,この明細文書ヘッダ参照入札書の参照タイプを識別するコード。,0..1,,v4.1,UNCL1153,UN/CEFACT, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,（明細文書ヘッダ参照）入札書履歴ID,この明細文書ヘッダ参照入札書の変更履歴を管理するID。,0..1,,v4,  ,  , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,ヘッダ部,UN01006415,BBIE,,,,,,,,CI_ Referenced_ Document. Information. Text,,,,,,,（明細文書ヘッダ参照）入札書説明,この明細文書ヘッダ参照入札書の説明,0..1,,v4,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,,,（明細文書ヘッダ参照）文書タイプコード,"この明細文書ヘッダ参照文書の文書タイプを識別するコード
＝「758」(Tender：入札書)
　　→JP-PINT[IBT-017]へマッピング",0..1,,v4,UNCL1001,UN/CEFACT,"コード値
固定入力", ,,●,●, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,ヘッダ部,UN01011455,BBIE,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,,,（明細文書ヘッダ参照）文書添付ファイル,"この参照文書に紐付く添付バイナリファイルの有無を指定
ありの場合は紐付ける「添付バイナリファイルID（UN01006015）」をBASE64で入力",0..1,,v4,JECxxxx,JEC, ,＝758（Tender）,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,,,（明細文書ヘッ参照）文書サブタイプコード,この明細文書ヘッダ参照文書の文書サブタイプを識別するコード,0..1,,v4,JECxxxx,JEC, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,ヘッダ部,UN01006005,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,,,明細文書ヘッダ決済／参照文書グループ,明細文書ヘッダ決済の参照文書に関するグループ,0..n,,v4.1,  ,  , , ,,● ,● ,★ ,,IBG-24,ADDITIONAL SUPPORTING DOCUMENTS,0..n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,ヘッダ部,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,,,（明細文書ヘッダ参照）文書クラス,明細文書ヘッダの参照文書クラス,－,,v4.1,  ,  , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,ヘッダ部,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,（明細文書ヘッダ参照）文書ID,この明細文書ヘッダが参照する文書のID,1..1,,v4.1,  ,  , , ,,●,●,★,,IBT-122,?  Supporting document reference,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,ヘッダ部,UN01005581,BBIE,,,,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,,,（明細文書ヘッダ参照）文書URL_ID,この文書が参照する文書が所在するURL_ID,0..1,,v4.3, , ,  , ,,●,●,★,,IBT-124,?  External document location,"0,,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,ヘッダ部,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,（明細文書ヘッダ参照）文書発行日,この明細文書ヘッダが参照する文書に記載の発行日付,0..1,,v4.1,,, ,,,●,●,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,ヘッダ部,UN01005586,BBIE,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,,,（明細文書ヘッダ参照）文書参照タイプコード,この明細文書ヘッダが参照する文書の参照タイプを識別するコード。,0..1,,v4.1,UNCL1153,UN/CEFACT,"コード値
選択入力"," '＝OI (Previous invoice number)
＝「IV」Invoice document identifier",,＊,＊, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,ヘッダ部,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,（明細文書ヘッダ参照）文書履歴ID,この明細文書ヘッダの参照文書の変更履歴を管理するID。,0..1,,v4.1,　,　, ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,ヘッダ部,UN01006415,BBIE,,,,,,,,CI_ Referenced_ Document. Information. Text,,,,,,,（明細文書ヘッダ参照）文書説明,この明細文書ヘッダの参照文書の説明,0..n,,v4.1,,, , ,,＊,＊,★,,IBT-123,?  Supporting document description,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,ヘッダ部,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,,,（明細文書ヘッダ参照）文書タイプコード,この明細文書ヘッダの参照文書の文書タイプを識別するコード,0..1,,v4.1,UNCL1001,UN/CEFACT, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,ヘッダ部,UN01011455,BBIE,,,,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,,,（明細文書ヘッダ参照）文書添付ファイル,"この参照文書に紐付く添付バイナリファイルの有無を指定
ありの場合は紐付ける「添付バイナリファイルID（UN01006015）」をBASE64で入力",0..1,,v4.1,JECxxxx,JEC, , ,,＊,＊,★,,IBT-125,?  Attached document,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,ヘッダ部,UN01013318,BBIE,,,,,,,,CI_ Referenced_ Document. Category. Code,,,,,,,（明細文書ヘッダ参照）文書類型コード,明細文書ヘッダが参照する参照文書の類型を識別するコード,0..1,,v4.3,JECxxxx,JEC,  , ,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,ヘッダ部,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,,,（明細文書ヘッダ参照）文書サブタイプコード,この明細文書ヘッダの参照文書の文書サブタイプを識別するコード,0..1,,v4.1,JECxxxx,JEC, ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,ヘッダ部,UN01006079,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,,,,,,,明細文書ヘッダ決済／会計アカウントグループ,この明細文書ヘッダの会計アカウントに関するグループ,0..1,,v4.1,  ,  , , ,,▽,▽,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,ヘッダ部,UN01005680,ABIE,,,,,,,CI_ Trade_ Accounting Account. Details,,,,,,,,会計アカウントクラス,会計アカウントに関するクラス,－,,v4.1,  ,  , , ,,  ,  ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,ヘッダ部,UN01005681,BBIE,,,,,,,,CI_ Trade_ Accounting Account. Identification. Identifier,,,,,,,明細文書ヘッダ会計アカウントID,明細文書ヘッダ会計アカウントのID,1..1,,v4.3,,国税庁,"ID値
選択入力",,,▽,▽,★,,IBT-019,Buyer accounting reference,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,ヘッダ部,UN01005683,BBIE,,,,,,,,CI_ Trade_ Accounting Account. Type. Code,,,,,,,明細文書ヘッダ会計アカウントタイプコード,明細文書ヘッダ会計アカウントのタイプコード,1..1,,v4.1,,,, ,,▽,▽,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,ヘッダ部,UN01005685,BBIE,,,,,,,,CI_ Trade_ Accounting Account. Name. Text,,,,,,,明細文書ヘッダ会計アカウント名,明細文書ヘッダ会計アカウントの名称,0..1,,v4.1,  ,  , , ,,▽,▽,★,,IBT-019,Buyer accounting reference,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,明細部,UN01009669,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Subordinate. CIILB_ Subordinate_ Trade Line Item,,,,,,,,,,,明細文書ヘッダ／明細行グループ,明細文書ヘッダの明細行に関するグループ。,1..n,,v1, , , , ,,○,○,☆,,IBG-25,INVOICE LINE,1..n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,明細部,UN01009647,ABIE,,,,,CIILB_ Subordinate_ Trade Line Item. Details,,,,,,,,,,明細行クラス,明細行に関する情報からなるクラス, -,,v1, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,明細部,UN01009648,BBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,,,,,,,,,明細行ID,この文書の明細行に関する情報を特定するために付与した行ID。明細行をユニークに識別するために付番する場合は文書IDとの複合キーで明細行を特定する。,1..1,,v1, , , , ,,△,△,☆,1,IBT-126,?  Invoice line identifier,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,明細部,UN01014637,BBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Category. Code,,,,,,,,,明細行類型コード,"この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",0..1,,v4,JECxxxx,JEC,"
コード値
選択入力
","デフォルト
＝101（資産譲渡）",,●,●,  ,1,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,明細部,UN01015599,BBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Requested_ Response Type. Code,,,,,,,,,明細行回答タイプコード,"この文書の明細行に関する回答タイプを特定するコード
デフォルトは「確認」",1..1,,v4,UNCL4343,UN/CEFACT,"
コード値
選択入力
",ユーザー選択指定,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,明細部,UN01015533,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Included. CI_ Note,,,,,,,,,明細行／注釈グループ,明細行の注釈に関するグループ,0..n,,v4.2,　,　, , ,,＊,＊,　,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,明細部,UN01005557,ABIE,,,,,,,CI_ Note. Details,,,,,,,,明細行注釈クラス,明細行の注釈を記述するクラス, -,,v4.1, , , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,明細部,UN01005558,BBIE,,,,,,,,CI_ Note. Subject. Text,,,,,,,明細行注釈表題,"明細行の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照",0..1,,v4.1,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,明細部,UN01005560,BBIE,,,,,,,,CI_ Note. Content. Text,,,,,,,明細行注釈内容,"明細行の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",0..1,,v4.1,,, , ,,＊,＊,★,,IBT-127,?  Invoice line note,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,明細部,UN01005562,BBIE,,,,,,,,CI_ Note. Identification. Identifier,,,,,,,明細行注釈ID,"明細行注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",0..1,,v4.1, , , , ,,△,△,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,明細部,UN01009649,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,,,,,,,,,明細行／取引契約グループ,明細行の取引契約に関するグループ,1..1,,v1, , , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,明細部,UN01009653,ABIE,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Details,,,,,,,,取引契約クラス,取引契約に関する情報からなるクラス,－,,v1, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,明細部,UN01009654,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,,,,,,,明細行契約／明細行参照受注書グループ,取引契約と明細行参照受注書に関するグループ,0..1,,v1, , , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,,,明細行参照受注書クラス,明細行の参照受注書クラス,－,,v1, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（明細行参照）受注書ID,この明細行が参照する受注書に記載の文書ID,1..1,,v1, , , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,明細部,UN01005581,BBIE,,,,,,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,（明細行参照）文書URI,この明細行が参照する文書が所在するURL_ID,0..1,,v4.3, , ,  ,  ,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,明細部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,（明細行参照）文書発行日,この明細行が参照する文書に記載の発行日付,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,（明細行参照）受注書明細行ID,この明細行が参照する受注書に記載の明細行ID,1..1,,v1,,,,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（明細行参照）受注書履歴ID,この明細行が参照する受注書の変更履歴を管理するID。,0..1,,v4,,,,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,明細部,UN01009655,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,,,,,,,明細行契約／明細行参照注文書グループ,取引契約と明細行参照注文書に関するグループ,0..1,,v1,,,,,,＊,＊, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,,,明細行参照注文書クラス,明細行の参照注文書クラス,－,,v1,,,,,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（明細行参照）注文書ID,この明細行が参照する注文書に記載の文書ID,1..1,,v1,,,,,,＊,＊,★,,IBT-183,?  Purchase order reference,"0,,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,明細部,UN01005581,BBIE,,,,,,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,（明細行参照）文書URI,この明細行が参照する文書が所在するURL_ID,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,明細部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,（明細行参照）文書発行日,この明細行が参照する文書に記載の発行日付,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,（明細行参照）注文書明細行ID,この明細行が参照する注文書に記載の明細行ID,1..1,,v1, , , , ,,＊,＊,★,,IBT-132,?  Referenced purchase order line reference,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（明細行参照）注文書履歴ID,この明細行が参照する注文書の変更履歴を管理するID。,0..1,,v4,  ,  , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,明細部,UN01009656,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,明細行契約／明細行出荷案内書グループ,"取引契約と明細行出荷案内書に関するグループ
UN01009672＝＝「351」Despatch advice（出荷案内書）を指定",0..1,,v1, , , , ,,＊,＊, ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,明細部,UN01005579,ABIE,,,,,,,,,CI_ Referenced_ Document. Details,,,,,,（明細行参照）出荷案内書クラス,明細行の参照出荷案内書クラス,－,,v1, , , , ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,明細部,UN01005580,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（明細行参照）出荷案内書ID,この明細行が参照する文書に記載の文書ID。,1..1,,v1/v3,  ,  , , ,,＊,＊,★,,IBT-184,?  Despatch advice reference,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,明細部,UN01005581,BBIE,,,,,,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,（明細行参照）文書URI,この明細行が参照する文書が所在するURL_ID,0..1,,v4.3, , ,  ,  ,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,明細部,UN01005582,BBIE,,,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,（明細行参照）文書発行日,この明細行が参照する文書に記載の発行日付,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,,,（明細行参照）出荷案内書明細行ID,この明細行が参照する文書に記載の文書明細行ID。,1..1,,v1/v3,  ,  , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,明細部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1,,v4.1,UNCL1153,UN/CEFACT, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
