seq,acronym,property_type,class_term,property_term,representation_term,code_list,associated_class,element,DEN,multiplicity,definition,TDED,short_name,UNID,level,version,sequence,type,identifier,label_local,definition_local,attribute,xpath,name,multiplicity_SME
4044,BBIE,Attribute,CI_ Trade_ Tax,I,_,UNCL(5153),,TypeCode,CI_ Trade_ Tax. Type. Code,0..1,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",(5153),Type Code,UN01005834,2,v1/v2,230,A,,明細文書ヘッダ税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I,IITaxTypeCode,0..0
4045,BBIE,Attribute,CI_ Trade_ Tax,Exemption Reason,Text,,,ExemptionReasonText,CI_ Trade_ Tax. Exemption Reason. Text,0..1,"The reason, expressed as text, for exemption from this CI trade related tax, levy or duty.",,Exemption Reason Text,UN01005835,,,,,,,,,,,0..0
4046,BBIE,Attribute,CI_ Trade_ Tax,I,_,,,CalculatedRate,CI_ Trade_ Tax. Calculated. Rate,0..1,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",,Calculated Rate,UN01005836,2,v4,161,A,,鑑ヘッダ調整税率,鑑ヘッダ調整の税率,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I,IIITaxCalculatedRate,0..0
4047,BBIE,Attribute,CI_ Trade_ Tax,Calculation Sequence,Numeric,,,CalculationSequenceNumeric,CI_ Trade_ Tax. Calculation Sequence. Numeric,0..1,"The numeric expression of the sequence in which this CI trade related tax is to be or has been applied when multiple taxes are applicable per calculation, such as first ""Value Added Tax (VAT)"", second ""Transfer"".",,Calculation Sequence Number,UN01005837,,,,,,,,,,,0..0
4048,BBIE,Attribute,CI_ Trade_ Tax,Basis,Quantity,,,BasisQuantity,CI_ Trade_ Tax. Basis. Quantity,0..1,"The quantity used as the basis for calculating the amount of this CI trade related tax, levy or duty.",,Basis Quantity,UN01005838,,,,,,,,,,,0..0
4049,BBIE,Attribute,CI_ Trade_ Tax,I,_,,,BasisAmount,CI_ Trade_ Tax. Basis. Amount,0..n,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",,Basis Amount,UN01005839,2,v4.3,162,A,,鑑ヘッダ修正差額調整税率別課税資産合計金額,Σ明細行調整金額（税率別）,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I,IIITaxBasisAmount,0..0
4050,BBIE,Attribute,CI_ Trade_ Tax,Unit Basis,Amount,,,UnitBasisAmount,CI_ Trade_ Tax. Unit_ Basis. Amount,0..n,"A monetary value that constitutes the per unit basis on which this CI trade related tax, levy or duty is calculated.",,Unit Basis Amount,UN01005840,,,,,,,,,,,0..0
4051,BBIE,Attribute,CI_ Trade_ Tax,I,_,UNCL(5305),,CategoryCode,CI_ Trade_ Tax. Category. Code,0..1,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",(5305),Category Code,UN01005841,2,v4,130,A,,鑑ヘッダ課税分類コード,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IITaxCategoryCode,0..0
4052,BBIE,Attribute,CI_ Trade_ Tax,I,_,UNCL[6345],,CurrencyCode,CI_ Trade_ Tax. Currency. Code,0..1,"The code specifying the currency for this CI trade related tax, levy or duty.",[6345],Currency Code,UN01005842,2,v4,234,A,,課税分類税通貨コード,"「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。文書通貨コードが「外貨」を指定された場合は明細文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I,IITaxCurrencyCode,0..0
4053,BBIE,Attribute,CI_ Trade_ Tax,Jurisdiction,Text,,,JurisdictionText,CI_ Trade_ Tax. Jurisdiction. Text,0..n,"A jurisdiction, expressed as text, to which this CI trade related tax, levy or duty applies.",,Jurisdiction Text,UN01005843,,,,,,,,,,,0..0
4054,BBIE,Attribute,CI_ Trade_ Tax,Customs Duty,Indicator,,,CustomsDutyIndicator,CI_ Trade_ Tax. Customs Duty. Indicator,0..1,"The indication of whether or not this CI trade related tax, levy or duty is a customs duty.",,Customs Duty Indicator,UN01005844,,,,,,,,,,,0..0
4055,BBIE,Attribute,CI_ Trade_ Tax,Exemption Reason,Code,,,ExemptionReasonCode,CI_ Trade_ Tax. Exemption Reason. Code,0..1,"The code specifying a reason for exemption from this CI trade related tax, levy or duty.",,Exemption Reason Code,UN01005845,,,,,,,,,,,0..0
4056,BBIE,Attribute,CI_ Trade_ Tax,Tax Basis Allowance,Rate,,,TaxBasisAllowanceRate,CI_ Trade_ Tax. Tax Basis Allowance. Rate,0..1,"The rate of the tax basis allowance (deduction or discount) used to calculate the CI trade related tax, levy or duty.",,Basis Allowance Rate,UN01005846,,,,,,,,,,,0..0
4057,BBIE,Attribute,CI_ Trade_ Tax,Tax Point,Date,,,TaxPointDate,CI_ Trade_ Tax. Tax Point. Date,0..1,"The date of the tax point when this CI trade related tax, levy or duty becomes applicable.",,Deprecated Tax Point Date,UN01005847,,,,,,,,,,,0..0
4058,BBIE,Attribute,CI_ Trade_ Tax,Type,Text,UNCL(5152),,TypeText,CI_ Trade_ Tax. Type. Text,0..1,"The type, expressed as text, of this CI trade related tax, levy or duty.",(5152),Type Text,UN01005848,,,,,,,,,,,0..0
4059,BBIE,Attribute,CI_ Trade_ Tax,Information,Amount,,,InformationAmount,CI_ Trade_ Tax. Information. Amount,0..n,"A monetary value being reported for information for this CI trade related tax, levy or duty.",,Information Amount,UN01005849,,,,,,,,,,,0..0
4060,BBIE,Attribute,CI_ Trade_ Tax,I,_,,,CategoryName,CI_ Trade_ Tax. Category Name. Text,0..n,"A category name, expressed as text, of this CI trade related tax, levy or duty.",,Category Name,UN01005850,2,v4,131,A,,鑑ヘッダ課税分類名,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IITaxCategoryName,0..0
4061,BBIE,Attribute,CI_ Trade_ Tax,Due Date Type,Code,UNCL(2475),,DueDateTypeCode,CI_ Trade_ Tax. Due Date Type. Code,0..1,The code specifying a type of due date for this CI trade tax.,(2475),Due Date Type Code,UN01006052,,,,,,,,,,,0..0
4062,BBIE,Attribute,CI_ Trade_ Tax,I,_,UNCL(5510),,RateApplicablePercent,CI_ Trade_ Tax. Rate_ Applicable. Percent,0..1,"The applicable rate of CI trade tax, expressed as a percentage.",(5510),Applicable Rate Percent,UN01007174,2,v4,132,A,,鑑ヘッダ税率,課税分類に対応する消費税率のパーセント表示,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IITaxRatePercent,0..0
4063,BBIE,Attribute,CI_ Trade_ Tax,I,_,,,GrandTotalAmount,CI_ Trade_ Tax. Grand Total. Amount,0..1,The monetary value of the grand total of the basis plus tax for this CI trade tax.,,Grand Total Amount,UN01013040,2,v4.3,164,A,,鑑ヘッダ修正差額調整消費税合計額,鑑ヘッダ修正差額調整税率別消費税額の合計額,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I/I,IIITaxGrandTotalAmount,0..0
4064,BBIE,Attribute,CI_ Trade_ Tax,I,_,,,CalculationMethodCode,CI_ Trade_ Tax. Calculation Method. Code,0..1,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",,Tax Calculation Method Code,UN01013096,2,v4,133,A,,鑑ヘッダ税計算方式,"金額の税込み、税抜き指定の要否を指定
デフォルトは「空欄」（指定しない）",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IITaxCalculationMethodCode,0..0
4065,BBIE,Attribute,CI_ Trade_ Tax,I,_,,,LocalTaxSystemID,CI_ Trade_ Tax. Local Tax System. Identifier,0..1,The identifier of the local tax system for this CI trade tax.,,Local Tax System ID,UN01014650,2,v4,134,A,,鑑ヘッダ適用税制ID,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IITaxLocalTaxSystemID,0..0
4066,ASBIE,Composition,CI_ Trade_ Tax,Specified,,,CI_ Trade Accounting Account,SpecifiedCITradeAccountingAccount,CI_ Trade_ Tax. Specified. CI_ Trade_ Accounting Account,0..n,"A specified accounting account for this CI trade related tax, levy or duty.",,Accounting Account,UN01005851,,,,,,,,,,,0..0
4067,ASBIE,Composition,CI_ Trade_ Tax,Buyer Deductible Tax Specified,,,CI_ Trade Accounting Account,BuyerDeductibleTaxSpecifiedCITradeAccountingAccount,CI_ Trade_ Tax. Buyer Deductible Tax_ Specified. CI_ Trade_ Accounting Account,0..1,"The buyer deductible tax specified accounting account for this CI trade related tax, levy or duty.",,Buyer Deductible Tax Accounting Account,UN01005852,,,,,,,,,,,0..0
4068,ASBIE,Composition,CI_ Trade_ Tax,Buyer Non-Deductible Tax Specified,,,CI_ Trade Accounting Account,BuyerNon-DeductibleTaxSpecifiedCITradeAccountingAccount,CI_ Trade_ Tax. Buyer Non-Deductible Tax_ Specified. CI_ Trade_ Accounting Account,0..1,"The buyer non-deductible tax specified accounting account for this CI trade related tax, levy or duty.",,Buyer Non-Deductible Tax Accounting Account,UN01005853,,,,,,,,,,,0..0
4069,ASBIE,Composition,CI_ Trade_ Tax,Buyer Repayable Tax Specified,,,CI_ Trade Accounting Account,BuyerRepayableTaxSpecifiedCITradeAccountingAccount,CI_ Trade_ Tax. Buyer Repayable Tax_ Specified. CI_ Trade_ Accounting Account,0..1,"The buyer repayable tax specified accounting account for this CI trade related tax, levy or duty.",,Buyer Repayable Tax Accounting Account,UN01005854,,,,,,,,,,,0..0
4070,ASBIE,Composition,CI_ Trade_ Tax,Seller Payable Tax Specified,,,CI_ Trade Accounting Account,SellerPayableTaxSpecifiedCITradeAccountingAccount,CI_ Trade_ Tax. Seller Payable Tax_ Specified. CI_ Trade_ Accounting Account,0..1,"The seller payable tax specified accounting account for this CI trade related tax, levy or duty.",,Seller Payable Tax Accounting Account,UN01005855,,,,,,,,,,,0..0
4071,ASBIE,Composition,CI_ Trade_ Tax,Seller Refundable Tax Specified,,,CI_ Trade Accounting Account,SellerRefundableTaxSpecifiedCITradeAccountingAccount,CI_ Trade_ Tax. Seller Refundable Tax_ Specified. CI_ Trade_ Accounting Account,0..1,"The seller refundable tax specified accounting account for this CI trade related tax, levy or duty.",,Seller Refundable Tax Accounting Account,UN01005856,,,,,,,,,,,0..0
4072,ASBIE,Composition,CI_ Trade_ Tax,Service Supply,,,CI_ Trade Country,ServiceSupplyCITradeCountry,CI_ Trade_ Tax. Service Supply. CI_ Trade_ Country,0..1,The country where a service was supplied for this CI trade tax.,,Service Supply Country,UN01006064,,,,,,,,,,,0..0
4073,ASBIE,Composition,CI_ Trade_ Tax,Place Applicable,,,CI_ Trade Location,PlaceApplicableCITradeLocation,CI_ Trade_ Tax. Place_ Applicable. CI_ Trade_ Location,0..n,A location where this CI trade tax is applicable.,,Applicable Location,UN01007175,,,,,,,,,,,0..0
3678,BBIE,Attribute,CI_ Specified_ Period,I,_,,,EndDateTime,CI_ Specified_ Period. End. Date Time,0..1,"The date, time, date time or other date time value for the end of this CI specified period of time.",,End Date Time,UN01005613,2,v4,138,A,,鑑ヘッダ取引終了日,インボイス文書の取引終了日,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/I,IIPeriodEndDateTime,0..0
1955,ASBIE,Composition,CICH_ Exchanged_ Document,Effective,,,CI_ Specified Period,EffectiveCISpecifiedPeriod,CICH_ Exchanged_ Document. Effective. CI_ Specified_ Period,0..1,The specified period within which this CICH exchanged document is effective.,,Effective Period,UN01007395,,,,,,,,,,,0..0
1969,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Shipping,,,CI_ Specified Period,ShippingCISpecifiedPeriod,CICH_ Supply Chain_ Trade Agreement. Shipping. CI_ Specified_ Period,0..1,The shipping period specified in this CICH supply chain trade agreement.,,Shipping Period,UN01007409,,,,,,,,,,,0..0
1981,ASBIE,Composition,CICL_ Document Line_ Document,Effective,,,CI_ Specified Period,EffectiveCISpecifiedPeriod,CICL_ Document Line_ Document. Effective. CI_ Specified_ Period,0..1,The specified period within which this CICL document line is effective.,,Effective Period,UN01007421,,,,,,,,,,,0..0
2004,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Ordering,,,CI_ Specified Period,OrderingCISpecifiedPeriod,CICL_ Supply Chain_ Trade Agreement. Ordering. CI_ Specified_ Period,0..1,The ordering period specified in this CICL supply chain trade agreement.,,Specified Ordering Period,UN01007445,,,,,,,,,,,0..0
2005,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Minimum Order Quantity Ordering,,,CI_ Specified Period,MinimumOrderQuantityOrderingCISpecifiedPeriod,CICL_ Supply Chain_ Trade Agreement. Minimum Order Quantity_ Ordering. CI_ Specified_ Period,0..1,The date period specified for when the minimum order quantity is available for ordering according to this supply chain trade agreement.,,Minimum Order Quantity Ordering Period,UN01007446,,,,,,,,,,,0..0
2006,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Maximum Order Quantity Ordering,,,CI_ Specified Period,MaximumOrderQuantityOrderingCISpecifiedPeriod,CICL_ Supply Chain_ Trade Agreement. Maximum Order Quantity_ Ordering. CI_ Specified_ Period,0..1,The date period specified for when the maximum order quantity is available for ordering according to this supply chain trade agreement.,,Maximum Order Quantity Ordering Period,UN01007447,,,,,,,,,,,0..0
2007,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Exclusivity,,,CI_ Specified Period,ExclusivityCISpecifiedPeriod,CICL_ Supply Chain_ Trade Agreement. Exclusivity. CI_ Specified_ Period,0..1,The exclusivity period specified in this CICL supply chain trade agreement.,,Exclusivity Period,UN01007448,,,,,,,,,,,0..0
2008,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Resale,,,CI_ Specified Period,ResaleCISpecifiedPeriod,CICL_ Supply Chain_ Trade Agreement. Resale. CI_ Specified_ Period,0..1,The resale period specified in this CICL supply chain trade agreement.,,Resale Period,UN01007449,,,,,,,,,,,0..0
2009,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Guaranteed Product Life Span,,,CI_ Specified Period,GuaranteedProductLifeSpanCISpecifiedPeriod,CICL_ Supply Chain_ Trade Agreement. Guaranteed Product Life Span. CI_ Specified_ Period,0..1,The guaranteed product life span period specified in this CICL supply chain trade agreement.,,Guaranteed Product Life Span Period,UN01007450,,,,,,,,,,,0..0
2266,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Billing,,,CI_ Specified Period,BillingCISpecifiedPeriod,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,0..1,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,,Billing Period,UN01005925,,,,,,,,,,,0..0
2345,ASBIE,Composition,CIILB_ Supply Chain_ Trade Settlement,Billing,,,CI_ Specified Period,BillingCISpecifiedPeriod,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,0..1,The billing period specified for this CIILB supply chain trade settlement.,,Billing Period,UN01014894,,,,,,,,,,,0..0
2414,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Billing,,,CI_ Specified Period,BillingCISpecifiedPeriod,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,0..1,The Cross Industry (CI) billing period specified for this CIIL supply chain trade settlement.,,Billing Period,UN01005997,,,,,,,,,,,0..0
2459,ASBIE,Composition,CIOCH_ Exchanged_ Document,Effective,,,CI_ Specified Period,EffectiveCISpecifiedPeriod,CIOCH_ Exchanged_ Document. Effective. CI_ Specified_ Period,0..1,The specified period within which this CIOCH exchanged document is effective.,,Effective Period,UN01006516,,,,,,,,,,,0..0
2483,ASBIE,Composition,CIOH_ Exchanged_ Document,Effective,,,CI_ Specified Period,EffectiveCISpecifiedPeriod,CIOH_ Exchanged_ Document. Effective. CI_ Specified_ Period,0..1,The specified period for which this CIOH exchanged document is effective.,,Effective Period,UN01006533,,,,,,,,,,,0..0
2653,ASBIE,Composition,CIORH_ Exchanged_ Document,Effective,,,CI_ Specified Period,EffectiveCISpecifiedPeriod,CIORH_ Exchanged_ Document. Effective. CI_ Specified_ Period,0..1,The specified period within which this CIORH exchanged document is effective.,,Effective Period,UN01006677,,,,,,,,,,,0..0
2792,ASBIE,Composition,CIQ_ Exchanged_ Document,Effective,,,CI_ Specified Period,EffectiveCISpecifiedPeriod,CIQ_ Exchanged_ Document. Effective. CI_ Specified_ Period,0..1,The Cross Industry (CI) specified period within which this CIQ exchanged document is effective.,,Effective Period,UN01008358,,,,,,,,,,,0..0
