version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name
v4.1,583.0,3621,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",7,0..1,0..1,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,,（明細行参照）文書参照タイプコード,明細行参照文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ReferenceTypeCode,ReferenceTypeCode
v4,584.0,3623,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",9,0..1,0..1,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,（明細行参照）文書履歴ID,明細行参照文書履歴ID,この明細行が参照する文書の変更履歴を管理するID。,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,RevisionID,RevisionID
v4.3,585.0,3624,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",10,0..n,0..1,,Name,Text,D24A TDED 1000 Document name <Name of a document.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1000.htm,udt:TextType,,,,（明細行参照）文書名,明細行参照文書名,この明細行が参照する文書の名称,名前,インボイスの参照文書の名前（テキストで表現）。,UN01005589,BBIE,CI_ Referenced_ Document. Name. Text,"A name, expressed as text, for this CI referenced document.",Name,Name,Name
v4,586.0,3625,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",11,0..n,0..n,,Information,Text,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:TextType,,,,（明細行参照）文書情報,明細行参照文書情報,この明細行が参照する文書に記載の情報,情報,インボイスの参照文書に関する情報（テキストで表現）。,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,Information,Information
v4,587.0,3628,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",14,0..1,0..1,,Type,Document_ Code,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,qdt:DocumentCodeType,,,,（明細行参照）文書タイプコード,明細行参照文書タイプコード,この明細行が参照する文書の文書タイプを識別するコード。,タイプコード,参照されるインボイスの文書のタイプを指定するコード。,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,TypeCode,TypeCode
v4.3,595.0,3634,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",20,0..1,0..1,,Category,Code,JECxxxx / D24A TDED 1003 Document Type Identifier <Document type identifier such as INVOIC. See also 0065> (an..6)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:CodeType,,,,（明細行参照）文書類型コード,明細行参照文書類型コード,明細行が参照する参照文書の類型を識別するコード,カテゴリーコード,インボイスの参照文書のカテゴリを指定するコード。,UN01013318,BBIE,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,CategoryCode,CategoryCode
v4,596.0,3636,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",22,0..n,0..1,,Subtype,Code,JECxxxx D24A定義なし,udt:CodeType,,,,（明細行参照）文書サブタイプコード,明細行参照文書サブタイプコード,この明細行が参照する文書の文書サブタイプを識別するコード。,サブタイプコード,インボイスの参照文書のサブタイプを指定するコード。,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubtypeCode,SubtypeCode
v4,588.0,,2,Attribute,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])",,0..1,0..1,,Attachment,Binary Object,JECxxxx D24A定義なし,,,,,（明細行参照）文書添付ファイル,明細行参照文書添付ファイル,この参照文書に紐付く添付バイナリファイルの有無を指定,,,JPSxxxxxxx,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,,,AttachmentBinaryObject,
v4,319.0,3674,1,Class,CI_ Specified_ Period (Applicable/Billing),,,,,,,,ram:CISpecifiedPeriodType,,,,鑑ヘッダ取引期間クラス,インボイス文書取引期間クラス,鑑ヘッダ取引期間に関する情報からなるクラス,CI指定期間,インボイスの目的で指定された時間間隔。,UN01005608,ABIE,CI_ Specified_ Period. Details,An interval of time specified for Cross Industry (CI) purposes.,CI Specified Period,,
,,3675,,Attribute,CI_ Specified_ Period (Applicable/Billing),1,0..n,0..0,,Duration,Measure,,,,,,,,,,,UN01005609,BBIE,CI_ Specified_ Period. Duration. Measure,A measure of the length of time for this CI specified period.,Duration Measure,DurationMeasure,
,,3676,,Attribute,CI_ Specified_ Period (Applicable/Billing),2,0..1,0..0,,Inclusive,Indicator,,,,,,,,,,,UN01005610,BBIE,CI_ Specified_ Period. Inclusive. Indicator,The indication of whether or not start and end dates are included in this CI specified period.,Inclusive Indicator,InclusiveIndicator,
,,3677,,Attribute,CI_ Specified_ Period (Applicable/Billing),3,0..n,0..0,,Description,Text,TDED2118,,,,,,,,,,UN01005611,BBIE,CI_ Specified_ Period. Description. Text,A textual description of this CI specified period of time.,Description,Description,
v4,320.0,3678,2,Attribute,CI_ Specified_ Period (Applicable/Billing),4,0..1,0..1,,Start,Date Time,,udt:DateTimeType,,,,鑑ヘッダ取引開始日,インボイス文書取引開始日,インボイス文書の取引開始日,開始日時,インボイスで指定された期間の開始日、時刻、日付時刻、またはその他の日付時刻値。,UN01005612,BBIE,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,StartDateTime,StartDateTime
v4,321.0,3679,2,Attribute,CI_ Specified_ Period (Applicable/Billing),5,0..1,0..1,,End,Date Time,,udt:DateTimeType,,,,鑑ヘッダ取引終了日,インボイス文書取引終了日,インボイス文書の取引終了日,終了日時,インボイスで指定された期間の終了を示す日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005613,BBIE,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,EndDateTime,EndDateTime
,,3680,,Attribute,CI_ Specified_ Period (Applicable/Billing),6,0..1,0..0,,Complete,Date Time,,,,,,,,,,,UN01005614,BBIE,CI_ Specified_ Period. Complete. Date Time,"The date, time, date time or other date time value for a complete CI specified period of time, such as a specific month or a specific week.",Complete Date Time,CompleteDateTime,
,,3681,,Attribute,CI_ Specified_ Period (Applicable/Billing),7,0..1,0..0,,Season,Code,,,,,,,,,,,UN01005615,BBIE,CI_ Specified_ Period. Season. Code,The code specifying the season for this CI specified period.,Season Code,SeasonCode,
,,3682,,Attribute,CI_ Specified_ Period (Applicable/Billing),8,0..1,0..0,,Identification,Identifier,,,,,,,,,,,UN01005616,BBIE,CI_ Specified_ Period. Identification. Identifier,The unique identifier of this CI specified period.,ID,ID,
,,3683,,Attribute,CI_ Specified_ Period (Applicable/Billing),9,0..n,0..0,,Name,Text,,,,,,,,,,,UN01005617,BBIE,CI_ Specified_ Period. Name. Text,"A name, expressed as text, of this CI specified period.",Name,Name,
,,3684,,Attribute,CI_ Specified_ Period (Applicable/Billing),10,0..1,0..0,,Sequence,Numeric,,,,,,,,,,,UN01005618,BBIE,CI_ Specified_ Period. Sequence. Numeric,The sequence number for this CI specified period.,Sequence Number,SequenceNumeric,
,,3685,,Attribute,CI_ Specified_ Period (Applicable/Billing),11,0..1,0..0,,Start Date Flexibility,Code,,,,,,,,,,,UN01005619,BBIE,CI_ Specified_ Period. Start Date Flexibility. Code,The code specifying the flexibility of the start date of this CI specified period.,Start Date Flexibility Code,StartDateFlexibilityCode,
,,3686,,Attribute,CI_ Specified_ Period (Applicable/Billing),12,0..1,0..0,,Continuous,Indicator,,,,,,,,,,,UN01005620,BBIE,CI_ Specified_ Period. Continuous. Indicator,The indication of whether or not this CI specified period is continuous.,Continuous Indicator,ContinuousIndicator,
v4,473.0,3674,1,Class,CI_ Specified_ Period (Included/Specified/Billing),,,,,,,,ram:CISpecifiedPeriodType,,,,明細文書ヘッダ取引期間クラス,明細文書取引期間クラス,明細文書ヘッダの取引期間に関する情報からなるクラス,CI指定期間,インボイスの目的で指定された時間間隔。,UN01005608,ABIE,CI_ Specified_ Period. Details,An interval of time specified for Cross Industry (CI) purposes.,CI Specified Period,,
,,3675,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),1,0..n,0..0,,Duration,Measure,,,,,,,,,,,UN01005609,BBIE,CI_ Specified_ Period. Duration. Measure,A measure of the length of time for this CI specified period.,Duration Measure,DurationMeasure,
,,3676,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),2,0..1,0..0,,Inclusive,Indicator,,,,,,,,,,,UN01005610,BBIE,CI_ Specified_ Period. Inclusive. Indicator,The indication of whether or not start and end dates are included in this CI specified period.,Inclusive Indicator,InclusiveIndicator,
,,3677,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),3,0..n,0..0,,Description,Text,TDED2118,,,,,,,,,,UN01005611,BBIE,CI_ Specified_ Period. Description. Text,A textual description of this CI specified period of time.,Description,Description,
v4,474.0,3678,2,Attribute,CI_ Specified_ Period (Included/Specified/Billing),4,0..1,0..1,,Start,Date Time,,udt:DateTimeType,,,,明細文書ヘッダ取引開始日,明細文書取引開始日,この明細文書ヘッダの取引開始日,開始日時,インボイスで指定された期間の開始日、時刻、日付時刻、またはその他の日付時刻値。,UN01005612,BBIE,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,StartDateTime,StartDateTime
v4,475.0,3679,2,Attribute,CI_ Specified_ Period (Included/Specified/Billing),5,0..1,0..1,,End,Date Time,,udt:DateTimeType,,,,明細文書ヘッダ取引終了日,明細文書取引終了日,この明細文書ヘッダの取引終了日,終了日時,インボイスで指定された期間の終了を示す日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005613,BBIE,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,EndDateTime,EndDateTime
,,3680,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),6,0..1,0..0,,Complete,Date Time,,,,,,,,,,,UN01005614,BBIE,CI_ Specified_ Period. Complete. Date Time,"The date, time, date time or other date time value for a complete CI specified period of time, such as a specific month or a specific week.",Complete Date Time,CompleteDateTime,
,,3681,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),7,0..1,0..0,,Season,Code,,,,,,,,,,,UN01005615,BBIE,CI_ Specified_ Period. Season. Code,The code specifying the season for this CI specified period.,Season Code,SeasonCode,
,,3682,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),8,0..1,0..0,,Identification,Identifier,,,,,,,,,,,UN01005616,BBIE,CI_ Specified_ Period. Identification. Identifier,The unique identifier of this CI specified period.,ID,ID,
,,3683,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),9,0..n,0..0,,Name,Text,,,,,,,,,,,UN01005617,BBIE,CI_ Specified_ Period. Name. Text,"A name, expressed as text, of this CI specified period.",Name,Name,
,,3684,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),10,0..1,0..0,,Sequence,Numeric,,,,,,,,,,,UN01005618,BBIE,CI_ Specified_ Period. Sequence. Numeric,The sequence number for this CI specified period.,Sequence Number,SequenceNumeric,
,,3685,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),11,0..1,0..0,,Start Date Flexibility,Code,,,,,,,,,,,UN01005619,BBIE,CI_ Specified_ Period. Start Date Flexibility. Code,The code specifying the flexibility of the start date of this CI specified period.,Start Date Flexibility Code,StartDateFlexibilityCode,
,,3686,,Attribute,CI_ Specified_ Period (Included/Specified/Billing),12,0..1,0..0,,Continuous,Indicator,,,,,,,,,,,UN01005620,BBIE,CI_ Specified_ Period. Continuous. Indicator,The indication of whether or not this CI specified period is continuous.,Continuous Indicator,ContinuousIndicator,
v4,692.0,3674,1,Class,CI_ Specified_ Period (Included/Subordinate/Specified/Billing),,,,,,,,ram:CISpecifiedPeriodType,,,,明細行取引期間クラス,明細行取引期間クラス,明細行の取引期間に関する情報からなるクラス,CI指定期間,インボイスの目的で指定された時間間隔。,UN01005608,ABIE,CI_ Specified_ Period. Details,An interval of time specified for Cross Industry (CI) purposes.,CI Specified Period,,
