version,sme_nr,mbie_nr,acronym,level,multiplicity,multiplicity_sme,label_sme,definition_sme,level_csv,multiplicity_csv,label_csv,label_ja,definition_ja,UNID,DEN,short_name,definition,property_type,class_term,sequence,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,element,XML_element_name,xpath
v1,500,2420,ASBIE,4,0..1,0..1,決済合計金額グループ,明細文書ヘッダの合計金額に関するグループ,,,,金銭合計,CIILのサプライチェーン取引決済に指定されたCIILの取引決済の合計金額。,UN01005930,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,Monetary Summation,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,Composition,CIIL_ Supply Chain_ Trade Settlement,7,,Specified,,,ram:CIILTradeSettlementMonetarySummationType,CIIL_ Trade Settlement_ Monetary Summation (Included/Specified/Specified),,,SpecifiedCIILTradeSettlementMonetarySummation,SpecifiedCIILTradeSettlementMonetarySummation,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation
v1,501,2429,ABIE,4,,,合計金額クラス,明細文書ヘッダ合計金額に関する情報からなるクラス,,,,CIIL 金銭合計,CIILに対して指定された取引決済金額の合計の集合。,UN01006006,CIIL_ Trade Settlement_ Monetary Summation. Details,CIIL Monetary Summation,A collection of trade settlement monetary totals specified for this Cross Industry Invoice Line (CIIL).,Class,CIIL_ Trade Settlement_ Monetary Summation,,,,,,ram:CIILTradeSettlementMonetarySummationType,,,,,,
v4,502.0,2431,BBIE,5,0..n,0..1,明細文書ヘッダ追加請求合計金額,明細文書ヘッダレベルの追加請求合計金額=Σ明細文書ヘッダ追加請求金額,2,0..1,明細文書追加請求合計金額,請求合計金額,CIILの取引決済合計金額で報告される全請求金額の合計金額。,UN01006008,CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,Charge Total Amount,A monetary value of the total of all charge amounts being reported in this CIIL trade settlement monetary summation.,Attribute,CIIL_ Trade Settlement_ Monetary Summation,2,,Charge Total,Amount,,udt:AmountType,,,,ChargeTotalAmount,ChargeTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/ChargeTotalAmount
v4,503.0,2432,BBIE,5,0..n,0..1,明細文書ヘッダ返金合計金額,明細文書ヘッダレベルの返金合計金額=Σ明細文書ヘッダ返金金額,2,0..1,明細文書返金合計金額,手当合計額,CIILの取引決済合計金額で報告される、すべての手数料金額の合計金額。,UN01006009,CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,Allowance Total Amount,A monetary value of the total of all allowance amounts being reported in this CIIL trade settlement monetary summation.,Attribute,CIIL_ Trade Settlement_ Monetary Summation,3,,Allowance Total,Amount,,udt:AmountType,,,,AllowanceTotalAmount,AllowanceTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/AllowanceTotalAmount
v1,504.0,2434,BBIE,5,0..n,0..1,明細文書ヘッダ消費税合計額,明細文書ヘッダ消費税の合計税額=Σ（明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ税率別追加請求合計金額ー明細文書ヘッダ税率別返金合計金額）×税率,2,0..1,明細文書消費税合計額,税金合計額,CIILの取引決済合計金額で報告される、すべての税額の合計金額。,UN01006011,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,Tax Total Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Attribute,CIIL_ Trade Settlement_ Monetary Summation,5,,Tax Total,Amount,,udt:AmountType,,Amount. Currency. Identifier=Invoice_ Currency. Code,,TaxTotal[AmountCurrencyIdentifier=InvoiceCurrencyCode]Amount,TaxTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/TaxTotal[AmountCurrencyIdentifier=InvoiceCurrencyCode]Amount
v4.3,505.0,2434,BBIE,5,0..n,0..1,（日本円換算）明細文書ヘッダ消費税合計額,"外貨建て仕入明細書の場合の日本円に換算した消費税額。
日本円仕入明細書の場合は利用しない。",2,0..1,明細文書消費税合計額(日本円金額),税金合計額,CIILの取引決済合計金額で報告される、すべての税額の合計金額。,UN01006011,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,Tax Total Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Attribute,CIIL_ Trade Settlement_ Monetary Summation,5,,Tax Total,Amount,,udt:AmountType,,Amount. Currency. Identifier=Tax_ Currency. Code,,TaxTotal[AmountCurrencyIdentifier=TaxCurrencyCode]Amount,TaxTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/TaxTotal[AmountCurrencyIdentifier=TaxCurrencyCode]Amount
v4.3,506.0,,SC,6,0..1,1..1,（日本円換算）金額通貨属性ID,金額の通貨属性を指定する識別子,3,0..1,明細文書消費税合計額(日本円金額)通貨コード,,,,Amount. Currency. Identifier,,,Attribute,CIIL_ Trade Settlement_ Monetary Summation (Included/Specified/Specified),5.1,,Tax Total[Amount. Currency. Identifier=Tax_ Currency. Code]. Amount/@Currency,Identifier,,,,,,TaxTotal[AmountCurrencyID=TaxCurrencyCode]Amount@CurrencyID,@CurrencyID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/TaxTotal[AmountCurrencyIdentifier=TaxCurrencyCode]Amount/@CurrencyID
v1,507.0,2439,BBIE,5,0..n,0..1,明細文書ヘッダ総合計金額（税抜き）,明細文書ヘッダ総合計金額（税抜き）=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額,2,0..1,明細文書総合計金額（税抜き）,グロス明細行合計金額,CIILの取引決済合計金額において報告される、行レベルの手数料・割増金・税金を除く行合計金額の金額。,UN01008455,CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,Gross Line Total Amount,"A monetary value of the line amount total, excluding line level allowances and charges and taxes, being reported in this CIIL trade settlement monetary summation.",Attribute,CIIL_ Trade Settlement_ Monetary Summation,10,,Gross_ Line Total,Amount,,udt:AmountType,,,,GrossLineTotalAmount,GrossLineTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrossLineTotalAmount
v1,508.0,2440,BBIE,5,0..n,0..1,明細文書ヘッダ譲渡資産合計金額(税抜き),Σ明細行譲渡資産金額（税抜き）,2,0..1,明細文書譲渡資産合計金額(税抜き),ネット明細行合計金額,CIILの取引決済合計金額において報告される、行レベルの手数料・割増金を含み、行レベルの税金を除く、ライン金額総額の金額。,UN01008456,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,Net Line Total Amount,"A monetary value of the line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIIL trade settlement monetary summation.",Attribute,CIIL_ Trade Settlement_ Monetary Summation,11,,Net_ Line Total,Amount,,udt:AmountType,,,,NetLineTotalAmount,NetLineTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetLineTotalAmount
v2,509.0,2441,BBIE,5,0..n,0..1,明細文書ヘッダ譲渡資産合計金額(税込み),Σ明細文書明細行譲渡資産金額（税込み）,2,0..1,明細文書譲渡資産合計金額(税込み),税込みネット明細行合計金額,CIILの取引決済合計金額において報告される、行レベルの手数料、課徴金、税を含むライン金額総額の金額。,UN01008457,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,Net Line Total Amount Including Taxes,"A monetary value of the line amount total, including line level allowances, charges, and taxes, being reported in this CIIL trade settlement monetary summation.",Attribute,CIIL_ Trade Settlement_ Monetary Summation,12,,Net Including Taxes_ Line Total,Amount,,udt:AmountType,,,,NetIncludingTaxesLineTotalAmount,NetIncludingTaxesLineTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetIncludingTaxesLineTotalAmount
v4,510.0,2442,BBIE,5,0..1,0..1,明細文書ヘッダ総合計金額（税込み）,明細文書ヘッダ総合計金額（税込み）=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額,2,0..1,明細文書総合計金額（税込み）,合計金額,CIILの取引決済における金銭的総額の金額。,UN01011519,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,Grand Total Amount,The monetary value of the grand total amount of this CIIL trade settlement monetary summation.,Attribute,CIIL_ Trade Settlement_ Monetary Summation,13,,Grand Total,Amount,,udt:AmountType,,,,GrandTotalAmount,GrandTotalAmount,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrandTotalAmount
v4,511,2422,ASBIE,4,0..1,0..1,決済参照対象物グループ,"明細文書ヘッダの参照インボイス対象物に関するグループ
　→「IBT-018]へマッピング",,,,請求書書類,CIILのサプライチェーン取引決済から参照されるCI文書。,UN01005932,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,Invoice Document,The Cross Industry (CI) invoice document referenced from this CIIL supply chain trade settlement.,Composition,CIIL_ Supply Chain_ Trade Settlement,9,,Invoice_ Referenced,,,ram:CIReferencedDocumentType,CI_ Referenced_ Document (Included/Specified/Invoice_ Referenced),,,InvoiceReferencedCIReferencedDocument,InvoiceReferencedCIReferencedDocument,////IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4,512,3614,ABIE,4,,,参照ス対象物クラス,明細文書ヘッダの参照インボイス対象物クラス,,,,CI参照文書,インボイスの目的で参照される文書、印刷物、または電子媒体。,UN01005579,CI_ Referenced_ Document. Details,CI Referenced Document,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",Class,CI_ Referenced_ Document (Included/Specified/Invoice_ Referenced),,,,,,ram:CIReferencedDocumentType,,,,,,
v4,513.0,3615,BBIE,5,0..1,1..1,（明細文書ヘッダ参照）インボイス対象物ID,この明細文書ヘッダが参照するインボイス対象物に記載の文書ID,3,0..1,明細文書参照対象物ID,発行者割り当てID,インボイスの参照文書に対して発行者が割り当てた識別子。,UN01005580,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,Issuer Assigned ID,The issuer assigned identifier for this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Specified/Invoice_ Referenced),1,,Issuer Assigned_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,IssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssuerAssignedID
v4,514.0,3617,BBIE,5,0..1,0..1,（明細文書ヘッダ参照）インボイス対象物発行日,この明細文書ヘッダが参照するインボイス対象物に記載の発行日付,3,0..1,明細文書参照対象物発行日,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,CI_ Referenced_ Document. Issue. Date Time,Issue Date Time,The date or date time for the issuance of this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Specified/Invoice_ Referenced),3,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,IssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssueDateTime
v4,515.0,3621,BBIE,5,0..1,0..1,（明細文書ヘッダ参照）文書参照タイプコード,この明細文書ヘッダが参照する文書の参照タイプを識別するコード,3,0..1,明細文書参照対象物参照タイプコード,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,CI_ Referenced_ Document. Reference_ Type. Code,Reference Type Code,The code specifying the reference type of this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Specified/Invoice_ Referenced),7,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,,ReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/ReferenceTypeCode
v4,516.0,3623,BBIE,5,0..1,0..1,（明細文書ヘッダ参照）インボイス対象物履歴ID,この明細文書ヘッダが参照するインボイス対象物の変更履歴を管理するID,3,0..1,明細文書参照対象物履歴ID,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,CI_ Referenced_ Document. Revision_ Identification. Identifier,Revision ID,The unique identifier for a revision of this CI referenced document.,Attribute,CI_ Referenced_ Document (Included/Specified/Invoice_ Referenced),9,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,RevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/RevisionID
v4,517.0,3625,BBIE,5,0..n,0..1,（明細文書ヘッダ参照）インボイス対象物説明,この明細文書ヘッダが参照するインボイス対象物の説明,3,0..1,明細文書参照対象物説明,情報,インボイスの参照文書に関する情報（テキストで表現）。,UN01006415,CI_ Referenced_ Document. Information. Text,Information,"Information, expressed as text, for this CI referenced document.",Attribute,CI_ Referenced_ Document (Included/Specified/Invoice_ Referenced),11,,Information,Text,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:TextType,,,,Information,Information,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/Information
