nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_sme,label_csv,definition_sme,multiplicity_sme,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,accounting,JP PINT v1.0,Id,Business Term,Card.
493,ヘッダ部,UN01005714,BBIE,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,,,,,,明細文書ヘッダ追加請求理由コード,明細文書追加請求理由コード,この明細文書ヘッダ追加請求の理由を識別するコード,0..1,,,v4.1,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AllowanceChargeReasonCode_D23A.xsd,UN/CEFACT, , ,,＊,＊,＊,＊,,★,IBT-105,> Document level charge reason code,0..1
494,ヘッダ部,UN01005715,BBIE,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,,,,,,明細文書ヘッダ追加請求理由,明細文書追加請求理由,この明細行の追加請求理由（内容）の説明,0..1,,,v4.1,,, , ,,＊,＊,＊,＊,,★,IBT-104,> Document level charge reason,0..1
495,ヘッダ部,UN01008286,BBIE,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,,,,,,明細文書ヘッダ追加請求計算根拠金額,明細文書追加請求計算根拠金額,この明細文書ヘッダ追加請求の計算根拠となる金額,0..1,,,v4.1,,, , ,,＊,＊,＊,,,★,IBT-100,> Document level charge base amount,0..1
,,UN01005716,ASBIE,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,,,,,,追加請求税グループ,明細文書追加請求税,明細文書ヘッダ追加請求の税に関するグループ,0..n,,,v4.1,,,,,,,,,,,,,,
,,UN01005832,ABIE,,,,,CI_ Trade_ Tax. Details,,,,,,,,,,追加請求税クラス,,明細文書ヘッダ追加請求の税クラス,,,,v4.1,,,,,,,,,,,,,,
498,ヘッダ部,UN01005841,BBIE,,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,,,明細文書ヘッダ追加請求課税分類コード,明細文書追加請求課税分類コード,明細文書ヘッダ追加請求の課税分類コード,1..1,,,v4.1,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,UN/CEFACT,"コード値
選択入力","デフォルト
＝S（標準税率）",,＊,＊,＊,＊,,★,IBT-103,> Document level charge TAX rate,0..1
499,ヘッダ部,UN01007174,BBIE,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,,,明細文書ヘッダ追加請求税率,明細文書追加請求税率,明細文書ヘッダ追加請求の税率,0..1,,,v4.1,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf, , , ,,＊,＊,＊,＊,,☆,IBT-102,> Document level charge TAX category code,1..1
,,UN01005929,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,,,,,,,,,,,決済支払条件グループ,支払条件,インボイス文書の支払条件に関するグループ,0..n,,,v4,,,,,,,,,,,,,,
,,UN01005779,ABIE,,,,CI_ Trade_ Payment Terms. Details,,,,,,,,,,,支払条件クラス,,取引決済の目的で支払が行われる、あるいは行われた条件のクラス,,,,v4,,,,,,,,,,,,,,
324,ヘッダ部,UN01005780,BBIE,,,,,CI_ Trade_ Payment Terms. Identification. Identifier,,,,,,,,,,支払条件ID,支払条件ID,支払条件のID,0..1,,,v4.1,D24A TDED 4277 Payment terms description identifier <Identification of the terms of payment between the parties to a transaction (generic term).> (an..17) コードが定義されているが、UN/ECE Recommendation No. 17 Paytermsの使用を推奨 https://service.unece.org/trade/untdid/d23a/tred/tred4277.htm | XMLSchema /uncefact/identifierlist/standard/UNECE_PaymentTermsDescriptionIdentifier_D23A.xsd,　, , ,,＊,＊,＊,,,★,IBT-187,> Terms payment instructions ID,o..1
325,ヘッダ部,UN01005783,BBIE,,,,,CI_ Trade_ Payment Terms. Description. Text,,,,,,,,,,支払条件説明,支払条件説明,支払条件の文字による説明,0..1,,,v4,D24A TDED 4276 Payment terms description <Free form description of the conditions of payment between the parties to a transaction.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred4276.htm,, , ,,＊,＊,＊,＊,,★,IBT-020,> Payment terms,0..1
326,ヘッダ部,UN01005784,BBIE,,,,,CI_ Trade_ Payment Terms. Due Date. Date Time,,,,,,,,,,支払期日,支払期日,支払条件で示された支払期日,0..1,,,v4,,, , ,,●,●,●,●,,★,IBT-009,Payment due date,0..1
327,ヘッダ部,UN01008502,BBIE,,,,,CI_ Trade_ Payment Terms. Type. Code,,,,,,,,,,支払条件タイプコード,支払条件タイプコード,取引決済の支払条件のタイプを識別するコード,0..1,,,v4,UNCL4279 D24Aと一致. / UNTDED 4279 Payment terms type code qualifier <Code qualifying the type of payment terms.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4279.htm | XMLSchema /uncefact/codelist/standard/UNECE_PaymentTermsTypeCode_D23A.xsd,UN/CEFACT, , ,,＊,＊,＊,,,,,,
328,ヘッダ部,UN01015539,BBIE,,,,,CI_ Trade_ Payment Terms. Instructed. Amount,,,,,,,,,,支払条件金額,支払条件金額,支払条件の金額,0..1,,,v4.2,,, , ,,＊,＊,＊,,,★,IBT-176,> Terms amount,0..1
,,UN01005930,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,,,,,,,,,,,決済合計金額グループ,,明細文書ヘッダの合計金額に関するグループ,0..1,,,v1,,,,,,,,,,,,,,
,,UN01006006,ABIE,,,,CIIL_ Trade Settlement_ Monetary Summation. Details,,,,,,,,,,,合計金額クラス,,明細文書ヘッダ合計金額に関する情報からなるクラス,,,,v1,,,,,,,,,,,,,,
502,ヘッダ部,UN01006008,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,,,,,,,,,,明細文書ヘッダ追加請求合計金額,明細文書追加請求合計金額,明細文書ヘッダレベルの追加請求合計金額=Σ明細文書ヘッダ追加請求金額,0..1,,,v4,,, , ,,●,●,●,●,,★,IBT-108,> Sum of charges on document level,0..1
503,ヘッダ部,UN01006009,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,,,,,,,,,,明細文書ヘッダ返金合計金額,明細文書返金合計金額,明細文書ヘッダレベルの返金合計金額=Σ明細文書ヘッダ返金金額,0..1,,,v4,,, , ,,●,●,●,●,,★,IBT-107,> Sum of allowances on document level,0..1
504,ヘッダ部,UN01006011,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,,,,,,明細文書ヘッダ消費税合計額,明細文書消費税合計額,明細文書ヘッダ消費税の合計税額=Σ（明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ税率別追加請求合計金額ー明細文書ヘッダ税率別返金合計金額）×税率,0..1,Amount. Currency. Identifier=Invoice_ Currency. Code,,v1,,,,,,●,●,●,●,,☆,IBT-110,> Invoice total TAX amount,1..1
505,ヘッダ部,UN01006011,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,,,,,,（日本円換算）明細文書ヘッダ消費税合計額,明細文書消費税合計額(日本円金額),"外貨建て仕入明細書の場合の日本円に換算した消費税額。
日本円仕入明細書の場合は利用しない。",0..1,Amount. Currency. Identifier=Tax_ Currency. Code,,v4.3,,ISO,"コード値
固定入力",＝JPY（日本円）,,＊,＊,＊,＊,,★,IBT-111,> Invoice total TAX amount in tax accounting currency,0..1
506,ヘッダ部,,SC,,,,,,Amount. Currency. Identifier,,,,,,,,,（日本円換算）金額通貨属性ID,明細文書消費税合計額(日本円金額)通貨コード,金額の通貨属性を指定する識別子,1..1,,,v4.3,,,,,,,,,,,,,,
507,ヘッダ部,UN01008455,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,,,,,,,,,,明細文書ヘッダ総合計金額（税抜き）,明細文書総合計金額（税抜き）,明細文書ヘッダ総合計金額（税抜き）=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額,0..1,,,v1,,,,,,●,●,●,●,,☆,IBT-109,> Invoice total amount without TAX,1..1
508,ヘッダ部,UN01008456,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,,,,,,,,,,明細文書ヘッダ譲渡資産合計金額(税抜き),明細文書譲渡資産合計金額(税抜き),Σ明細行譲渡資産金額（税抜き）,0..1,,,v1,,,,,,●,●,●,●,,☆,IBT-106,> Sum of Invoice line net amount,1..1
509,ヘッダ部,UN01008457,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,,,,,,,,,,明細文書ヘッダ譲渡資産合計金額(税込み),明細文書譲渡資産合計金額(税込み),Σ明細文書明細行譲渡資産金額（税込み）,0..1,,,v2,,,,,,□,□,□,□,,,,,
510,ヘッダ部,UN01011519,BBIE,,,,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,,,,,,,,明細文書ヘッダ総合計金額（税込み）,明細文書総合計金額（税込み）,明細文書ヘッダ総合計金額（税込み）=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額,0..1,,,v4,,,,,,●,●,●,●,,☆,IBT-112,> Invoice total amount with TAX,1..1
,,UN01005932,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,,,,,,,,,,決済参照対象物グループ,,"明細文書ヘッダの参照インボイス対象物に関するグループ
　→「IBT-018]へマッピング",0..1,,,v4,,,,,,,,,,,,,,
,,UN01005579,ABIE,,,,CI_ Referenced_ Document. Details,,,,,,,,,,,参照ス対象物クラス,,明細文書ヘッダの参照インボイス対象物クラス,,,,v4,,,,,,,,,,,,,,
513,ヘッダ部,UN01005580,BBIE,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,,,,（明細文書ヘッダ参照）インボイス対象物ID,明細文書参照対象物ID,この明細文書ヘッダが参照するインボイス対象物に記載の文書ID,1..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,, , ,,●,●,●,,,★,IBT-018,Invoiced object identifier,0..1
514,ヘッダ部,UN01005582,BBIE,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,,,,（明細文書ヘッダ参照）インボイス対象物発行日,明細文書参照対象物発行日,この明細文書ヘッダが参照するインボイス対象物に記載の発行日付,0..1,,,v4,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",, , ,,＊,＊,＊,,,,,,
515,ヘッダ部,UN01005586,BBIE,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,,,,,,,,（明細文書ヘッダ参照）文書参照タイプコード,明細文書参照対象物参照タイプコード,この明細文書ヘッダが参照する文書の参照タイプを識別するコード,0..1,,,v4,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,UN/CEFACT,,,,＊,＊,＊,,,★,IBT-018-1,The identification scheme identifier of the Invoiced object identifier.,0..1
516,ヘッダ部,UN01005588,BBIE,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,,,,（明細文書ヘッダ参照）インボイス対象物履歴ID,明細文書参照対象物履歴ID,この明細文書ヘッダが参照するインボイス対象物の変更履歴を管理するID,0..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm, , , ,,＊,＊,＊,,,,,,
517,ヘッダ部,UN01006415,BBIE,,,,,CI_ Referenced_ Document. Information. Text,,,,,,,,,,（明細文書ヘッダ参照）インボイス対象物説明,明細文書参照対象物説明,この明細文書ヘッダが参照するインボイス対象物の説明,0..1,,,v4,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,, , ,,＊,＊,＊,,,,,,
,,JPSxxxxxxxx,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,,,,,決済入札書グループ,,明細文書ヘッダ決済の入札書に関するグループ,0..1,Type. Code='758',,v4,,,,,,,,,,,,,,
,,UN01005579,ABIE,,,,CI_ Referenced_ Document. Details,,,,,,,,,,,参照入札書クラス,,明細文書ヘッダ参照の入札書クラス,,,,v4,,,,,,,,,,,,,,
520,ヘッダ部,UN01005580,BBIE,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,,,,（明細文書ヘッダ参照）入札書ID,明細文書参照入札書ID,この明細文書ヘッダ参照入札書の文書ID,1..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm, , , ,,●,●,●,,,★,IBT-017,Tender or lot reference,0..1
521,ヘッダ部,UN01005582,BBIE,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,,,,,,（明細文書ヘッダ参照）入札書発行日,明細文書参照入札書発行日,この明細文書ヘッダ参照入札書に記載の発行日付,0..1,,,v4,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",, , ,,＊,＊,＊,,,,,,
522,ヘッダ部,UN01005588,BBIE,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,,,,,,（明細文書ヘッダ参照）入札書履歴ID,明細文書参照入札書履歴ID,この明細文書ヘッダ参照入札書の変更履歴を管理するID。,0..1,,,v4,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,  , , ,,＊,＊,＊,,,,,,
523,ヘッダ部,UN01006415,BBIE,,,,,CI_ Referenced_ Document. Information. Text,,,,,,,,,,（明細文書ヘッダ参照）入札書説明,明細文書参照入札書説明,この明細文書ヘッダ参照入札書の説明,0..1,,,v4,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,, , ,,＊,＊,＊,,,,,,
524,ヘッダ部,UN01009672,BBIE,,,,,CI_ Referenced_ Document. Type. Code,,,,,,,,,,（明細文書ヘッダ参照）文書タイプコード,明細文書参照入札書文書タイプコード,"この明細文書ヘッダ参照文書の文書タイプを識別するコード
＝「758」(Tender：入札書)
　　→JP-PINT[IBT-017]へマッピング",0..1,,758,v4,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,UN/CEFACT,"コード値
固定入力",＝758（Tender）,,●,●,●,,,,,,
525,ヘッダ部,UN01014899,BBIE,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,,,,,,（明細文書ヘッ参照）文書サブタイプコード,明細文書参照入札書文書サブタイプコード,この明細文書ヘッダ参照文書の文書サブタイプを識別するコード,0..1,,,v4,JECxxxx D24A定義なし,JEC, , ,,＊,＊,＊,,,,,,
,,JPSxxxxxxxx,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,,,,,,,,,,,決済参照文書グループ,明細文書参照文書,明細文書ヘッダ決済の参照文書に関するグループ,0..n,not(Type. Code='758'),,v4.1,,,,,,,,,,,,,,
,,UN01005579,ABIE,,,,CI_ Referenced_ Document. Details,,,,,,,,,,,参照文書クラス,,明細文書ヘッダの参照文書クラス,,,,v4.1,,,,,,,,,,,,,,
535,ヘッダ部,JPSxxxxxxx,BBIE,,,,,CI_ Referenced_ Document. Attachment. Binary Object,,,,,,,,,,（明細文書ヘッダ参照）文書添付ファイル判別子,明細文書参照文書添付ファイル判別子,この参照文書に紐付く添付バイナリファイルの有無を指定,0..1,,,v4.1,JECxxxx D24A定義なし,JEC, , ,,＊,＊,＊,,,,,,
528,ヘッダ部,UN01005580,BBIE,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,,,,,,（明細文書ヘッダ参照）文書ID,明細文書参照文書ID,この明細文書ヘッダが参照する文書のID,1..1,,,v4.1,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,  , , ,,●,●,●,●,,☆,IBT-122,> Supporting document reference,1..1
529,ヘッダ部,UN01005581,BBIE,,,,,CI_ Referenced_ Document. URI_ Identification. Identifier,,,,,,,,,,（明細文書ヘッダ参照）文書URL_ID,明細文書参照文書URL_ID,この文書が参照する文書が所在するURL_ID,0..1,,,v4.3,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm, ,  , ,,●,●,●,●,,★,IBT-124,> External document location,"0,,1"
