version,sme_nr,UNID,acronym,type,level,label_local,multiplicity,multiplicity_SME,mbie_nr,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4.3,493,UN01006011,BBIE,A,5,明細文書ヘッダ消費税合計額(外貨建て請求書の日本円金額),0..n,0..1,2434,CIIL_ Trade Settlement_ Monetary Summation,5,,Tax Total,Amount,,"外貨建て請求書の場合の日本円に換算した消費税額。
日本円請求書の場合は利用しない。","通貨コード
ISO4217",,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,Tax Total Amount,DocumentMonetarySummationTaxTotalAmount,TaxTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/TaxTotalAmount
v1,494,UN01008455,BBIE,A,5,明細文書ヘッダ総合計金額（税抜き）,0..n,0..1,2439,CIIL_ Trade Settlement_ Monetary Summation,10,,Gross_ Line Total,Amount,,"明細文書ヘッダ総合計金額（税抜き）
'=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額",,,CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,"A monetary value of the line amount total, excluding line level allowances and charges and taxes, being reported in this CIIL trade settlement monetary summation.",Gross Line Total Amount,ItemMonetarySummationGrossLineTotalAmount,GrossLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrossLineTotalAmount
v1,495,UN01008456,BBIE,A,5,明細文書ヘッダ譲渡資産合計金額(税抜き),0..n,0..1,2440,CIIL_ Trade Settlement_ Monetary Summation,11,,Net_ Line Total,Amount,,=Σ明細行譲渡資産金額（税抜き）,,,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount,ItemMonetarySummationNetLineTotalAmount,NetLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetLineTotalAmount
v2,496,UN01008457,BBIE,A,5,明細文書ヘッダ譲渡資産合計金額(税込み),0..n,0..1,2441,CIIL_ Trade Settlement_ Monetary Summation,12,,Net Including Taxes_ Line Total,Amount,,=Σ明細文書明細行譲渡資産金額（税込み）,,,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,"A monetary value of the line amount total, including line level allowances, charges, and taxes, being reported in this CIIL trade settlement monetary summation.",Net Line Total Amount Including Taxes,ItemMonetarySummationNetTaxesLineTotalAmount,NetIncludingTaxesLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/NetIncludingTaxesLineTotalAmount
v4,497,UN01011519,BBIE,A,5,明細文書ヘッダ総合計金額（税込み）,0..1,0..1,2442,CIIL_ Trade Settlement_ Monetary Summation,13,,Grand Total,Amount,,"明細文書ヘッダ総合計金額（税込み）
'=明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額",,,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,The monetary value of the grand total amount of this CIIL trade settlement monetary summation.,Grand Total Amount,DocumentMonetarySummationGrandTotalAmount,GrandTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCIILTradeSettlementMonetarySummation/GrandTotalAmount
v4,498,UN01006004,ASBIE,C,4,明細文書ヘッダ決済／参照インボイス対象物グループ,0..1,0..n,2422,CIIL_ Supply Chain_ Trade Settlement,9,,Invoice_ Referenced,,CI_ Referenced_ Document,"明細文書ヘッダの参照インボイス対象物に関するグループ
　→「IBT-018]へマッピング",,,CIIL_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) invoice document referenced from this CIIL supply chain trade settlement.,Invoice Document,DocumentInvoiceReferencedReferencedDocument,InvoiceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4,500,UN01005580,BBIE,A,5,（明細文書ヘッダ参照）インボイス対象物ID,0..1,1..1,3615,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,この明細文書ヘッダが参照するインボイス対象物に記載の文書ID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,DocumentInvoiceReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssuerAssignedID
v4,501,UN01005582,BBIE,A,5,（明細文書ヘッダ参照）インボイス対象物発行日,0..1,0..1,3617,CI_ Referenced_ Document,3,,Issue,Date Time,,この明細文書ヘッダが参照するインボイス対象物に記載の発行日付,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentInvoiceReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssueDateTime
v4,502,UN01005586,BBIE,A,5,（明細文書ヘッダ参照）文書参照タイプコード,0..1,0..1,3621,CI_ Referenced_ Document,7,,Reference_ Type,Code,,この明細文書ヘッダが参照する文書の参照タイプを識別するコード,UNCL1153,,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,DocumentInvoiceReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/ReferenceTypeCode
v4,503,UN01005588,BBIE,A,5,（明細文書ヘッダ参照）インボイス対象物履歴ID,0..1,0..1,3623,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,この明細文書ヘッダが参照するインボイス対象物の変更履歴を管理するID,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentInvoiceReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/RevisionID
v4,504,UN01009672,BBIE,A,5,（明細文書ヘッダ参照）文書タイプコード,0..1,0..1,3628,CI_ Referenced_ Document,14,,Type,Code,,この明細文書ヘッダが参照するインボイス対象物の文書タイプを識別するコード,UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,DocumentInvoiceReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/TypeCode
v4,505,UN01014899,BBIE,A,5,（明細文書ヘッダ参照）文書サブタイプコード,0..n,0..1,3636,CI_ Referenced_ Document,22,,Subtype,Code,,この明細文書ヘッダが参照するインボイス対象物の文書サブタイプを識別するコード,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,DocumentInvoiceReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/SubtypeCode
v4,506,UN01006005,ASBIE,C,4,明細文書ヘッダ決済／入札書グループ,0..n,0..1,2423,CIIL_ Supply Chain_ Trade Settlement,10,,Additional_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダ決済の入札書に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from this CIIL supply chain trade settlement.,Additional Document,DocumentReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument
v4,508,UN01005580,BBIE,A,5,（明細文書ヘッダ参照）入札書ID,0..1,1..1,3615,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,この明細文書ヘッダ参照入札書の文書ID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,DocumentReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/IssuerAssignedID
v4,509,UN01005582,BBIE,A,5,（明細文書ヘッダ参照）入札書発行日,0..1,0..1,3617,CI_ Referenced_ Document,3,,Issue,Date Time,,この明細文書ヘッダ参照入札書に記載の発行日付,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/IssueDateTime
v4.1,510,UN01005586,BBIE,A,5,（明細文書ヘッダ参照）文書参照タイプコード,0..1,0..1,3621,CI_ Referenced_ Document,7,,Reference_ Type,Code,,この明細文書ヘッダ参照入札書の参照タイプを識別するコード。,UNCL1153,,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,DocumentReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/ReferenceTypeCode
v4,511,UN01005588,BBIE,A,5,（明細文書ヘッダ参照）入札書履歴ID,0..1,0..1,3623,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,この明細文書ヘッダ参照入札書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/RevisionID
v4,512,UN01006415,BBIE,A,5,（明細文書ヘッダ参照）入札書説明,0..n,0..1,3625,CI_ Referenced_ Document,11,,Information,Text,,この明細文書ヘッダ参照入札書の説明,,,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,DocumentReferencedDocumentInformationText,Information,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/Information
v4,513,UN01009672,BBIE,A,5,（明細文書ヘッダ参照）文書タイプコード,0..1,0..1,3628,CI_ Referenced_ Document,14,,Type,Code,,"この明細文書ヘッダ参照文書の文書タイプを識別するコード
＝「758」(Tender：入札書)
　　→JP-PINT[IBT-017]へマッピング",UNCL1001,,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,DocumentReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/TypeCode
v4,514,UN01011455,BBIE,A,5,（明細文書ヘッダ参照）文書添付ファイル,0..n,0..1,3629,CI_ Referenced_ Document,15,,Attachment,Binary Object,,"この参照文書に紐付く添付バイナリファイルの有無を指定
ありの場合は紐付ける「添付バイナリファイルID（UN01006015）」をBASE64で入力",JECxxxx,,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,DocumentReferencedDocumentAttachmentBinaryObject,AttachmentBinaryObject,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/AttachmentBinaryObject
v4,515,UN01014899,BBIE,A,5,（文書ヘッ参照）文書サブタイプコード,0..n,0..1,3636,CI_ Referenced_ Document,22,,Subtype,Code,,この明細文書ヘッダ参照文書の文書サブタイプを識別するコード,JECxxxx,,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,DocumentReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/SubtypeCode
v4.1,516,UN01006005,ASBIE,C,4,明細文書ヘッダ決済／参照文書グループ,0..n,0..n,2423,CIIL_ Supply Chain_ Trade Settlement,10,,Additional_ Referenced,,CI_ Referenced_ Document,明細文書ヘッダ決済の参照文書に関するグループ,,,CIIL_ Supply Chain_ Trade Settlement. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from this CIIL supply chain trade settlement.,Additional Document,DocumentReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument
v4.1,518,UN01005580,BBIE,A,5,（明細文書ヘッダ参照）文書ID,0..1,1..1,3615,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,この明細文書ヘッダが参照する文書のID,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,DocumentReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/IssuerAssignedID
v4.3,519,UN01005581,BBIE,A,5,（明細文書ヘッダ参照）文書URL_ID,0..1,0..1,3616,CI_ Referenced_ Document,2,,URI_ Identification,Identifier,,この文書が参照する文書が所在するURL_ID,,,CI_ Referenced_ Document. URI_ Identification. Identifier,The unique Uniform Resource Identifier (URI) for this CI referenced document.,URI,DocumentReferencedDocumentURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/URIID
v4.1,520,UN01005582,BBIE,A,5,（明細文書ヘッダ参照）文書発行日,0..1,0..1,3617,CI_ Referenced_ Document,3,,Issue,Date Time,,この明細文書ヘッダが参照する文書に記載の発行日付,,,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,DocumentReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/IssueDateTime
v4.1,521,UN01005586,BBIE,A,5,（明細文書ヘッダ参照）文書参照タイプコード,0..1,0..1,3621,CI_ Referenced_ Document,7,,Reference_ Type,Code,,この明細文書ヘッダが参照する文書の参照タイプを識別するコード。,UNCL1153,,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,DocumentReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/ReferenceTypeCode
v4.1,522,UN01005588,BBIE,A,5,（明細文書ヘッダ参照）文書履歴ID,0..1,0..1,3623,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,この明細文書ヘッダの参照文書の変更履歴を管理するID。,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,DocumentReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/AdditionalReferencedCIReferencedDocument/RevisionID
