version,sme_nr,mbie_nr,level,property_type,class_term,sequence,identifier,property_term,multiplicity,multiplicity_SME,representation_term,code_list,attribute,associated_class,label_local,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4.1,49,3621,2,Attribute,CI_ Referenced_ Document,7,,Reference_ Type,0..1,0..1,Code,UNCL1153,,,（鑑ヘッダ参照）文書参照タイプコード,この調整で参照するインボイス文書の参照タイプを指定するコード,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,ExchangedReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/ReferenceTypeCode
,,3622,,Attribute,CI_ Referenced_ Document,8,,Global_ Identification,0..1,0..0,Identifier,UNCL1004,,,,,UN01005587,BBIE,CI_ Referenced_ Document. Global_ Identification. Identifier,The unique global identifier for this CI referenced document.,Global ID,,GlobalID,
v4,50,3623,2,Attribute,CI_ Referenced_ Document,9,,Revision_ Identification,0..1,0..1,Identifier,,,,（鑑ヘッダ参照）文書履歴ID,インボイス文書が参照する文書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,ExchangedReferenceDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/RevisionID
v4.3,577,3624,2,Attribute,CI_ Referenced_ Document,10,,Name,0..n,0..1,Text,,,,（明細行参照）文書名,この明細行が参照する文書の名称,UN01005589,BBIE,CI_ Referenced_ Document. Name. Text,"A name, expressed as text, for this CI referenced document.",Name,SubordinateDocumentReferencedDocumentName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/AdditionalReferencedCIReferencedDocument/Name
v4.2,51,3625,2,Attribute,CI_ Referenced_ Document,11,,Information,0..n,0..1,Text,,,,（鑑ヘッダ参照）文書情報,インボイス文書が参照する参照文書に記載の情報,UN01006415,BBIE,CI_ Referenced_ Document. Information. Text,"Information, expressed as text, for this CI referenced document.",Information,ExchangedReferenceDocumentInformationText,InformationText,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/Information
,,3626,,Attribute,CI_ Referenced_ Document,12,,Previous Revision_ Identification,0..n,0..0,Identifier,UNCL1004,,,,,UN01007143,BBIE,CI_ Referenced_ Document. Previous Revision_ Identification. Identifier,An identifier for a previous revision of this CI referenced document.,Previous Revision ID,,PreviousRevisionID,
,,3627,,Attribute,CI_ Referenced_ Document,13,,Section Name,0..n,0..0,Text,,,,,,UN01007144,BBIE,CI_ Referenced_ Document. Section Name. Text,"A section name, expressed as text, for this CI referenced document.",Section Name,,SectionName,
v4,52,3628,2,Attribute,CI_ Referenced_ Document,14,,Type,0..1,0..1,Code,UNCL1001,,,（鑑ヘッダ参照）文書タイプコード,インボイス文書が参照する参照文書の文書タイプを識別するコード,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,ExchangedReferenceDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/TypeCode
v4,53,3629,2,Attribute,CI_ Referenced_ Document,15,,Attachment,0..n,0..1,Binary Object,JECxxxx,,,（鑑ヘッダ参照）文書添付ファイル,"この参照文書に紐付く添付バイナリファイルの有無を指定
ありの場合は紐付ける「添付バイナリファイルID（UN01006015）」をBASE64で入力",UN01011455,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,ExchangedReferenceDocumentAttachmentBinaryObject,AttachmentBinaryObject,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/AttachmentBinaryObject
,,3630,,Attribute,CI_ Referenced_ Document,16,,Page,0..1,0..0,Identifier,UNCL1212,,,,,UN01012725,BBIE,CI_ Referenced_ Document. Page. Identifier,The identifier of the page for this CI referenced document.,Page ID,,PageID,
,,3631,,Attribute,CI_ Referenced_ Document,17,,Receipt,0..1,0..0,Date Time,,,,,,UN01012922,BBIE,CI_ Referenced_ Document. Receipt. Date Time,"The date, time, date time, or other date time value for the receipt of this CI referenced document.",Receipt Date Time,,ReceiptDateTime,
,,3632,,Attribute,CI_ Referenced_ Document,18,,Subordinate Line,0..1,0..0,Identifier,,,,,,UN01012923,BBIE,CI_ Referenced_ Document. Subordinate Line. Identifier,The identifier of the subordinate line of this CI referenced document.,Subordinate Line ID,,SubordinateLineID,
,,3633,,Attribute,CI_ Referenced_ Document,19,,Purpose,0..1,0..0,Message Function_ Code,UNCL1225,,,,,UN01013317,BBIE,CI_ Referenced_ Document. Purpose. Code,The code specifying the purpose of this CI referenced document.,Purpose Code,,PurposeCode,
v1,427,3634,2,Attribute,CI_ Referenced_ Document,20,,Category,0..1,0..1,Code,JECxxxx,,,（明細文書ヘッダ参照）出荷案内書類型コード,"この明細文書ヘッダが参照する出荷案内書の類型（適格請求書等対応、適格請求書の補完、適格請求書非適合）を識別するコード
デフォルトは「適格請求書非適合」",UN01013318,BBIE,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,DocumentDeliveryDespatchAdviceReferencedDocumentCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument/CategoryCode
,,3635,,Attribute,CI_ Referenced_ Document,21,,Requisitioner Assigned_ Identification,0..1,0..0,Identifier,UNCL1004,,,,,UN01013374,BBIE,CI_ Referenced_ Document. Requisitioner Assigned_ Identification. Identifier,The requisitioner assigned identifier for this CI referenced document.,Assigned ID,,RequisitionerAssignedID,
v4,54,3636,2,Attribute,CI_ Referenced_ Document,22,,Subtype,0..n,0..1,Code,JECxxxx,,,（鑑ヘッダ参照）文書サブタイプコード,インボイス文書が参照する参照文書の文書サブタイプを識別するコード,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,ExchangedReferenceDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/SubtypeCode
,,3637,,Composition,CI_ Referenced_ Document,1,,Issuer,0..1,0..0,,,,CI_ Trade_ Party,,,UN01005590,ASBIE,CI_ Referenced_ Document. Issuer. CI_ Trade_ Party,The trade party that issued this CI referenced document.,Issuer,,IssuerParty,
,,3638,,Composition,CI_ Referenced_ Document,2,,Attached,0..n,0..0,,,,Specified_ Binary File,,,UN01005591,ASBIE,CI_ Referenced_ Document. Attached. Specified_ Binary File,A specified binary file attached to this CI referenced document.,Attached Binary File,,AttachedBinaryFile,
,,3639,,Composition,CI_ Referenced_ Document,3,,Effective,0..1,0..0,,,,CI_ Specified_ Period,,,UN01007145,ASBIE,CI_ Referenced_ Document. Effective. CI_ Specified_ Period,The specified period within which this CI referenced document is effective.,Effective Period,,EffectivePeriod,
,,3640,,Composition,CI_ Referenced_ Document,4,,Included,0..n,0..0,,,,CI_ Note,,,UN01012726,ASBIE,CI_ Referenced_ Document. Included. CI_ Note,A note included in this CI referenced document.,Included Note,,IncludedNote,
v4,316,3674,1,Class,CI_ Specified_ Period,0,,,,,,,,,鑑ヘッダ取引期間クラス,鑑ヘッダ取引期間に関する情報からなるクラス,UN01005608,ABIE,CI_ Specified_ Period. Details,An interval of time specified for Cross Industry (CI) purposes.,CI Specified Period,TransactionPeriodDetails,CISpecifiedPeriod,
,,3675,,Attribute,CI_ Specified_ Period,1,,Duration,0..n,0..0,Measure,,,,,,UN01005609,BBIE,CI_ Specified_ Period. Duration. Measure,A measure of the length of time for this CI specified period.,Duration Measure,,DurationMeasure,
,,3676,,Attribute,CI_ Specified_ Period,2,,Inclusive,0..1,0..0,Indicator,,,,,,UN01005610,BBIE,CI_ Specified_ Period. Inclusive. Indicator,The indication of whether or not start and end dates are included in this CI specified period.,Inclusive Indicator,,InclusiveIndicator,
,,3677,,Attribute,CI_ Specified_ Period,3,,Description,0..n,0..0,Text,UNCL2118,,,,,UN01005611,BBIE,CI_ Specified_ Period. Description. Text,A textual description of this CI specified period of time.,Description,,DescriptionText,
v4,317,3678,2,Attribute,CI_ Specified_ Period,4,,Start,0..1,0..1,Date Time,,,,鑑ヘッダ取引開始日,インボイス文書の取引開始日,UN01005612,BBIE,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,BillingPeriodStartDateTime,StartDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,318,3679,2,Attribute,CI_ Specified_ Period,5,,End,0..1,0..1,Date Time,,,,鑑ヘッダ取引終了日,インボイス文書の取引終了日,UN01005613,BBIE,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,BillingPeriodEndDateTime,EndDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
,,3680,,Attribute,CI_ Specified_ Period,6,,Complete,0..1,0..0,Date Time,,,,,,UN01005614,BBIE,CI_ Specified_ Period. Complete. Date Time,"The date, time, date time or other date time value for a complete CI specified period of time, such as a specific month or a specific week.",Complete Date Time,,CompleteDateTime,
,,3681,,Attribute,CI_ Specified_ Period,7,,Season,0..1,0..0,Code,,,,,,UN01005615,BBIE,CI_ Specified_ Period. Season. Code,The code specifying the season for this CI specified period.,Season Code,,SeasonCode,
,,3682,,Attribute,CI_ Specified_ Period,8,,Identification,0..1,0..0,Identifier,,,,,,UN01005616,BBIE,CI_ Specified_ Period. Identification. Identifier,The unique identifier of this CI specified period.,ID,,ID,
,,3683,,Attribute,CI_ Specified_ Period,9,,Name,0..n,0..0,Text,,,,,,UN01005617,BBIE,CI_ Specified_ Period. Name. Text,"A name, expressed as text, of this CI specified period.",Name,,Name,
,,3684,,Attribute,CI_ Specified_ Period,10,,Sequence,0..1,0..0,Numeric,,,,,,UN01005618,BBIE,CI_ Specified_ Period. Sequence. Numeric,The sequence number for this CI specified period.,Sequence Number,,SequenceNumeric,
,,3685,,Attribute,CI_ Specified_ Period,11,,Start Date Flexibility,0..1,0..0,Code,,,,,,UN01005619,BBIE,CI_ Specified_ Period. Start Date Flexibility. Code,The code specifying the flexibility of the start date of this CI specified period.,Start Date Flexibility Code,,StartDateFlexibilityCode,
,,3686,,Attribute,CI_ Specified_ Period,12,,Continuous,0..1,0..0,Indicator,,,,,,UN01005620,BBIE,CI_ Specified_ Period. Continuous. Indicator,The indication of whether or not this CI specified period is continuous.,Continuous Indicator,,ContinuousIndicator,
v4,418,3724,1,Class,CI_ Supply Chain_ Event,0,,,,,,,,,配送イベントクラス,配送にかかわるイベントのクラス,UN01005626,ABIE,CI_ Supply Chain_ Event. Details,An occurrence or a happening in a Cross Industry (CI) supply chain.,CI Supply Chain Event,DocumentDeliveryEventDetails,CISupplyChainEvent,
,,3725,,Attribute,CI_ Supply Chain_ Event,1,,Identification,0..1,0..0,Identifier,UNCL1007,,,,,UN01005627,BBIE,CI_ Supply Chain_ Event. Identification. Identifier,The unique identifier for this CI supply chain event.,ID,,ID,
v4,419,3726,2,Attribute,CI_ Supply Chain_ Event,2,,Occurrence,0..1,0..1,Date Time,,,,配送日,納入先へ発送した日時,UN01005628,BBIE,CI_ Supply Chain_ Event. Occurrence. Date Time,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",Occurrence Date Time,DocumentActualDeliveryEventOccurrenceDateTime,OccurrenceDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ActualDeliveryCISupplyChainEvent/OccurrenceDateTime
,,3727,,Attribute,CI_ Supply Chain_ Event,3,,Type,0..1,0..0,Code,UNCL9171,,,,,UN01005629,BBIE,CI_ Supply Chain_ Event. Type. Code,The code specifying the type of CI supply chain event.,Type Code,,TypeCode,
,,3728,,Attribute,CI_ Supply Chain_ Event,4,,Description,0..n,0..0,Text,,,,,,UN01005630,BBIE,CI_ Supply Chain_ Event. Description. Text,A textual description of this CI supply chain event.,Description,,DescriptionText,
,,3729,,Attribute,CI_ Supply Chain_ Event,5,,Description,0..n,0..0,Binary Object,,,,,,UN01005631,BBIE,CI_ Supply Chain_ Event. Description. Binary Object,"Binary object data, such as a photograph, describing this CI supply chain event.",Description Binary Object,,DescriptionBinaryObject,
,,3730,,Attribute,CI_ Supply Chain_ Event,6,,Unit,0..1,0..0,Quantity,,,,,,UN01005632,BBIE,CI_ Supply Chain_ Event. Unit. Quantity,The number of units for this CI supply chain event.,Unit Quantity,,UnitQuantity,
,,3731,,Attribute,CI_ Supply Chain_ Event,7,,Latest_ Occurrence,0..1,0..0,Date Time,UNCL2193,,,,,UN01006683,BBIE,CI_ Supply Chain_ Event. Latest_ Occurrence. Date Time,"The date, time, date time, or other date time value of the latest occurrence of this CI supply chain event.",Latest Occurrence Date Time,,LatestOccurrenceDateTime,
,,3732,,Attribute,CI_ Supply Chain_ Event,8,,Earliest_ Occurrence,0..1,0..0,Date Time,UNCL2193,,,,,UN01006684,BBIE,CI_ Supply Chain_ Event. Earliest_ Occurrence. Date Time,"The date, time, date time, or other date time value of the earliest occurrence of this CI supply chain event.",Earliest Occurrence Date Time,,EarliestOccurrenceDateTime,
,,3733,,Attribute,CI_ Supply Chain_ Event,9,,Time_ Occurrence,0..1,0..0,Time Only_ Formatted_ Date Time,UNCL2379,,,,,UN01011493,BBIE,CI_ Supply Chain_ Event. Time_ Occurrence. Date Time,The time of an occurrence of this CI supply chain event.,Occurrence Time,,TimeOccurrenceDateTime,
,,3734,,Attribute,CI_ Supply Chain_ Event,10,,Due,0..1,0..0,Date Time,,,,,,UN01013372,BBIE,CI_ Supply Chain_ Event. Due. Date Time,"The due date, time, date time, or other date time value of this CI supply chain event.",Due Date Time,,DueDateTime,
,,3735,,Composition,CI_ Supply Chain_ Event,1,,Occurrence,0..1,0..0,,,,CI_ Specified_ Period,,,UN01005633,ASBIE,CI_ Supply Chain_ Event. Occurrence. CI_ Specified_ Period,The specified period of time during which this CI supply chain event occurs.,Period,,OccurrencePeriod,
,,3736,,Composition,CI_ Supply Chain_ Event,2,,Occurrence,0..1,0..0,,,,CI_ Logistics_ Location,,,UN01005634,ASBIE,CI_ Supply Chain_ Event. Occurrence. CI_ Logistics_ Location,The logistics location where this CI supply chain event occurs.,Location,,OccurrenceLocation,
v4,284,3805,1,Class,CI_ Trade Settlement_ Payment Means,0,,,,,,,,,支払手段クラス,取引決済の目的で支払が行われる、あるいは行われた手段のクラス,UN01005670,ABIE,CI_ Trade Settlement_ Payment Means. Details,The means by which a payment will be or has been made for Cross Industry (CI) trade settlement purposes.,CI Trade Settlement Payment Means,TransactionPaymentMeansDetails,CITradeSettlementPaymentMeans,
,,3806,,Attribute,CI_ Trade Settlement_ Payment Means,1,,Payment Channel,0..1,0..0,Payment Means Channel_ Code,UNCL4435,,,,,UN01005671,BBIE,CI_ Trade Settlement_ Payment Means. Payment Channel. Code,The code specifying the payment channel through which this CI trade settlement payment means is to be processed (Reference United Nations Code List (UNCL) 4435).,Payment Channel Code,,PaymentChannelCode,
v4,285,3807,2,Attribute,CI_ Trade Settlement_ Payment Means,2,,Type,0..1,0..1,Code,UNCL4461,,,支払手段タイプコード,取引決済手段のタイプを識別するコード,UN01005672,BBIE,CI_ Trade Settlement_ Payment Means. Type. Code,"The code specifying the type of CI trade settlement payment means, such as cash or cheque.",Type Code,PaymentMeansTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/TypeCode
