version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,pint_id,business_term,card
v4.3,542.0,3634,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],20,0..1,0..1,,Category,Code,JECxxxx / D24A TDED 1003 Document Type Identifier <Document type identifier such as INVOIC. See also 0065> (an..6)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:CodeType,,,,（明細文書ヘッダ参照）文書類型コード,明細文書参照文書類型コード,明細文書ヘッダが参照する参照文書の類型を識別するコード,カテゴリーコード,インボイスの参照文書のカテゴリを指定するコード。,UN01013318,BBIE,CI_ Referenced_ Document. Category. Code,The code specifying the category of this CI referenced document.,Category Code,CategoryCode,CategoryCode,＊,＊,＊,,,,
v4.1,543.0,3636,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],22,0..n,0..1,,Subtype,Code,JECxxxx D24A定義なし,udt:CodeType,,,,（明細文書ヘッダ参照）文書サブタイプコード,明細文書参照文書サブタイプコード,この明細文書ヘッダの参照文書の文書サブタイプを識別するコード,サブタイプコード,インボイスの参照文書のサブタイプを指定するコード。,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubtypeCode,SubtypeCode,＊,＊,＊,＊,,,
v4.1,535.0,,2,Attribute,(Type. Code='758') CI_ Referenced_ Document[not],,0..1,0..1,,Attachment,Binary Object,JECxxxx D24A定義なし,,,,,（明細文書ヘッダ参照）文書添付ファイル判別子,明細文書参照文書添付ファイル判別子,この参照文書に紐付く添付バイナリファイルの有無を指定,,,JPSxxxxxxx,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,,,AttachmentBinaryObject,,＊,＊,＊,,,,
v4,425.0,3724,1,Class,(Included/Specified/Actual_ Delivery) CI_ Supply Chain_ Event,,,,,,,,ram:CISupplyChainEventType,,,,イベントクラス,配送イベントクラス,出荷にかかわるイベントのクラス,CIサプライチェーンイベント,インボイスのサプライチェーンにおける発生または出来事。,UN01005626,ABIE,CI_ Supply Chain_ Event. Details,An occurrence or a happening in a Cross Industry (CI) supply chain.,CI Supply Chain Event,,,,,,,,,
v4,426.0,3726,2,Attribute,(Included/Specified/Actual_ Delivery) CI_ Supply Chain_ Event,2,0..1,0..1,,Occurrence,Date Time,D24A TDED 2193 Event Date Time <Date and or time of an event > (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:DateTimeType,,,,出荷日,配送日,納入先へ出荷した日時,発生日時,インボイスのサプライチェーンイベントの発生日時、日付時刻、またはその他の日付時刻値。,UN01005628,BBIE,CI_ Supply Chain_ Event. Occurrence. Date Time,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",Occurrence Date Time,OccurrenceDateTime,OccurrenceDateTime,●,●,●,●,IBT-072,Actual delivery date,0..1
v4,428.0,3724,1,Class,(Included/Specified/Actual_ Receipt) CI_ Supply Chain_ Event,,,,,,,,ram:CISupplyChainEventType,,,,イベントクラス,受領イベントクラス,配送にかかわるイベントのクラス,CIサプライチェーンイベント,インボイスのサプライチェーンにおける発生または出来事。,UN01005626,ABIE,CI_ Supply Chain_ Event. Details,An occurrence or a happening in a Cross Industry (CI) supply chain.,CI Supply Chain Event,,,,,,,,,
v4,429.0,3726,2,Attribute,(Included/Specified/Actual_ Receipt) CI_ Supply Chain_ Event,2,0..1,0..1,,Occurrence,Date Time,D24A TDED 2193 Event Date Time <Date and or time of an event > (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:DateTimeType,,,,受領日,受領日,納入先が受領した日時,発生日時,インボイスのサプライチェーンイベントの発生日時、日付時刻、またはその他の日付時刻値。,UN01005628,BBIE,CI_ Supply Chain_ Event. Occurrence. Date Time,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",Occurrence Date Time,OccurrenceDateTime,OccurrenceDateTime,●,●,●,●,,,
v4.3,614.0,3724,1,Class,(Included/Subordinate/Specified/Actual_ Delivery) CI_ Supply Chain_ Event,,,,,,,,ram:CISupplyChainEventType,,,,イベントクラス,明細行出荷イベントクラス,配送にかかわるイベントのクラス,CIサプライチェーンイベント,インボイスのサプライチェーンにおける発生または出来事。,UN01005626,ABIE,CI_ Supply Chain_ Event. Details,An occurrence or a happening in a Cross Industry (CI) supply chain.,CI Supply Chain Event,,,,,,,,,
v4.3,615.0,3726,2,Attribute,(Included/Subordinate/Specified/Actual_ Delivery) CI_ Supply Chain_ Event,2,0..1,0..1,,Occurrence,Date Time,D24A TDED 2193 Event Date Time <Date and or time of an event > (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:DateTimeType,,,,明細行出荷日,明細行出荷日,納入先へ出荷した日,発生日時,インボイスのサプライチェーンイベントの発生日時、日付時刻、またはその他の日付時刻値。,UN01005628,BBIE,CI_ Supply Chain_ Event. Occurrence. Date Time,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",Occurrence Date Time,OccurrenceDateTime,OccurrenceDateTime,●,●,●,●,,,
v4.3,617.0,3724,1,Class,(Included/Subordinate/Specified/Actual_ Receipt) CI_ Supply Chain_ Event,,,,,,,,ram:CISupplyChainEventType,,,,イベントクラス,明細行受領イベントクラス,配送にかかわるイベントのクラス,CIサプライチェーンイベント,インボイスのサプライチェーンにおける発生または出来事。,UN01005626,ABIE,CI_ Supply Chain_ Event. Details,An occurrence or a happening in a Cross Industry (CI) supply chain.,CI Supply Chain Event,,,,,,,,,
v4.3,618.0,3726,2,Attribute,(Included/Subordinate/Specified/Actual_ Receipt) CI_ Supply Chain_ Event,2,0..1,0..1,,Occurrence,Date Time,D24A TDED 2193 Event Date Time <Date and or time of an event > (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:DateTimeType,,,,明細行受領日,明細行受領日,納入先が受領した日,発生日時,インボイスのサプライチェーンイベントの発生日時、日付時刻、またはその他の日付時刻値。,UN01005628,BBIE,CI_ Supply Chain_ Event. Occurrence. Date Time,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",Occurrence Date Time,OccurrenceDateTime,OccurrenceDateTime,●,●,●,●,,,
v1,275.0,3889,1,Class,(Applicable/Invoice_ Applicable) CI_ Trade_ Currency Exchange,,,,,,,,ram:CITradeCurrencyExchangeType,,,,請求為替クラス,請求為替クラス,請求為替に関する情報からなるクラス,CI外貨両替,取引目的における通貨間の換算。,UN01005738,ABIE,CI_ Trade_ Currency Exchange. Details,The conversion of one currency to another for Cross Industry (CI) trade purposes.,CI Currency Exchange,,,,,,,,,
v1/v3,276.0,3890,2,Attribute,(Applicable/Invoice_ Applicable) CI_ Trade_ Currency Exchange,1,1..1,1..1,,Source Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,,為替交換元通貨コード,請求為替交換元通貨コード,"為替における交換元通貨を表すコード
デフォルト＝「JPY」",ソース通貨コード,インボイスの取引通貨換算における基軸通貨を指定するコード。,UN01005739,BBIE,CI_ Trade_ Currency Exchange. Source Currency. Code,The code specifying the source currency of a CI trade currency conversion.,Source Currency Code,SourceCurrencyCode,SourceCurrencyCode,＊,＊,,,,,
v1/v3,277.0,3892,2,Attribute,(Applicable/Invoice_ Applicable) CI_ Trade_ Currency Exchange,3,1..1,1..1,,Target Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,,為替交換先通貨コード,請求為替交換先通貨コード,"為替における交換先通貨を表すコード
デフォルト＝「JPY」",対象通貨コード,インボイスの取引通貨換算における対象通貨を指定するコード。,UN01005741,BBIE,CI_ Trade_ Currency Exchange. Target Currency. Code,The code specifying the target currency of a CI trade currency conversion.,Target Currency Code,TargetCurrencyCode,TargetCurrencyCode,＊,＊,,,,,
v1/v3,278.0,3895,2,Attribute,(Applicable/Invoice_ Applicable) CI_ Trade_ Currency Exchange,6,1..1,1..1,,Conversion,Rate,D24A TDED 5402 Currency exchange rate <To specify the rate at which one specified currency is  expressed in another specified currency.> (n..12) 数字 https://service.unece.org/trade/untdid/d23a/tred/tred5402.htm,udt:RateType,,,,為替レート,請求為替レート,為替交換のレート,コンバージョン率,インボイスの取引目的で原通貨から対象通貨への変換に使用されるレート。,UN01005744,BBIE,CI_ Trade_ Currency Exchange. Conversion. Rate,The rate used for conversion from the source currency to the target currency for CI trade purposes.,Conversion Rate,ConversionRate,ConversionRate,＊,＊,,,,,
v1,279.0,3896,2,Attribute,(Applicable/Invoice_ Applicable) CI_ Trade_ Currency Exchange,7,0..1,0..1,,Conversion Rate,Date Time,,udt:DateTimeType,,,,為替レート日時,請求為替レート日時,為替交換レートの適用日。,コンバージョン率 日付 時間,インボイスの取引通貨換算の為替レートの日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005745,BBIE,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,"The date, time, date time or other date time value of the conversion rate for this CI trade currency exchange.",Conversion Rate Date Time,ConversionRateDateTime,ConversionRateDateTime,＊,＊,,,,,
v4,281.0,3889,1,Class,(Applicable/Payment_ Applicable) CI_ Trade_ Currency Exchange,,,,,,,,ram:CITradeCurrencyExchangeType,,,,支払為替クラス,支払為替クラス,支払為替に関する情報からなるクラス,CI外貨両替,取引目的における通貨間の換算。,UN01005738,ABIE,CI_ Trade_ Currency Exchange. Details,The conversion of one currency to another for Cross Industry (CI) trade purposes.,CI Currency Exchange,,,,,,,,,
v4,282.0,3890,2,Attribute,(Applicable/Payment_ Applicable) CI_ Trade_ Currency Exchange,1,1..1,1..1,,Source Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,,為替交換元通貨コード,支払為替交換元通貨コード,為替における交換元通貨を表すコード,ソース通貨コード,インボイスの取引通貨換算における基軸通貨を指定するコード。,UN01005739,BBIE,CI_ Trade_ Currency Exchange. Source Currency. Code,The code specifying the source currency of a CI trade currency conversion.,Source Currency Code,SourceCurrencyCode,SourceCurrencyCode,＊,＊,,,,,
v4,283.0,3892,2,Attribute,(Applicable/Payment_ Applicable) CI_ Trade_ Currency Exchange,3,1..1,1..1,,Target Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,,為替交換先通貨コード,支払為替交換先通貨コード,為替における交換先通貨を表すコード,対象通貨コード,インボイスの取引通貨換算における対象通貨を指定するコード。,UN01005741,BBIE,CI_ Trade_ Currency Exchange. Target Currency. Code,The code specifying the target currency of a CI trade currency conversion.,Target Currency Code,TargetCurrencyCode,TargetCurrencyCode,＊,＊,,,,,
v4,284.0,3895,2,Attribute,(Applicable/Payment_ Applicable) CI_ Trade_ Currency Exchange,6,1..1,1..1,,Conversion,Rate,D24A TDED 5402 Currency exchange rate <To specify the rate at which one specified currency is  expressed in another specified currency.> (n..12) 数字 https://service.unece.org/trade/untdid/d23a/tred/tred5402.htm,udt:RateType,,,,為替レート,支払為替レート,為替交換のレート,コンバージョン率,インボイスの取引目的で原通貨から対象通貨への変換に使用されるレート。,UN01005744,BBIE,CI_ Trade_ Currency Exchange. Conversion. Rate,The rate used for conversion from the source currency to the target currency for CI trade purposes.,Conversion Rate,ConversionRate,ConversionRate,＊,＊,,,,,
v4,285.0,3896,2,Attribute,(Applicable/Payment_ Applicable) CI_ Trade_ Currency Exchange,7,0..1,0..1,,Conversion Rate,Date Time,,udt:DateTimeType,,,,為替レート日時,支払為替レート日時,為替交換レートの適用日。,コンバージョン率 日付 時間,インボイスの取引通貨換算の為替レートの日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005745,BBIE,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,"The date, time, date time or other date time value of the conversion rate for this CI trade currency exchange.",Conversion Rate Date Time,ConversionRateDateTime,ConversionRateDateTime,＊,＊,,,,,
v4,56.0,7144,1,Class,(Attached) Specified_ Binary File,,,,,,,,ram:SpecifiedBinaryFileType,,,,添付バイナリファイルクラス,添付バイナリファイルクラス,添付バイナリファイルを記述するためのクラス,バイナリファイル,バイナリ形式で保存された特定のコンピュータファイルまたはプログラム。,UN01006014,ABIE,Specified_ Binary File. Details,A specified computer file or program stored in a binary format.,Binary File,,,,,,,,,
