version,sme_nr,mbie_nr,level,type,label_local,multiplicity,multiplicity_SME,class_term,sequence,identifier,property_term,representation_term,code_list,attribute,associated_class,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4.1,447,3859,5,A,明細文書ヘッダ返金計算根拠金額,0..1,0..1,CI_ Trade_ Allowance Charge,11,,Basis,Amount,,,,この明細文書ヘッダ返金の計算根拠となる金額,UN01008286,BBIE,CI_ Trade_ Allowance Charge. Basis. Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Basis Amount,DocumentAllowanceChargeBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/BasisAmount
v4,448,3861,5,C,明細文書ヘッダ返金／明細文書ヘッダ返金税グループ,0..n,0..n,CI_ Trade_ Allowance Charge,1,,Category,,,,CI_ Trade_ Tax,明細文書ヘッダ返金の税に関するグループ,UN01005716,ASBIE,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,DocumentAllowanceChargeCategoryTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax
v4,450,4052,6,A,明細文書ヘッダ返金課税分類コード,0..1,1..1,CI_ Trade_ Tax,9,,Category,Code,UNCL5305,,,明細文書ヘッダ返金の課税分類コード,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,DocumentAllowanceChargeTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryCode
v4,451,4063,6,A,明細文書ヘッダ返金税率,0..1,0..1,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,,,明細文書ヘッダ返金の税率,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,DocumentAllowanceChargeCategoryTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/RateApplicablePercent
v4.1,452,2416,4,C,明細文書ヘッダ文書決済／明細文書ヘッダ追加請求グループ,0..n,0..n,CIIL_ Supply Chain_ Trade Settlement,3,,Specified,,,,CI_ Trade_ Allowance Charge,明細文書ヘッダの明細文書ヘッダ追加請求のグループ,UN01005998,ASBIE,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,Allowance/Charge,DocumentAllowanceCharge,SpecifiedCITradeAllowanceCharge,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge
v4.1,454,3849,5,A,"明細文書ヘッダ返金・追加請求判別子
＝追加請求（Charge）",0..1,1..1,CI_ Trade_ Allowance Charge,1,,Charge,Indicator,,,,"明細文書ヘッダ返金と明細文書ヘッダ追加請求を識別する判別子
＝True(Charge)",UN01005707,BBIE,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,DocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ChargeIndicator
v4.1,455,3852,5,A,明細文書ヘッダ追加請求計算率,0..1,0..1,CI_ Trade_ Allowance Charge,4,,Calculation,Percent,,,,この明細文書ヘッダ追加請求を計算するための率,UN01005710,BBIE,CI_ Trade_ Allowance Charge. Calculation. Percent,The percentage applied to calculate this CI trade allowance charge.,Calculation Percent,DocumentAllowanceChargeCalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CalculationPercent
v4.1,456,3855,5,A,明細文書ヘッダ追加請求金額,0..n,0..1,CI_ Trade_ Allowance Charge,7,,Actual,Amount,,,,この明細文書ヘッダの明細文書ヘッダに紐付く追加請求金額,UN01005713,BBIE,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,DocumentAllowanceChargeActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ActualAmount
v4.1,457,3856,5,A,明細文書ヘッダ追加請求理由コード,0..1,0..1,CI_ Trade_ Allowance Charge,8,,Reason,Code,UNCL4465,,,この明細文書ヘッダ追加請求の理由を識別するコード,UN01005714,BBIE,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,DocumentAllowanceChargeReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ReasonCode
v4.1,458,3857,5,A,明細文書ヘッダ追加請求理由,0..1,0..1,CI_ Trade_ Allowance Charge,9,,Reason,Text,,,,この明細行の追加請求理由（内容）の説明,UN01005715,BBIE,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,DocumentAllowanceChargeReasonText,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/Reason
v4.1,459,3859,5,A,明細文書ヘッダ追加請求計算根拠金額,0..1,0..1,CI_ Trade_ Allowance Charge,11,,Basis,Amount,,,,この明細文書ヘッダ追加請求の計算根拠となる金額,UN01008286,BBIE,CI_ Trade_ Allowance Charge. Basis. Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Basis Amount,DocumentAllowanceChargeBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/BasisAmount
v4.1,460,3861,5,C,明細文書ヘッダ返金／明細文書ヘッダ追加請求税グループ,0..n,0..n,CI_ Trade_ Allowance Charge,1,,Category,,,,CI_ Trade_ Tax,明細文書ヘッダ追加請求の税に関するグループ,UN01005716,ASBIE,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,DocumentAllowanceChargeCategoryTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax
v4.1,462,4052,6,A,明細文書ヘッダ追加請求課税分類コード,0..1,1..1,CI_ Trade_ Tax,9,,Category,Code,UNCL5305,,,明細文書ヘッダ追加請求の課税分類コード,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,DocumentAllowanceChargeTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryCode
v4.1,463,4063,6,A,明細文書ヘッダ追加請求税率,0..1,0..1,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,,,明細文書ヘッダ追加請求の税率,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,DocumentAllowanceChargeCategoryTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/RateApplicablePercent
v1,464,2414,4,C,明細文書ヘッダ決済／明細文書ヘッダ税グループ,0..n,1..n,CIIL_ Supply Chain_ Trade Settlement,1,,Applicable,,,,CI_ Trade_ Tax,明細文書ヘッダの税に関するグループ。,UN01005996,ASBIE,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,Tax,DocumentTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax
v2,466,4044,5,A,明細文書ヘッダ課税分類税額,0..n,0..1,CI_ Trade_ Tax,1,,Calculated,Amount,,,,"明細文書ヘッダの課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,DocumentTaxCalculatedAmount,CalculatedAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedAmount
v1/v2,467,4045,5,A,明細文書ヘッダ税タイプコード,0..1,0..1,CI_ Trade_ Tax,2,,Type,Code,UNCL5153,,,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,DocumentTaxTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/TypeCode
v2/v4.3,468,4050,5,A,明細文書ヘッダ課税分類課税対象合計金額（税抜き／税込み）,0..n,0..1,CI_ Trade_ Tax,7,,Basis,Amount,,,,"=Σ明細行課税分類譲渡資産合計金額
JP PINT対応の場合は下記による
=Σ明細行課税分類譲渡資産合計金額＋Σ明細文書ヘッダ追加請求金額ーΣ明細文書ヘッダ返金金額",UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,DocumentTaxBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount
v3,469,4052,5,A,明細文書ヘッダ課税分類コード,0..1,1..1,CI_ Trade_ Tax,9,,Category,Code,UNCL5305,,,"明細文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード
課税分類ごとにクラスを設ける",UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,DocumentTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode
v4,470,4053,5,A,課税分類税通貨コード,0..1,0..1,CI_ Trade_ Tax,10,,Currency,Code,"通貨コード
ISO4217",,,"=「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。文書通貨コードが「外貨」を指定された場合は明細文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する",UN01005842,BBIE,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,DocumentTaxCurrencyCode,CurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CurrencyCode
v2,471,4061,5,A,明細文書ヘッダ課税分類名,0..n,0..1,CI_ Trade_ Tax,18,,Category Name,Text,,,,明細文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,DocumentTaxCategoryName,CategoryName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName
v1/v2,472,4047,5,A,明細文書ヘッダ税率,0..1,0..1,CI_ Trade_ Tax,4,,Calculated,Rate,,,,明細文書ヘッダの課税分類毎の税額計算のための率。,UN01005836,BBIE,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,DocumentTaxCalculatedRate,CalculatedRate,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedRate
v2/v4.3,473,4064,5,A,明細文書ヘッダ課税分類総合計金額,0..1,0..1,CI_ Trade_ Tax,21,,Grand Total,Amount,,,,"＝明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ課税分類税額
または
'＝明細文書ヘッダ課税分類課税対象合計金額（税込み）",UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,DocumentTaxGrandTotalAmount,GrandTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/GrandTotalAmount
v2/v3,474,4065,5,A,明細文書ヘッダ税計算方式,0..1,0..1,CI_ Trade_ Tax,22,,Calculation Method,Code,JECxxxx,,,"仕入税額の消費税計算方式を指定
’＝外税計算（デフォルト）
　外税計算式：税率別仕入合計金額（税抜き）×税率",UN01013096,BBIE,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,DocumentTaxCalculationMethodCode,CalculationMethodCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculationMethodCode
v4,475,4066,5,A,明細文書ヘッダ適用税制ID,0..1,0..1,CI_ Trade_ Tax,23,,Local Tax System,Identifier,JECxxxx,,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,DocumentTaxLocalTaxSystemID,LocalTaxSystemID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID
v4.1,476,2414,4,C,明細文書ヘッダ決済／税グループ,0..n,0..n,CIIL_ Supply Chain_ Trade Settlement,1,,Applicable,,,,CI_ Trade_ Tax,外貨建て請求書の税率別課税分類合計額算出のための税グループ,UN01005996,ASBIE,CIIL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,Tax,DocumentTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax
v4.1,478,4044,5,A,（外貨建て請求書）明細文書ヘッダ課税分類税額,0..n,0..1,CI_ Trade_ Tax,1,,Calculated,Amount,"通貨コード
ISO4217",,,"外貨建て請求書の明細明細文書ヘッダの課税分類毎に端数処理計算した税額。
属性＝「JPY」
外貨建て請求書の明細明細文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,DocumentTaxCalculatedAmount,CalculatedAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedAmount
v4.1,479,4050,5,A,（外貨建て請求書）明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）,0..n,0..1,CI_ Trade_ Tax,7,,Basis,Amount,"通貨コード
ISO4217",,,"明細行の課税分類毎の税抜き譲渡資産金額の合計金額。属性＝「JPY」
「明細文書ヘッダ課税分類譲渡資産合計金額（税抜き）(外貨）」を為替レートで「JPY」に換算",UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,DocumentTaxBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount
