Version,UNID,Acronym,Dictionary Entry Name,ObjectClassQualifierTerm,ObjectClassTerm,Cardinality,PropertyTerm,PrimaryRepresentationTerm,XML datatype,AssociatedObjectClassQualifierTerm,AssociatedObjectClassTerm,XML element name,Definition
1.0,UN01002219,BBIE,MSDS_ Regulated Goods. Description. Text,MSDS,Regulated Goods,0..1,Description,Text,udt:TextType,,,Description,"The description, expressed as text, for the MSDS regulated goods."
1.0,UN01002220,BBIE,MSDS_ Regulated Goods. Origin Country. Identifier,MSDS,Regulated Goods,1,Origin Country,Identifier,udt:IDType,,,OriginCountryID,The unique identifier of the country of origin of the MSDS regulated goods.
1.0,UN01002221,BBIE,MSDS_ Regulated Goods. CAGE_ Manufacturer. Identifier,MSDS,Regulated Goods,0..1,Manufacturer,Identifier,udt:IDType,,,CAGEManufacturerID,The unique Commercial and Government Entity (CAGE) manufacturer identifier for the MSDS regulated goods.
1.0,UN01002222,BBIE,MSDS_ Regulated Goods. CAGE_ Contractor. Identifier,MSDS,Regulated Goods,1,Contractor,Identifier,udt:IDType,,,CAGEContractorID,The unique Commercial and Government Entity (CAGE) contractor identifier for the MSDS regulated goods.
1.0,UN01002223,BBIE,MSDS_ Regulated Goods. Contract. Identifier,MSDS,Regulated Goods,0..1,Contract,Identifier,udt:IDType,,,ContractID,The unique contract identifier for the MSDS regulated goods.
1.0,UN01002224,BBIE,MSDS_ Regulated Goods. Solicitation. Identifier,MSDS,Regulated Goods,0..1,Solicitation,Identifier,udt:IDType,,,SolicitationID,The unique solicitation identifier for the MSDS regulated goods.
1.0,UN01002225,BBIE,MSDS_ Regulated Goods. Specification Document. Identifier,MSDS,Regulated Goods,0..1,Specification Document,Identifier,udt:IDType,,,SpecificationDocumentID,The unique specification document identifier for the MSDS regulated goods.
1.0,UN01002226,ASBIE,MSDS_ Regulated Goods. Environmental. Hazard Rating,MSDS,Regulated Goods,0..1,Environmental,,ram:HazardRatingType,,Hazard Rating,EnvironmentalHazardRating,The environmental hazard rating for the MSDS regulated goods.
1.0,UN01002227,ASBIE,MSDS_ Regulated Goods. Component. Distinct_ Chemical,MSDS,Regulated Goods,1..n,Component,,ram:DistinctChemicalType,Distinct,Chemical,ComponentDistinctChemical,A distinct chemical component for the MSDS regulated goods.
1.0,UN01002228,ASBIE,MSDS_ Regulated Goods. Applicable. Toxicological_ Hazardous Material,MSDS,Regulated Goods,0..1,Applicable,,ram:ToxicologicalHazardousMaterialType,Toxicological,Hazardous Material,ApplicableToxicologicalHazardousMaterial,The toxicological hazardous material applicable to the MSDS regulated goods.
1.0,UN01002229,ASBIE,MSDS_ Regulated Goods. Applicable. MSDS_ Hazardous Material,MSDS,Regulated Goods,1..n,Applicable,,ram:MSDSHazardousMaterialType,MSDS,Hazardous Material,ApplicableMSDSHazardousMaterial,MSDS hazardous material information applicable to the MSDS regulated goods.
1.0,UN01002230,ASBIE,MSDS_ Regulated Goods. Designated. Product Information_ Contact,MSDS,Regulated Goods,1,Designated,,ram:ProductInformationContactType,Product Information,Contact,DesignatedProductInformationContact,The product information contact designated for the MSDS regulated goods.
1.0,UN01002231,ASBIE,MSDS_ Regulated Goods. Provided. First Aid_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:FirstAidInstructionsType,First Aid,Instructions,ProvidedFirstAidInstructions,The first aid instructions provided for the MSDS regulated goods.
1.0,UN01002232,ASBIE,MSDS_ Regulated Goods. Provided. Fire Fighting_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:FireFightingInstructionsType,Fire Fighting,Instructions,ProvidedFireFightingInstructions,The fire fighting instructions provided for the MSDS regulated goods.
1.0,UN01002233,ASBIE,MSDS_ Regulated Goods. Provided. Accidental Release Measure_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:AccidentalReleaseMeasureInstructionsType,Accidental Release Measure,Instructions,ProvidedAccidentalReleaseMeasureInstructions,The accidental release measure instructions provided for the MSDS regulated goods.
1.0,UN01002234,ASBIE,MSDS_ Regulated Goods. Provided. Hazardous Material Handling_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:HazardousMaterialHandlingInstructionsType,Hazardous Material Handling,Instructions,ProvidedHazardousMaterialHandlingInstructions,The hazardous material handling instructions provided for the MSDS regulated goods.
1.0,UN01002235,ASBIE,MSDS_ Regulated Goods. Provided. Hazardous Material Storage_ Instructions,MSDS,Regulated Goods,0..1,Provided,,ram:HazardousMaterialStorageInstructionsType,Hazardous Material Storage,Instructions,ProvidedHazardousMaterialStorageInstructions,The hazardous material storage instructions provided for the MSDS regulated goods.
1.0,UN01002236,ASBIE,MSDS_ Regulated Goods. Provided. Exposure Control_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:ExposureControlInstructionsType,Exposure Control,Instructions,ProvidedExposureControlInstructions,The exposure control instructions provided for the MSDS regulated goods.
1.0,UN01002237,ASBIE,MSDS_ Regulated Goods. Provided. Personal Protection_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:PersonalProtectionInstructionsType,Personal Protection,Instructions,ProvidedPersonalProtectionInstructions,The personal protection instructions provided for the MSDS regulated goods.
1.0,UN01002238,ASBIE,MSDS_ Regulated Goods. Provided. Chemical Stability_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:ChemicalStabilityInstructionsType,Chemical Stability,Instructions,ProvidedChemicalStabilityInstructions,The chemical stability instructions provided for the MSDS regulated goods.
1.0,UN01002239,ASBIE,MSDS_ Regulated Goods. Provided. Chemical Reactivity_ Instructions,MSDS,Regulated Goods,1,Provided,,ram:ChemicalReactivityInstructionsType,Chemical Reactivity,Instructions,ProvidedChemicalReactivityInstructions,The chemical reactivity instructions provided for the MSDS regulated goods.
1.0,UN01002240,ASBIE,MSDS_ Regulated Goods. Provided. Disposal_ Instructions,MSDS,Regulated Goods,0..1,Provided,,ram:DisposalInstructionsType,Disposal,Instructions,ProvidedDisposalInstructions,The disposal instructions provided for the MSDS regulated goods.
1.0,UN01002241,ASBIE,MSDS_ Regulated Goods. Applicable. Hazardous_ Goods Characteristic,MSDS,Regulated Goods,1,Applicable,,ram:HazardousGoodsCharacteristicType,Hazardous,Goods Characteristic,ApplicableHazardousGoodsCharacteristic,The hazardous goods characteristic applicable to the MSDS regulated goods.
1.0,UN01002242,ASBIE,MSDS_ Regulated Goods. Applicable. Ecological Impact_ Goods Characteristic,MSDS,Regulated Goods,1,Applicable,,ram:EcologicalImpactGoodsCharacteristicType,Ecological Impact,Goods Characteristic,ApplicableEcologicalImpactGoodsCharacteristic,The ecological impact goods characteristic applicable to the MSDS regulated goods.
1.0,UN01002243,ASBIE,MSDS_ Regulated Goods. Applicable. Solubility_ Goods Characteristic,MSDS,Regulated Goods,0..1,Applicable,,ram:SolubilityGoodsCharacteristicType,Solubility,Goods Characteristic,ApplicableSolubilityGoodsCharacteristic,The solubility goods characteristic applicable to the MSDS regulated goods.
1.0,UN01002244,ASBIE,MSDS_ Regulated Goods. Applicable. Volatile Organic Compound_ Goods Characteristic,MSDS,Regulated Goods,0..n,Applicable,,ram:VolatileOrganicCompoundGoodsCharacteristicType,Volatile Organic Compound,Goods Characteristic,ApplicableVolatileOrganicCompoundGoodsCharacteristic,A volatile organic compound goods characteristic applicable to the MSDS regulated goods.
1.0,UN01002245,ASBIE,MSDS_ Regulated Goods. Applicable. Regulated_ Dangerous Goods,MSDS,Regulated Goods,0..1,Applicable,,ram:RegulatedDangerousGoodsType,Regulated,Dangerous Goods,ApplicableRegulatedDangerousGoods,The regulated dangerous goods applicable to the MSDS regulated goods.
1.0,UN01002246,ASBIE,MSDS_ Regulated Goods. Provided. Specification_ Document,MSDS,Regulated Goods,0..n,Provided,,ram:SpecificationDocumentType,Specification,Document,ProvidedSpecificationDocument,A specification document provided for the MSDS regulated goods.
1.0,UN01002247,ASBIE,MSDS_ Regulated Goods. Applicable. Referenced_ Regulation,MSDS,Regulated Goods,0..1,Applicable,,ram:ReferencedRegulationType,Referenced,Regulation,ApplicableReferencedRegulation,The referenced regulation applicable for the MSDS regulated goods.
1.0,UN01006422,BBIE,MSI_ Availability. Identification. Identifier,MSI,Availability,0..1,Identification,Identifier,udt:IDType,,,ID,The identifier for this MSI availability.
1.0,UN01006423,BBIE,MSI_ Availability. Description. Text,MSI,Availability,0..1,Description,Text,udt:TextType,,,Description,The textual description of this MSI availability.
1.0,UN01006424,BBIE,MSI_ Availability. Status. Code,MSI,Availability,0..1,Status,Code,udt:CodeType,,,StatusCode,The code specifying the status of this MSI availability.
1.0,UN01006426,BBIE,MSI_ Exchanged_ Document. Identification. Identifier,Exchanged,Document,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier of this MSI exchanged document.
1.0,UN01006427,BBIE,MSI_ Exchanged_ Document. Name. Text,Exchanged,Document,0..n,Name,Text,udt:TextType,,,Name,"A name, expressed as text, of this MSI exchanged document."
1.0,UN01006428,BBIE,MSI_ Exchanged_ Document. Type. Code,Exchanged,Document,0..1,Type,Code,qdt:DocumentCodeType,,,TypeCode,The code specifying the type of MSI exchanged document.
1.1,UN01006429,BBIE,MSI_ Exchanged_ Document. Status. Code,Exchanged,Document,0..1,Status,Code,qdt:DocumentStatusCodeType,,,StatusCode,The code specifying the status of this MSI exchanged document.
1.0,UN01006430,BBIE,MSI_ Exchanged_ Document. Issue. Date Time,Exchanged,Document,0..1,Issue,Date Time,udt:DateTimeType,,,IssueDateTime,"The date, time, date time, or other date time value for the issuance of this MSI exchanged document."
1.0,UN01006431,BBIE,MSI_ Exchanged_ Document. Copy. Indicator,Exchanged,Document,0..1,Copy,Indicator,udt:IndicatorType,,,CopyIndicator,The indication of whether or not this MSI exchanged document is a copy.
1.0,UN01006432,BBIE,MSI_ Exchanged_ Document. Purpose. Code,Exchanged,Document,0..n,Purpose,Code,qdt:MessageFunctionCodeType,,,PurposeCode,"A code specifying the purpose of this MSI exchanged document, such as request or reminder."
1.0,UN01006433,BBIE,MSI_ Exchanged_ Document. Version_ Identification. Identifier,Exchanged,Document,0..1,Identification,Identifier,udt:IDType,,,VersionID,The unique version identifier of this MSI exchanged document.
1.0,UN01006434,BBIE,MSI_ Exchanged_ Document. Revision_ Identification. Identifier,Exchanged,Document,0..1,Identification,Identifier,udt:IDType,,,RevisionID,The unique revision identifier of this MSI exchanged document.
1.0,UN01006435,BBIE,MSI_ Exchanged_ Document. Previous Revision_ Identification. Identifier,Exchanged,Document,0..1,Identification,Identifier,udt:IDType,,,PreviousRevisionID,The unique previous revision identifier of this MSI exchanged document.
1.0,UN01006436,ASBIE,MSI_ Exchanged_ Document. Included. Note,Exchanged,Document,0..n,Included,,ram:NoteType,,Note,IncludedNote,A note included in this MSI exchanged document.
1.0,UN01006437,ASBIE,MSI_ Exchanged_ Document. Effective. Specified_ Period,Exchanged,Document,0..1,Effective,,ram:SpecifiedPeriodType,Specified,Period,EffectiveSpecifiedPeriod,The specified period within which this MSI exchanged document is effective.
1.0,UN01006443,ASBIE,MSI_ Trade Agreement. Information Provider. CI_ Trade_ Party,MSI,Trade Agreement,0..1,Information Provider,,ram:CITradePartyType,Trade,Party,InformationProviderCITradeParty,The party who provides market survey information under this MSI trade agreement.
1.0,UN01006444,ASBIE,MSI_ Trade Agreement. Information Receiver. CI_ Trade_ Party,MSI,Trade Agreement,0..1,Information Receiver,,ram:CITradePartyType,Trade,Party,InformationReceiverCITradeParty,The party who receives market survey information under this MSI trade agreement.
1.0,UN01005190,BBIE,Non Recovery Waste_ Material. Treatment Cost. Amount,Non Recovery Waste,Material,0..1,Treatment Cost,Amount,udt:AmountType,,,TreatmentCostAmount,The monetary value of the cost of treatment for this non recovery waste material.
1.0,UN01005191,ASBIE,Non Recovery Waste_ Material. Intended Disposal_ Treatment. Waste Recovery Disposal_ Process,Non Recovery Waste,Material,0..1,Treatment,,ram:WasteRecoveryDisposalProcessType,Waste Recovery Disposal,Process,IntendedDisposalTreatmentWasteRecoveryDisposalProcess,The disposal process intended for this non recovery waste material.
1.0,UN01002520,BBIE,Note. Subject. Text,,Note,0..1,Subject,Text,udt:TextType,,,Subject,"The subject, expressed as text, of this note."
1.0,UN01002521,BBIE,Note. Content. Code,,Note,0..n,Content,Code,udt:CodeType,,,ContentCode,A code specifying the content of this note.
1.0,UN01002522,BBIE,Note. Content. Text,,Note,0..n,Content,Text,udt:TextType,,,Content,"A content, expressed as text, of this note."
1.1,UN01002523,BBIE,Note. Subject. Code,,Note,0..n,Subject,Code,udt:CodeType,,,SubjectCode,A code specifying the subject of this note.
1.0,UN01002524,BBIE,Note. Identification. Identifier,,Note,0..n,Identification,Identifier,udt:IDType,,,ID,A unique identifier for this note.
1.0,UN01002525,BBIE,Note. Name. Text,,Note,0..n,Name,Text,udt:TextType,,,Name,"A name, expressed as text, for this note."
1.0,UN01002526,BBIE,Note. Creation. Date Time,,Note,0..1,Creation,Date Time,udt:DateTimeType,,,CreationDateTime,"The date, time, date time, or other date time value for the creation of this note."
1.0,UN01005179,BBIE,Notified Waste Recovery Disposal_ Process. Type. Code,Notified Waste Recovery Disposal,Process,0..n,Type,Code,udt:CodeType,,,TypeCode,A code specifying a type of notified waste recovery or disposal process.
1.0,UN01005180,BBIE,Notified Waste Recovery Disposal_ Process. Description. Text,Notified Waste Recovery Disposal,Process,0..1,Description,Text,udt:TextType,,,Description,The textual description of this notified waste recovery or disposal process.
1.0,UN01005181,BBIE,Notified Waste Recovery Disposal_ Process. Start. Date Time,Notified Waste Recovery Disposal,Process,0..1,Start,Date Time,udt:DateTimeType,,,StartDateTime,The start date of this notified waste recovery or disposal process.
1.0,UN01010499,BBIE,Observation Objective_ Parameter. Identification. Identifier,Observation Objective,Parameter,0..1,Identification,Identifier,udt:IDType,,,ID,The identifier for this observation objective parameter.
1.0,UN01010500,BBIE,Observation Objective_ Parameter. Value. Text,Observation Objective,Parameter,0..1,Value,Text,udt:TextType,,,Value,"The value, expressed as text, of this observation objective parameter."
1.0,UN01010501,BBIE,Observation Objective_ Parameter. Value. Measure,Observation Objective,Parameter,0..1,Value,Measure,udt:MeasureType,,,ValueMeasure,The measure of the value for this observation objective parameter.
1.0,UN01010502,BBIE,Observation Objective_ Parameter. Type. Code,Observation Objective,Parameter,0..1,Type,Code,udt:CodeType,,,TypeCode,"The code specifying the type of observation objective parameter, such as retailer, country, toxic standard or examination type."
1.0,UN01010503,BBIE,Observation Objective_ Parameter. Description. Text,Observation Objective,Parameter,0..1,Description,Text,udt:TextType,,,Description,The textual description of this observation objective parameter.
1.0,UN01010504,BBIE,Observation Objective_ Parameter. Name. Text,Observation Objective,Parameter,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this observation objective parameter."
