Nr,UNID,Acronym,DEN,Definition,Publication comments,Object Class Term Qualifier(s),Object Class Term,Property Term Qualifier(s),Property Term,Datatype Qualifier(s),Representation Term,Qualified Data Type UID,Associated Object Class Term Qualifier(s),Associated Object Class,Business Term(s),Usage Rule(s),Sequence Number,Occurrence Min,Occurrence Max,Context Categories,Example(s),Version,Ref Library Version,Submitter Name,Ref Component UN ID,Unique submitter ID,CR Status Date,CR Status,Library Maintenance Comment,TDED,Submitted Definition,Submitter Comment,Submitted DEN,Publication Refs -- Source,Short Name
5424,UN01004943,ASBIE,Lodging House_ Travel Product. Applicable. Travel Product_ Tax,A tax applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Travel Product,Tax,,,12,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Applicable Tax
5425,UN01004944,ASBIE,Lodging House_ Travel Product. Applicable. Cancellation_ Price,A cancellation price applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Cancellation,Price,,,13,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D09A,Cancellation Price
5426,UN01009806,ASBIE,Lodging House_ Travel Product. Held. Travel Product_ Reservation Item,The reservation item held for this lodging house travel product.,,Lodging House,Travel Product,,Held,,,,Travel Product,Reservation Item,,,14,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Held Reservation Item
5427,UN01009807,ASBIE,Lodging House_ Travel Product. Specified. Travel Product_ Period,The period specified for this lodging house travel product.,,Lodging House,Travel Product,,Specified,,,,Travel Product,Period,,,15,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Specified Period
5428,UN01009808,ASBIE,Lodging House_ Travel Product. Specified. Lodging House_ Travel Product Component,A travel component specified for this lodging house travel product.,,Lodging House,Travel Product,,Specified,,,,Lodging House,Travel Product Component,,,16,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D12B,Specified Travel Product Component
5429,UN01009809,ASBIE,Lodging House_ Travel Product. Charged. Daily_ Price,A daily price charged for this lodging house travel product.,,Lodging House,Travel Product,,Charged,,,,Daily,Price,,,17,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D12B,Charged Daily Price
5430,UN01010196,ASBIE,Lodging House_ Travel Product. Applicable. Lodging House_ Customer Class,A customer class applicable to this lodging house travel product.,,Lodging House,Travel Product,,Applicable,,,,Lodging House,Customer Class,,,18,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D13A,Applicable Lodging House Customer Class
5431,UN01010197,ASBIE,Lodging House_ Travel Product. Specified. Lodging House_ Reservation Restriction,A reservation restriction specified for this lodging house travel product.,,Lodging House,Travel Product,,Specified,,,,Lodging House,Reservation Restriction,,,19,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D13A,Specified Reservation Restriction
5432,UN01010198,ASBIE,Lodging House_ Travel Product. Specified. Travel Product_ Intermediary Sale,Intermediary sale information specified for this lodging house travel product.,,Lodging House,Travel Product,,Specified,,,,Travel Product,Intermediary Sale,,,20,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D13A,Specified Intermediary Sale
5433,UN01009810,ABIE,Lodging House_ Traveller. Details,A person or group which is travelling or on a journey and staying at this lodging house.,,Lodging House,Traveller,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D12B,Lodging House Traveller
5434,UN01009811,BBIE,Lodging House_ Traveller. Sequence. Identifier,The sequence identifier for this lodging house traveller.,,Lodging House,Traveller,,Sequence,,Identifier,,,,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Sequence ID
5435,UN01009812,BBIE,Lodging House_ Traveller. Category. Code,The code specifying the category of this lodging house traveller.,,Lodging House,Traveller,,Category,,Code,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Category Code
5436,UN01009813,BBIE,Lodging House_ Traveller. Reservation Status. Code,The code specifying the reservation status of this lodging house traveller.,,Lodging House,Traveller,,Reservation Status,,Code,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Reservation Status Code
5437,UN01009814,BBIE,Lodging House_ Traveller. Leader. Indicator,The indication of whether or not this lodging house traveller is a leader of a group of travellers.,,Lodging House,Traveller,,Leader,,Indicator,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Leader Indicator
5438,UN01009815,BBIE,Lodging House_ Traveller. Rooming. Text,"The rooming, expressed as text, for this lodging house traveller.",,Lodging House,Traveller,,Rooming,,Text,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Rooming Text
5439,UN01009816,BBIE,Lodging House_ Traveller. Description. Text,The textual description of this lodging house traveller.,,Lodging House,Traveller,,Description,,Text,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Description
5440,UN01009817,ASBIE,Lodging House_ Traveller. Requested. Lodging House_ Travel Product,The travel product requested by this lodging house traveller.,,Lodging House,Traveller,,Requested,,,,Lodging House,Travel Product,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Requested Travel Product
5441,UN01009818,ASBIE,Lodging House_ Traveller. Provided. Travel_ Guest Arrival,The arrival information provided for this lodging house traveller.,,Lodging House,Traveller,,Provided,,,,Travel,Guest Arrival,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Provided Guest Arrival Information
5442,UN01009819,ASBIE,Lodging House_ Traveller. Submitted. Special_ Query,A special query submitted by this lodging house traveller.,,Lodging House,Traveller,,Submitted,,,,Special,Query,,,3,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D12B,Submitted Special Query
5443,UN01009820,ASBIE,Lodging House_ Traveller. Information Provided. Guest_ Person,The personal information provided for this lodging house traveller.,,Lodging House,Traveller,,Information Provided,,,,Guest,Person,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D12B,Personal Information Provided
5444,UN01001199,ABIE,Lodging House_ Usage Condition. Details,A usage condition for this lodging house.,,Lodging House,Usage Condition,,,,,,,,Usage,,,,,In All Contexts,,1.0,,,,,,,,,,,,D06B,Lodging House Usage Condition
5445,UN01001200,BBIE,Lodging House_ Usage Condition. Identification. Identifier,The unique identifier for this lodging house usage condition.,,Lodging House,Usage Condition,,Identification,,Identifier,,,,,,1,1,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,ID
5446,UN01001201,BBIE,Lodging House_ Usage Condition. Group_ Applicable. Indicator,The indication of whether or not this lodging house usage condition applies to a group.,,Lodging House,Usage Condition,Group,Applicable,,Indicator,,,,Type of Usage,,2,0,1,In All Contexts,"Y:charterd, N:not charterd
(groups)",1.0,,,,,,,,,,,,D06B,Group Applicable Indicator
5447,UN01001202,BBIE,Lodging House_ Usage Condition. Reservation_ Required. Indicator,The indication of whether or not this lodging house usage condition requires a reservation.,,Lodging House,Usage Condition,Reservation,Required,,Indicator,,,,Reservation Required,,3,0,1,In All Contexts,"Y:reservation required , N:reservation not required",1.0,,,,,,,,,,,,D06B,Reservation Required Indicator
5448,UN01001203,BBIE,Lodging House_ Usage Condition. Description. Text,The textual description of the lodging house usage condition.,,Lodging House,Usage Condition,,Description,,Text,,,,Description,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Description
5449,UN01001204,BBIE,Lodging House_ Usage Condition. Group Allowed_ Duration. Text,"The duration, expressed as text, allowed for a group, applicable to this lodging house usage condition.",,Lodging House,Usage Condition,Group Allowed,Duration,,Text,,,,Duration of Usage,,5,0,1,In All Contexts,describing the maximum and/or minimum period.,1.0,,,,,,,,,,,,D06B,Group Allowed Duration Text
5450,UN01001205,BBIE,Lodging House_ Usage Condition. Gender Limitation. Text,"The gender limitation, expressed as text, applicable to this lodging house usage condition.",,Lodging House,Usage Condition,,Gender Limitation,,Text,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Gender Limitation Text
5451,UN01001206,BBIE,Lodging House_ Usage Condition. Age Limitation. Text,"The age limitation, expressed as text, applicable to this lodging house usage condition.",,Lodging House,Usage Condition,,Age Limitation,,Text,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Age Limitation Text
5452,UN01001207,BBIE,Lodging House_ Usage Condition. Physical Characteristic. Text,"The physical characteristic limitation, expressed as text, applicable to this lodging house usage condition.",,Lodging House,Usage Condition,,Physical Characteristic,,Text,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Physical Characteristic Text
5453,UN01001208,BBIE,Lodging House_ Usage Condition. Appropriate Clothing. Text,"The appropriate clothing, expressed as text, applicable to this lodging house usage condition.",,Lodging House,Usage Condition,,Appropriate Clothing,,Text,,,,,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Appropriate Clothing Text
5454,UN01001209,BBIE,Lodging House_ Usage Condition. Maximum_ Occupancy. Text,"The maximum occupancy, expressed as text, applicable to the lodging house usage condition.",,Lodging House,Usage Condition,Maximum,Occupancy,,Text,,,,,,10,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Maximum Occupancy Text
5455,UN01006321,ABIE,Logical_ Query Parameter. Details,Parameter information on logical operations of a query.,,Logical,Query Parameter,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Logical Query Parameter
5456,UN01006322,BBIE,Logical_ Query Parameter. Logical Operator. Text,"The logical operator, expressed as text, for this logical query parameter.",,Logical,Query Parameter,,Logical Operator,,Text,,,,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Logical Operator Text
5457,UN01006323,BBIE,Logical_ Query Parameter. Negation. Indicator,The indication of whether or not this logical query parameter is a negation.,,Logical,Query Parameter,,Negation,,Indicator,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Negation Indicator
5458,UN01006324,ASBIE,Logical_ Query Parameter. Subordinate. Logical_ Query Parameter,The subordinate logical query parameter for this logical query parameter.,,Logical,Query Parameter,,Subordinate,,,,Logical,Query Parameter,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Subordinate Logical Query Parameter
5459,UN01006325,ASBIE,Logical_ Query Parameter. First_ Subordinate. Primitive_ Query Parameter,The first subordinate primitive query parameter for this logical query parameter.,,Logical,Query Parameter,First,Subordinate,,,,Primitive,Query Parameter,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,First Subordinate Primitive Query Parameter
5460,UN01006326,ASBIE,Logical_ Query Parameter. Second_ Subordinate. Primitive_ Query Parameter,The second subordinate primitive query parameter for this logical query parameter.,,Logical,Query Parameter,Second,Subordinate,,,,Primitive,Query Parameter,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Second Subordinate Primitive Query Parameter
5461,UN01003675,ABIE,Logistics_ Label. Details,"A label used for identifying goods for logistics purposes, such as a barcode, a radio frequency tag or a Vehicle Identification Number (VIN).",,Logistics,Label,,,,,,,,,,,,,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D08B,Logistics Label
5462,UN01003676,BBIE,Logistics_ Label. Identification. Identifier,The unique identifier of this logistics label.,,Logistics,Label,,Identification,,Identifier,,,,,,1,0,1,Buy-Ship-Pay,,1.0,,,,,,,,(7402),,,,D08B,ID
5463,UN01003677,BBIE,Logistics_ Label. Series Start. Identifier,The unique identifier of the start of a series of logistics labels.,,Logistics,Label,,Series Start,,Identifier,,,,,,2,0,1,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D08B,Series Start ID
5464,UN01003678,BBIE,Logistics_ Label. Series End. Identifier,The unique identifier of the end of a series of logistics labels.,,Logistics,Label,,Series End,,Identifier,,,,,,3,0,1,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D08B,Series End ID
5465,UN01012728,BBIE,Logistics_ Label. Layout_ Type. Code,The code specifying the layout type of this logistics label.,,Logistics,Label,Layout,Type,,Code,,,,,,4,0,1,Cross Industry Trade,,1.0,,,,,,,,,,,,D18A,Layout Type Code
5466,UN01012729,BBIE,Logistics_ Label. Size. Code,The code specifying the size of this logistics label.,,Logistics,Label,,Size,,Code,,,,,,5,0,1,Cross Industry Trade,,1.0,,,,,,,,,,,,D18A,Size Code
5467,UN01013654,BBIE,Logistics_ Label. Marking. Indicator,The indication of whether or not there is a marking on this logistics label.,,Logistics,Label,,Marking,,Indicator,,,,,,6,0,1,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D20B,Marking Indicator
5468,UN01012730,ASBIE,Logistics_ Label. Included. Label_ Section,A section included in this logistics label.,,Logistics,Label,,Included,,,,Label,Section,,,1,0,unbounded,Cross Industry Trade,,1.0,,,,,,,,,,,,D18A,Included Section
5469,UN01003741,ABIE,Logistics_ Shipping Marks. Details,Physical markings or labels on individual packages or transport units for logistics purposes.,,Logistics,Shipping Marks,,,,,,,,,,,,,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D08B,Logistics Shipping Marks
5470,UN01003742,BBIE,Logistics_ Shipping Marks. Marking. Text,"Marking, expressed as text, for these logistics shipping marks.",,Logistics,Shipping Marks,,Marking,,Text,,,,,,1,0,unbounded,Buy-Ship-Pay,,1.0,,,,,,,,(7102),,,,D08B,Marking Text
5471,UN01003743,BBIE,Logistics_ Shipping Marks. Marking Instruction. Code,A code specifying a marking instruction for these logistics shipping marks.,,Logistics,Shipping Marks,,Marking Instruction,Marking Instruction,Code,UN02000076,,,,,2,0,unbounded,Buy-Ship-Pay,,1.0,,,,,,,,(4233),,,,D08B,Marking Instruction Code
5472,UN01003744,ASBIE,Logistics_ Shipping Marks. Barcode. Logistics_ Label,A barcode label that is a part of these logistics shipping marks.,,Logistics,Shipping Marks,,Barcode,,,,Logistics,Label,,,1,0,unbounded,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D08B,Barcode Label
5473,UN01003745,ASBIE,Logistics_ Shipping Marks. RFID. Logistics_ Label,A Radio Frequency Identification (RFID) label that is a part of these logistics shipping marks.,,Logistics,Shipping Marks,,RFID,,,,Logistics,Label,,,2,0,unbounded,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D08B,RFID Label
5474,UN01003746,ASBIE,Logistics_ Shipping Marks. VIN. Logistics_ Label,A Vehicle Identification Number (VIN) label that is a part of these logistics shipping marks.,,Logistics,Shipping Marks,,VIN,,,,Logistics,Label,,,3,0,unbounded,Buy-Ship-Pay,,1.0,,,,,,,,,,,,D08B,VIN Label
5475,UN01010604,ABIE,LOR Acknowledgement_ Document. Details,"A collection of data for a piece of written, printed or electronic matter that provides information or evidence in a Laboratory Observation Report (LOR) acknowledgement document.",,LOR Acknowledgement,Document,,,,,,,,,,,,,Laboratory Observation,,1.0,,,,,,,,,,,,D14A,LOR Acknowledgement Document
5476,UN01010605,BBIE,LOR Acknowledgement_ Document. Identification. Identifier,The identifier for this LOR acknowledgement document.,,LOR Acknowledgement,Document,,Identification,,Identifier,,,,,,1,0,1,Laboratory Observation,,1.0,,,,,,,,(1004),,,,D14A,ID
5477,UN01010606,BBIE,LOR Acknowledgement_ Document. Type. Code,The code specifying a type of LOR acknowledgement document [Reference United Nations Code List (UNCL) 1001].,,LOR Acknowledgement,Document,,Type,,Code,,,,,,2,0,1,Laboratory Observation,,1.0,,,,,,,,(1001),,,,D14A,Type Code
5478,UN01010607,BBIE,LOR Acknowledgement_ Document. Name. Text,"The name, expressed as text, for this LOR acknowledgement document.",,LOR Acknowledgement,Document,,Name,,Text,,,,,,3,0,1,Laboratory Observation,,1.0,,,,,,,,(1000),,,,D14A,Name
5479,UN01010608,BBIE,LOR Acknowledgement_ Document. Issue. Date Time,"The date, time, date time or other date time value for the issuance of this LOR acknowledgement document.",,LOR Acknowledgement,Document,,Issue,,Date Time,,,,,,4,0,1,Laboratory Observation,,1.0,,,,,,,,(2007),,,,D14A,Issue Date Time
5480,UN01010609,BBIE,LOR Acknowledgement_ Document. Submission. Date Time,"The date, time, date time or other date time value for the submission of this LOR acknowledgement document to a receiver by a sender.",,LOR Acknowledgement,Document,,Submission,,Date Time,,,,,,5,0,1,Laboratory Observation,,1.0,,,,,,,,,,,,D14A,Submission Date Time
