change,unid,acronym,DEN,Definition,Working_comments_and_instructions,Publication_comments,Object_Class_Term_Qualifier(s),Object_Class_Term,Property_Term_Qualifier(s),Property_Term,Datatype_Qualifier(s),Representation_Term,Qualified_Data_Type_UID,Associated_Object_Class_Term_Qualifier(s),Associated_Object_Class,Business_Term(s),Usage_Rule(s),Sequence_Number,Occurrence_Min,Occurrence_Max,Business_Process_Value,Business_Process_Meaning,Business_Process_Class.Schema,Product_Value,Product_Meaning,Product_Class.Schema,Industory_Value,Industory_Meaning,Industory_Class.Schema,Region_(Geo)_Value,Region_(Geo)_Meaning,Region_(Geo)_Class.Schema,Official_Constraints_Value,Official_Constraints_Meaning,Official_Constraints_Class.Schema,Role_Value,Role_Meaning,Role_Class.Schema,Supporting_Role_Value,Supporting_Role_Meaning,Supporting_Role_Class.Schema,System_Constraints_Value,System_Constraints_Meaning,System_Constraints_Class.Schema,"Facets To_restrict_the_set_of_values_of_Content_Component_or_Supplementary_Components",au,av,aw,ax,ay,az,ba,bb,bc,bd,be,bf,bg,bh,Example(s),BIE/CC/DT_Version,Ref_Library_Version,Submitter_Name,Ref_Component_UN_ID,Ref_CR_ID,Unique_submitter_ID,CR_Status_Date,CR_Status,Library_Maintenance_Comment,TDED,Submitted_Definition,Submitter_Comment,Submitted_DEN,Submission_Row_Number,Unique_CC/BIE_ID,CR_Storage_Date,Publication_Refs_--_Source,Persistent_Flag,cb,cc,Short_Name,ce
,UN01008658,ASBIE,CISH_ Supply Chain_ Trade Delivery. Ultimate_ Ship To. CI_ Trade_ Party,The ultimate ship to party for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Ultimate,Ship To,,,,CI_ Trade,Party,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ultimate Ship To Party,
,UN01008659,ASBIE,CISH_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,The ship to party for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,,Ship To,,,,CI_ Trade,Party,,,4,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ship To Party,
,UN01008660,ASBIE,CISH_ Supply Chain_ Trade Delivery. Ultimate Ship To_ Delivery. CI_ Supply Chain_ Event,The ultimate ship to delivery event for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Ultimate Ship To,Delivery,,,,CI_ Supply Chain,Event,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ultimate Ship To Delivery Event,
,UN01008661,ASBIE,CISH_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,An additional referenced document for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Additional,Referenced,,,,CI_ Referenced,Document,,,6,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Additional Document,
,UN01008662,ASBIE,CISH_ Supply Chain_ Trade Delivery. Delivery Note_ Referenced. CI_ Referenced_ Document,The referenced delivery note document for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Delivery Note,Referenced,,,,CI_ Referenced,Document,,,7,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Delivery Note Document,
,UN01008663,ASBIE,CISH_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,The referenced despatch advice document for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Despatch Advice,Referenced,,,,CI_ Referenced,Document,,,8,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Despatch Advice Document,
,UN01008664,ASBIE,CISH_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,A referenced receiving advice document for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Receiving Advice,Referenced,,,,CI_ Referenced,Document,,,9,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Receiving Advice Document,
,UN01008665,ASBIE,CISH_ Supply Chain_ Trade Delivery. Shipment Schedule_ Referenced. CI_ Referenced_ Document,The shipment schedule document referenced for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Shipment Schedule,Referenced,,,,CI_ Referenced,Document,,,10,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Shipment Schedule Document,
,UN01008666,ASBIE,CISH_ Supply Chain_ Trade Delivery. Delivery. CI_ Delivery_ Instructions,Delivery instructions for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,,Delivery,,,,CI_ Delivery,Instructions,,,11,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Delivery Instructions,
,UN01012750,ASBIE,CISH_ Supply Chain_ Trade Delivery. Planned Ship From_ Delivery. CI_ Supply Chain_ Event,The event of the planned ship from delivery for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Planned Ship From,Delivery,,,,CI_ Supply Chain,Event,,,12,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18A,,,,Planned Ship From Delivery Event,
,UN01013376,ASBIE,CISH_ Supply Chain_ Trade Delivery. Planned Ship To_ Delivery. CI_ Supply Chain_ Event,The planned ship to delivery event for this CISH supply chain trade delivery.,,,CISH_ Supply Chain,Trade Delivery,Planned Ship To,Delivery,,,,CI_ Supply Chain,Event,,,13,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D20A,,,,Planned Ship To Delivery Event,
,UN01012835,ABIE,CISH_ Supply Chain_ Trade Settlement. Details,The Cross Industry Scheduling Header (CISH) information that enables the financial reconciliation of a supply chain transaction.,,,CISH_ Supply Chain,Trade Settlement,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,CISH Supply Chain Trade Settlement,
,UN01012836,BBIE,CISH_ Supply Chain_ Trade Settlement. Description. Text,A textual description of this CISH supply chain trade settlement.,,,CISH_ Supply Chain,Trade Settlement,,Description,,Text,,,,,,1,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Description,
,UN01012837,BBIE,CISH_ Supply Chain_ Trade Settlement. Discount. Indicator,The indication of whether or not this CISH supply chain trade settlement includes a discount amount.,,,CISH_ Supply Chain,Trade Settlement,,Discount,,Indicator,,,,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Discount Indicator,
,UN01012838,BBIE,CISH_ Supply Chain_ Trade Settlement. Invoice_ Currency. Code,The code specifying the invoice currency for this CISH supply chain trade settlement.,,,CISH_ Supply Chain,Trade Settlement,Invoice,Currency,,Code,,,,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Invoice Currency Code,
,UN01012839,BBIE,CISH_ Supply Chain_ Trade Settlement. Order_ Currency. Code,The code specifying the order currency for this CISH supply chain trade settlement.,,,CISH_ Supply Chain,Trade Settlement,Order,Currency,,Code,,,,,,4,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Order Currency Code,
,UN01012840,BBIE,CISH_ Supply Chain_ Trade Settlement. Total Invoice. Amount,The total monetary value of the invoice for this CISH supply chain trade settlement.,,,CISH_ Supply Chain,Trade Settlement,,Total Invoice,,Amount,,,,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-5214,,,,,,,D18B,,,,Total Invoice Amount,
,UN01012841,BBIE,CISH_ Supply Chain_ Trade Settlement. Total_ Adjustment. Amount,The total monetary value of the adjustment for this CISH supply chain trade settlement.,,,CISH_ Supply Chain,Trade Settlement,Total,Adjustment,,Amount,,,,,,6,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Total Adjustment Amount,
,UN01012842,ASBIE,CISH_ Supply Chain_ Trade Settlement. Specified. CISH_ Trade Settlement_ Monetary Summation,The monetary summation specified for this CISH supply chain trade settlement.,,,CISH_ Supply Chain,Trade Settlement,,Specified,,,,CISH_ Trade Settlement,Monetary Summation,,,1,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Specified Monetary Summation,
,UN01012843,ABIE,CISH_ Trade Settlement_ Monetary Summation. Details,A collection of monetary amount totals specified for this Cross Industry Scheduling Header (CISH) trade settlement.,,,CISH_ Trade Settlement,Monetary Summation,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,CISH Trade Settlement Monetary Summation,
,UN01012844,BBIE,CISH_ Trade Settlement_ Monetary Summation. Excluding Taxes_ Line Total. Amount,"The monetary value of the line total, excluding all duties and taxes, in this CISH trade settlement monetary summation.",,,CISH_ Trade Settlement,Monetary Summation,Excluding Taxes,Line Total,,Amount,,,,,,1,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Line Total Amount Excluding Taxes,
,UN01012845,BBIE,CISH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,"The monetary value of the line total, including all duties and taxes, in this CISH trade settlement monetary summation.",,,CISH_ Trade Settlement,Monetary Summation,Including Taxes,Line Total,,Amount,,,,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Line Total Amount Including Taxes,
,UN01012846,BBIE,CISH_ Trade Settlement_ Monetary Summation. Total Allowance Charge. Amount,The total monetary value of the allowance charge for this CISH trade settlement monetary summation.,,,CISH_ Trade Settlement,Monetary Summation,,Total Allowance Charge,,Amount,,,,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Total Allowance Charge Amount,
,UN01012847,BBIE,CISH_ Trade Settlement_ Monetary Summation. Total Discount. Amount,The total monetary value of the discount for this CISH trade settlement monetary summation.,,,CISH_ Trade Settlement,Monetary Summation,,Total Discount,,Amount,,,,,,4,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-5014,,,,,,,D18B,,,,Total Discount Amount,
,UN01012848,BBIE,CISH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,The total monetary value of the tax for this CISH trade settlement monetary summation.,,,CISH_ Trade Settlement,Monetary Summation,,Tax Total,,Amount,,,,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Tax Total Amount,
,UN01012849,BBIE,CISH_ Trade Settlement_ Monetary Summation. Tax Basis Total. Amount,The total monetary value of the tax basis for this CISH trade settlement monetary summation.,,,CISH_ Trade Settlement,Monetary Summation,,Tax Basis Total,,Amount,,,,,,6,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D18B,,,,Tax Basis Total Amount,
,UN01008667,ABIE,CISIFL_ Supply Chain_ Trade Delivery. Details,Supply chain shipping arrangements pertaining to a Cross Industry Scheduling Inventory Forecast Line (CISIFL).,,,CISIFL_ Supply Chain,Trade Delivery,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,CISIFL Trade Delivery,
,UN01008668,BBIE,CISIFL_ Supply Chain_ Trade Delivery. Partial Delivery Allowed. Indicator,The indication of whether or not this CISIFL supply chain trade delivery can be a partial delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Partial Delivery Allowed,,Indicator,,,,,,1,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Partial Delivery Allowed Indicator,
,UN01008669,BBIE,CISIFL_ Supply Chain_ Trade Delivery. Agreed. Quantity,The quantity agreed for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Agreed,,Quantity,,,,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Agreed Quantity,
,UN01008670,BBIE,CISIFL_ Supply Chain_ Trade Delivery. Latest_ Despatched. Quantity,The latest quantity despatched in this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,Latest,Despatched,,Quantity,,,,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Latest Despatched Quantity,
,UN01008671,BBIE,CISIFL_ Supply Chain_ Trade Delivery. Remaining_ Requested. Quantity,The requested quantity remaining for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,Remaining,Requested,,Quantity,,,,,,4,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Remaining Requested Delivery Quantity,
,UN01008672,BBIE,CISIFL_ Supply Chain_ Trade Delivery. Requested. Quantity,The quantity requested for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Requested,,Quantity,,,,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Requested Quantity,
,UN01013363,BBIE,CISIFL_ Supply Chain_ Trade Delivery. Available. Quantity,A quantity available for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Available,,Quantity,,,,,,6,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D20A,,,,Available Quantity,
,UN01008673,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Ship From. CI_ Trade_ Party,The party acting as the ship from for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Ship From,,,,CI_ Trade,Party,,,1,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ship From Party,
,UN01008674,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,The party acting as the ship to for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Ship To,,,,CI_ Trade,Party,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Ship To Party,
,UN01008675,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Final Destination. CI_ Trade_ Country,The country of final destination for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Final Destination,,,,CI_ Trade,Country,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Final Destination Country,
,UN01008676,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,An additional referenced document for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,Additional,Referenced,,,,CI_ Referenced,Document,,,4,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Additional Document,
,UN01008677,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,The referenced despatch advice document for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,Despatch Advice,Referenced,,,,CI_ Referenced,Document,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Despatch Advice Document,
,UN01008678,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,A referenced receiving advice document for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,Receiving Advice,Referenced,,,,CI_ Referenced,Document,,,6,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Receiving Advice Document,
,UN01008679,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Available. CI_ Supply Chain_ Inventory,Inventory available for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Available,,,,CI_ Supply Chain,Inventory,,,7,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Available Inventory,
,UN01008680,ASBIE,CISIFL_ Supply Chain_ Trade Delivery. Projected. CI_ Supply Chain_ Supply Plan,A supply plan projected for this CISIFL supply chain trade delivery.,,,CISIFL_ Supply Chain,Trade Delivery,,Projected,,,,CI_ Supply Chain,Supply Plan,,,8,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Projected Supply Plan,
,UN01008749,ABIE,CISIFL_ Supply Chain_ Trade Line Item. Details,Information specific to a supply chain trade line item reported on for a Cross Industry Scheduling Inventory Forecast Line (CISIFL).,,,CISIFL_ Supply Chain,Trade Line Item,,,,,,,,,,,,,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,CISIFL Trade Line Item,
,UN01008750,ASBIE,CISIFL_ Supply Chain_ Trade Line Item. Associated. CIS_ Document Line_ Document,The document line associated with this CISIFL supply chain trade line item.,,,CISIFL_ Supply Chain,Trade Line Item,,Associated,,,,CIS_ Document Line,Document,,,1,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Document Line,
,UN01008754,ASBIE,CISIFL_ Supply Chain_ Trade Line Item. Specified. CIS_ Supply Chain_ Trade Agreement,The trade agreement specified for this CISIFL supply chain trade line item.,,,CISIFL_ Supply Chain,Trade Line Item,,Specified,,,,CIS_ Supply Chain,Trade Agreement,,,2,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Agreement,
,UN01008755,ASBIE,CISIFL_ Supply Chain_ Trade Line Item. Specified. CISIFL_ Supply Chain_ Trade Delivery,The trade delivery specified for this CISIFL supply chain trade line item.,,,CISIFL_ Supply Chain,Trade Line Item,,Specified,,,,CISIFL_ Supply Chain,Trade Delivery,,,3,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Delivery,
,UN01008752,ASBIE,CISIFL_ Supply Chain_ Trade Line Item. Specified. CI_ Trade_ Product,The product specified for this CISIFL supply chain trade line item.,,,CISIFL_ Supply Chain,Trade Line Item,,Specified,,,,CI_ Trade,Product,,,4,1,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Trade Product,
,UN01008753,ASBIE,CISIFL_ Supply Chain_ Trade Line Item. Substituted. CI_ Referenced_ Product,The referenced product that is substituted in this CISIFL supply chain trade line item.,,,CISIFL_ Supply Chain,Trade Line Item,,Substituted,,,,CI_ Referenced,Product,,,5,0,1,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Substituted Product,
,UN01008751,ASBIE,CISIFL_ Supply Chain_ Trade Line Item. Substitute_ Applicable. CI_ Referenced_ Product,A referenced substitute product applicable to this CISIFL supply chain trade line item.,,,CISIFL_ Supply Chain,Trade Line Item,Substitute,Applicable,,,,CI_ Referenced,Product,,,6,0,unbounded,Scheduling,,,In All Contexts,,,Cross Industry,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D10A,,,,Substitute Product,
